field_1,field_2,field_3,field_4,field_5,B_count,B_mean,B_median,B_stdev,B_min,B_max,G_count,G_mean,G_median,G_stdev,G_min,G_max,R_count,R_mean,R_median,R_stdev,R_min,R_max,RE_count,RE_mean,RE_median,RE_stdev,RE_min,RE_max,NIR_count,NIR_mean,NIR_median,NIR_stdev,NIR_min,NIR_max
21,765077.31,6309218.486,21.015,plataforma3,10,183.216175842285,187.76277923584,18.8969025131879,142.80029296875,207.018859863281,10,0.012650995887816,0.0125872958451509,0.00157457242957584,0.0093414643779397,0.0146235823631287,10,0.00910046678036451,0.008962188847363,0.00104075343943204,0.00691289734095335,0.0104144383221865,10,0.0217226983979344,0.0224187979474664,0.0052341691194171,0.0115018878132105,0.0293455142527819,10,0.0295719482004643,0.030400968156755,0.00525064217348324,0.0198288802057505,0.0365825705230236
22,765075.048,6309218.716,20.821,"12",9,37.1231848398844,35.9806671142578,9.29427191738962,25.3572673797607,52.0644035339355,9,0.00239107153740608,0.00241096946410835,0.000768162753902979,0.00135063659399748,0.00349399563856423,9,0.00104826884085519,0.00102058635093272,0.000294751673024796,0.000680811470374465,0.00155190704390407,9,0.00621220363407499,0.00600164709612727,0.00218105924196912,0.00363645399920642,0.00983566138893366,9,0.0123082586667604,0.0122056007385254,0.00255317872159564,0.00892888847738504,0.0160000529140234
23,765066.002,6309220.382,20.787,"15",9,38.4857855902778,39.6715812683105,8.75815846861813,21.0815124511719,48.8113899230957,9,0.00215553192214833,0.00207136711105704,0.00034343368418607,0.00173102610278875,0.0028350530192256,9,0.00104261056468305,0.000982916564680636,0.000170842015026201,0.000847745162900537,0.0013706135796383,9,0.0070158545859158,0.00670569203794003,0.00103450305702359,0.00575198791921139,0.0085970452055335,9,0.0142661372406615,0.0142451571300626,0.00189440417200282,0.0116987563669682,0.0178889576345682
24,765064.79,6309219.87,20.827,"14",9,43.246898651123,42.0302505493164,11.8454035542479,26.9141464233398,60.478157043457,9,0.00132686232811668,0.00119783414993435,0.000471113080011734,0.000884721055626869,0.00230471161194146,9,0.000663922944416602,0.000644213985651731,0.000218425254378682,0.000426242972025648,0.00110335228964686,9,0.00471768098779851,0.00433504069224,0.00165782972742528,0.00293089845217764,0.0077184303663671,9,0.0101919485669997,0.00981923472136259,0.00142406366240824,0.00855996459722519,0.0127226728945971
25,765062.743,6309219.497,20.784,"20",11,58.8131360140714,58.1921844482422,3.95354951960285,52.5289497375488,67.5099182128906,11,0.00118860496546734,0.00119601062033325,0.000110359898644801,0.00100542313884944,0.00142232654616237,11,0.00100315645315938,0.00101126125082374,0.000103679258508476,0.000833224912639707,0.00120716716628522,11,0.00182427411941303,0.00180752028245479,9.94666690970712e-05,0.00165497697889805,0.00198675924912095,11,0.00302947397259149,0.00302100391127169,9.97208402708807e-05,0.00291235465556383,0.00323018385097384
26,765059.322,6309219.605,20.795,"11",8,54.3421511650085,52.2473564147949,8.80393816768778,43.7248725891113,70.1281585693359,8,0.00230534108413849,0.00236728379968554,0.00051324527079628,0.00156309932935983,0.0031585453543812,8,0.00102200199034996,0.00102519744541496,0.000179424649778875,0.000781074108090252,0.00131117913406342,8,0.00679865956772119,0.00661960034631193,0.00136915111425574,0.00491547863930464,0.00913788843899965,8,0.0150818732799962,0.015249406453222,0.00196105484157442,0.0120630273595452,0.0180054288357496
27,765052.202,6309219.954,20.822,"10",10,43.377127456665,43.7483329772949,13.4419344722979,17.2551326751709,59.5488777160645,10,0.00203284982126206,0.00198546930914745,0.000418941738600013,0.00143452454358339,0.00291838753037155,10,0.00107260216027498,0.00102111382875592,0.000211290078312988,0.000741611700505018,0.00149534421507269,10,0.0060096490662545,0.00548736425116658,0.00121739309560579,0.00454975897446275,0.00867148675024509,10,0.0128177862614393,0.012223910074681,0.00194141124105168,0.0103682754561305,0.0165934730321169
28,765044.003,6309219.405,20.815,"9",12,48.6545785268148,50.2918033599854,10.0458669959446,32.2511367797852,68.0338668823242,12,0.00205324326331417,0.00208691228181124,0.000305334672086686,0.00160929362755269,0.00255801528692245,12,0.00104951209505089,0.00105629675090313,0.000147470436772654,0.000818071479443461,0.00132531754206866,12,0.00621788871164123,0.00610510865226388,0.000898157690362813,0.00504081137478352,0.00785155314952135,12,0.0135743433299164,0.0136263910681009,0.000976730313044408,0.0118507575243711,0.015635397285223
29,765037.267,6309221.454,20.8,"8",9,47.1057245466444,42.8813514709473,11.8670860013582,29.860860824585,64.5100631713867,9,0.00455374896733297,0.00451115891337395,0.000404846226949871,0.00392115488648415,0.00523056695237756,9,0.00198084615274436,0.00199784431606531,0.000213680844452682,0.00163416832219809,0.00229091313667595,9,0.0157651897105906,0.01626256108284,0.00169069756140751,0.0128249628469348,0.0182265378534794,9,0.0273232029543983,0.0270789824426174,0.00183050450780153,0.0243726689368486,0.0303452089428902
30,765036.419,6309217.453,20.767,"9",10,32.0601490020752,31.2597980499268,8.28528576590465,20.3479709625244,43.8604431152344,10,0.000868435710435733,0.00084188170148991,0.000103285729234924,0.000695196853484958,0.00103048700839281,10,0.000452959901303984,0.000450164618087001,2.98654922188499e-05,0.000412689027143642,0.00050580722745508,10,0.00286281618755311,0.00279308122117072,0.000347235722090118,0.00234816735610366,0.00342266308143735,10,0.00744573953561485,0.00746209849603474,0.000482112720521452,0.00675710942596197,0.0083960983902216
31,765033.723,6309216.46,20.684,"20",10,67.4541717529297,69.3342475891113,6.30023765305111,57.242561340332,75.8295059204102,10,0.00175950470147654,0.001764643820934,9.75107285812583e-05,0.00155609392095357,0.00190204777754843,10,0.00182815343141556,0.0018424594309181,0.000125683139706205,0.00158315268345177,0.00198462279513478,10,0.00366396293975413,0.00375567201990634,0.000292414139367939,0.00311231054365635,0.00409758323803544,10,0.0052661660593003,0.00539413839578629,0.000520999004656984,0.00430804118514061,0.00604719761759043
32,765026.383,6309215.702,20.784,"7",9,66.6449419657389,64.1348571777344,8.32148113652579,52.6352996826172,84.1188049316406,9,0.00467577949166298,0.00482302438467741,0.000467825090433412,0.00392286945134401,0.00516155594959855,9,0.00197273245753927,0.0020582468714565,0.000203312332714533,0.00162670738063753,0.00216618156991899,9,0.0156135309694542,0.0160747524350882,0.00114609553251919,0.0133886067196727,0.0167571436613798,9,0.0311331697222259,0.0313572101294994,0.0015340673370095,0.0283947382122278,0.0332898795604706
33,765011.712,6309214.496,20.666,"10",9,50.4509980943468,48.2622718811035,13.9228363920207,24.5814399719238,75.5851898193359,9,0.00290792879079365,0.00307958177290857,0.000718680292525103,0.00180261849891394,0.00410876562818885,9,0.00129269486448417,0.00135786959435791,0.000267390291587582,0.000902259722352028,0.00171627756208181,9,0.00891784904524684,0.00864563323557377,0.00235359322516414,0.00555297220125794,0.0131519893184304,9,0.0173414843156934,0.0178199112415314,0.00353023958620567,0.0125539107248187,0.0235682521015406
34,765003.782,6309215.659,20.561,"20",10,53.4679195404053,53.8361797332764,1.67842226585968,50.791633605957,55.5397872924805,10,0.00126085578231141,0.00126121815992519,4.46665288764976e-05,0.00117912550922483,0.00132544117514044,10,0.00146634913980961,0.00146854453487322,3.24414243445929e-05,0.0014018202200532,0.00150907028000802,10,0.00214294353500009,0.00218092475552112,6.2124252274177e-05,0.00201985822059214,0.00219929334707558,10,0.00239025913178921,0.00238708406686783,4.09770079815931e-05,0.00233557866886258,0.00247477879747748
35,765008.563,6309207.333,20.598,"14",9,46.8522419399685,49.750675201416,10.5156362422507,26.3251686096191,61.7126121520996,9,0.00157467572070244,0.00149186386261135,0.000366602637698302,0.00115061365067959,0.00216535478830338,9,0.00100710879390438,0.000974664581008255,0.000168225909318104,0.000795830099377781,0.00126002915203571,9,0.00419245670653052,0.00394118158146739,0.000887937551648063,0.00316314655356109,0.00564988283440471,9,0.00783199087406198,0.00748205836862326,0.00115749436934369,0.0064717628993094,0.00976203847676516
36,765014.479,6309201.538,20.637,"11",9,57.0134158664279,55.7728958129883,5.38836966985186,48.0794410705566,66.4804534912109,9,0.0029579244243602,0.00289372191764414,0.000224274378311414,0.00272619747556746,0.00343715748749673,9,0.00169670262322244,0.00166652072221041,6.90800956756508e-05,0.00159911008086056,0.00180224666837603,9,0.00902239605784416,0.00879132468253374,0.000694130150799263,0.00822630152106285,0.0107049951329827,9,0.0153706597371234,0.0148914931342006,0.00176600780490911,0.0136403441429138,0.0196415763348341
37,765021.972,6309198.5,20.741,"5",9,39.6418105231391,39.062629699707,10.3345152069041,22.1758098602295,60.4081764221191,9,0.00258514363991304,0.00255907187238336,0.000523315121637777,0.00186141766607761,0.00339978374540806,9,0.00104405992897227,0.00109601009171456,0.000184818569070899,0.000795955304056406,0.00129372254014015,9,0.0104908481136792,0.0101174581795931,0.00189167325431052,0.00747722899541259,0.0136065315455198,9,0.0250230332215627,0.02459148876369,0.00312689587764722,0.0203274544328451,0.0296848379075527
38,765026.557,6309195.629,20.808,"9",9,54.4502402411567,54.5346641540527,7.13073428757562,44.4806747436523,69.8928451538086,9,0.00325399947663148,0.00335127185098827,0.000448791390157303,0.00265155150555074,0.00390948681160808,9,0.00138876227558487,0.00131611758843064,0.000186183412186616,0.00112444080878049,0.00167339423205703,9,0.011947076767683,0.0126848286017776,0.00164575598457862,0.00925055425614119,0.0141940759494901,9,0.0230767683436473,0.0233532935380936,0.00294594631151559,0.0187548939138651,0.0272963531315327
39,765054.155,6309194.304,20.867,"8",10,47.2195234298706,48.3407688140869,10.2993220550488,26.633394241333,61.6602516174316,10,0.00509863034822047,0.00517275789752603,0.000519419208856054,0.00424621207639575,0.00572961056604981,10,0.00203886824892834,0.00208750192541629,0.000191416781345484,0.001712657045573,0.00229144212789834,10,0.0188340708613396,0.0194657910615206,0.00181368420475539,0.0161749329417944,0.0214635226875544,10,0.0378538284450769,0.0387941207736731,0.00302273507513836,0.033533588051796,0.0421098470687866
40,765060.217,6309192.169,20.84,"10",9,51.8423311445448,54.0765991210938,15.8405702519457,25.2417888641357,76.0908889770508,9,0.00478643497141699,0.00485694501549006,0.000581843490964867,0.00366172171197832,0.00578199373558164,9,0.001941853047659,0.00203573703765869,0.000232720987450609,0.00156790227629244,0.0021990432869643,9,0.0155356545001268,0.0157524552196264,0.00231545550093544,0.01147276815027,0.0184065978974104,9,0.0317083094269037,0.0323304869234562,0.00240639120638143,0.0276487544178963,0.0357249639928341
41,765064.436,6309190.78,20.717,"25",9,39.8550690544976,40.6665000915527,2.89742112066511,34.2698936462402,43.0494689941406,9,0.00086825932117386,0.000857012229971588,7.98074112226645e-05,0.000758516660425812,0.00101364939473569,9,0.0005604933313508,0.000553967605810612,4.57893677177338e-05,0.000503880262840539,0.00062829814851284,9,0.00181394136355569,0.00180851470213383,0.000196276393569155,0.00154473783914,0.00214852439239621,9,0.00451254373830226,0.00436407094821334,0.000411869842122091,0.00384658575057983,0.00528171891346574
42,765067.525,6309190.532,20.845,"9",10,36.8554962158203,33.8477611541748,8.10230680897854,28.7435169219971,55.9127311706543,10,0.00546573996543884,0.00580262159928679,0.000932052741534342,0.00378372753039002,0.00650356942787766,10,0.00207816645270213,0.00220204272773117,0.000319305674018056,0.00154380593448877,0.00240244879387319,10,0.0165956632234156,0.0171792004257441,0.00396438597563616,0.0101520838215947,0.0224190540611744,10,0.0353406719863415,0.037213122472167,0.00477630485241791,0.0261225327849388,0.0411000028252602
43,765075.641,6309188.415,20.868,"9",9,77.3449130588108,73.8994293212891,9.86852645847021,61.8198852539062,97.5040588378906,9,0.00294867954734299,0.00305283511988819,0.000394974771532784,0.00228578364476562,0.00345435319468379,9,0.00133344598321451,0.00129894621204585,0.000189286065837347,0.00101456395350397,0.00159333762712777,9,0.00946179373810689,0.00944938417524099,0.00133663944347176,0.00734584406018257,0.0119453696534038,9,0.0203834271265401,0.0208548605442047,0.00140142643598139,0.0182537157088518,0.0226605478674173
44,765084.629,6309186.009,20.849,"12",9,49.7757394578722,48.1102294921875,10.4356231743905,36.1222152709961,67.0912551879883,9,0.00259824767191377,0.00253166747279465,0.000908047756801327,0.00156779296230525,0.00413651671260595,9,0.00115299614844844,0.00111142953392118,0.000345058204577488,0.000820136745460331,0.0018690210999921,9,0.00643000705167651,0.00568204559385777,0.00200592364471929,0.00417042942717671,0.00989685859531164,9,0.0173332620826032,0.016563231125474,0.0045759489150509,0.0121736284345388,0.024845764040947
45,765093.446,6309182.804,20.799,"12",9,47.2033697764079,46.4490013122559,13.2727258243116,22.7810115814209,70.9683837890625,9,0.00413102400489151,0.00433721067383885,0.00100983796970063,0.00252846861258149,0.00558578735217452,9,0.0017861912622013,0.00177716417238116,0.000437759353769124,0.00117740570567548,0.00238706590607762,9,0.0125603143953615,0.0124301640316844,0.00437567988609889,0.00724237412214279,0.0195116922259331,9,0.0269580075724257,0.0279140044003725,0.00682652364732507,0.0169012472033501,0.0372551791369915
46,765099.457,6309180.681,20.827,"9",10,63.4651187896729,63.0793037414551,10.7495336543516,48.140064239502,80.6054153442383,10,0.00336407094728202,0.00342623807955533,0.00040715563890618,0.00257851765491068,0.0040227510035038,10,0.00142587545560673,0.0014472784823738,0.000165545629229744,0.00111945660319179,0.00166871317196637,10,0.0107608648017049,0.0111032337881625,0.00118778816003022,0.0083352318033576,0.012508001178503,10,0.0244344195351005,0.0247960677370429,0.00185217737488304,0.0202007181942463,0.0269745718687773
47,765107.406,6309178.661,20.815,"7",9,63.1680910322401,68.129753112793,20.7697612552639,26.4975833892822,92.3667831420898,9,0.00237270079863568,0.00238413829356432,0.000488368563690989,0.00162083702161908,0.00325654889456928,9,0.00110683753801924,0.00110761180985719,0.000203183530723797,0.000773968873545527,0.00147881708107889,9,0.00759505775446693,0.0075131063349545,0.00109433185556341,0.00597253674641252,0.0101971663534641,9,0.0185505362848441,0.0184541530907154,0.00135474008658955,0.0165842678397894,0.0216644909232855
48,765114.867,6309177.127,20.827,"12",10,35.9767839431763,31.3469877243042,12.8051955935851,22.4998569488525,61.5710029602051,10,0.000928649940760806,0.000871110940352082,0.0001505821606846,0.000793489569332451,0.00128258240874857,10,0.0005191821110202,0.000482959119835868,8.02899560228878e-05,0.000452898355433717,0.000715377856977284,10,0.00291643242817372,0.00273973168805242,0.00038450388496528,0.00260299234651029,0.00380577542819083,10,0.00895983362570405,0.00866307457908988,0.000650124213215942,0.00829667318612337,0.0102823674678802
49,765121.219,6309175.785,20.774,"14",10,63.7872051239014,58.7970600128174,12.8490783624384,49.179084777832,86.1606597900391,10,0.00270409260410815,0.00284149951767176,0.000490328856620626,0.00164011074230075,0.00347790610976517,10,0.00131602222681977,0.0013937033363618,0.000248909339471637,0.000841172586660832,0.00171842298004776,10,0.00840118722990155,0.00883614039048553,0.00134610439329498,0.00552741391584277,0.00976154021918774,10,0.0176204533316195,0.0177803076803684,0.00219258327668482,0.0131719699129462,0.0207082331180573
50,765123.892,6309175.085,20.767,"15",11,57.9294124950062,58.9370384216309,12.324205639534,34.1753044128418,77.8095703125,11,0.00406400730240751,0.00395922362804413,0.000786060218664361,0.00256420392543077,0.00518320640549064,11,0.00160317184318873,0.00169302092399448,0.000289461623745436,0.00105123175308108,0.00189978233538568,11,0.0135291127318686,0.0136822685599327,0.00240018491126099,0.00843345187604427,0.0168855395168066,11,0.0284279994666576,0.0280245449393988,0.00389759873864635,0.0207049157470465,0.0347817875444889
51,765125.132,6309175.06,20.732,"21",9,47.81798892551,48.3787994384766,2.46746323002447,44.5530738830566,52.0107116699219,9,0.00108233465450919,0.00107914337422699,6.41458693646586e-05,0.000993145047686994,0.00118864944670349,9,0.000962256699697011,0.000967549160122871,5.05851696428991e-05,0.000890010560397059,0.00103929440956563,9,0.00224393743297292,0.00221920874901116,0.000134444641525025,0.00204835785552859,0.00249793706461787,9,0.00457809280811085,0.00455185398459435,0.000227236623241419,0.00424770265817642,0.00498132454231381
52,765129.966,6309173.729,20.782,"10",12,49.2137457529704,52.0291767120361,12.5976860895072,28.5710678100586,63.2194557189941,12,0.00296811349107884,0.00285023218020797,0.000957363664311459,0.00148982950486243,0.00443864054977894,12,0.00123601974337362,0.00120686268201098,0.000331444564236306,0.000717173505108804,0.00180396845098585,12,0.00928211119025946,0.00910272169858217,0.00326734113332525,0.00414169393479824,0.0150859383866191,12,0.0194475167275717,0.0185981309041381,0.00518338826414193,0.0113013722002506,0.0274500176310539
53,765138,6309171.419,20.762,"12",9,42.3243471781413,38.180778503418,12.8809963810353,22.8054637908936,62.5159034729004,9,0.00231689910611345,0.00210763770155609,0.000766218119766356,0.00144515139982104,0.00381010887213051,9,0.0010382412518892,0.000914409174583852,0.000289704237510481,0.000692153349518776,0.0015999861061573,9,0.00722110017927157,0.00646317563951015,0.00272228415067208,0.0043473057448864,0.0122912190854549,9,0.0164782840551602,0.0155061557888985,0.00369888560128626,0.0123698273673654,0.0236889999359846
54,765143.979,6309170.107,20.776,"10",9,64.9774008856879,63.5773010253906,11.0293288261723,44.8190040588379,80.5788879394531,9,0.00400806345149047,0.00417736545205116,0.000667228515255045,0.00286488817073405,0.00505893491208553,9,0.00166110521078938,0.0016608425648883,0.000281024483217077,0.00113756163045764,0.00205719936639071,9,0.0134228933602571,0.0135588506236672,0.00293767863819901,0.00855386629700661,0.0180753078311682,9,0.0265801726943917,0.0274539142847061,0.00398651567872687,0.0200674589723349,0.0321320593357086
