1,750143.574,6296841.515,24.353,base
562,749884.232,6296930.829,25.038,19
563,749884.621,6296925.695,24.965,17
564,749884.879,6296922.117,24.868,14
565,749884.683,6296918.838,24.838,11
566,749884.482,6296914.484,24.767,11
567,749882.882,6296908.658,24.680,12
568,749880.949,6296901.981,24.619,2
569,749879.582,6296901.981,24.618,3
570,749882.378,6296901.508,24.578,6.5
571,749885.236,6296901.791,24.572,7
572,749884.004,6296897.420,24.574,4
573,749884.945,6296896.633,24.547,5
574,749884.230,6296895.363,24.511,9.5
575,749881.358,6296892.320,24.554,7
576,749880.148,6296885.521,24.520,8.5
577,749879.891,6296882.863,24.456,14
578,749879.805,6296877.367,24.463,7
579,749878.013,6296873.701,24.462,6
580,749869.719,6296867.464,24.399,11
581,749869.396,6296863.456,24.409,13
582,749852.556,6296851.628,24.452,0
583,749853.321,6296851.725,24.471,33
584,749852.833,6296850.891,24.437,1
585,749852.623,6296851.077,24.542,-1
586,749850.851,6296850.758,24.446,0
587,749849.450,6296850.848,24.457,0
588,749849.506,6296849.388,24.402,6
589,749849.336,6296846.124,24.362,11.5
590,749848.433,6296844.172,24.460,2
591,749847.624,6296844.434,24.426,1
592,749847.817,6296843.952,24.420,5
593,749846.636,6296844.136,24.402,4
594,749843.914,6296844.652,24.376,10
595,749843.558,6296833.568,24.414,10
596,749836.945,6296825.862,24.289,22
597,749832.713,6296819.872,24.365,10
598,749828.435,6296814.452,24.341,10
599,749822.722,6296804.375,24.384,9
600,749820.696,6296798.421,24.357,10
601,749819.027,6296792.410,24.375,9
602,749812.395,6296788.692,24.390,9
603,749811.736,6296787.740,24.392,0
604,749810.750,6296787.532,24.405,0
605,749810.750,6296786.501,24.387,0
606,749809.631,6296786.107,24.467,0
607,749810.114,6296787.061,24.408,2
608,749809.452,6296787.503,24.452,0
609,749808.869,6296785.886,24.466,0
610,749808.110,6296785.330,24.429,5
611,749806.934,6296784.695,24.442,0
612,749809.215,6296783.828,24.462,1
613,749808.723,6296783.428,24.409,5
614,749810.222,6296782.443,24.404,9
615,749812.617,6296782.902,24.414,7
616,749814.408,6296775.279,24.363,5
617,749816.137,6296771.945,24.342,7.5
618,749817.459,6296762.016,24.324,9
619,749822.421,6296752.574,24.318,6
620,749822.874,6296750.959,24.373,3
621,749824.378,6296750.237,24.361,2
622,749823.560,6296747.500,24.367,9
623,749821.006,6296742.943,24.348,5
624,749810.804,6296737.943,24.320,8
625,749811.771,6296736.373,24.369,5
626,749811.609,6296733.719,24.303,9
627,749812.453,6296728.537,24.331,7.5
628,749813.318,6296720.094,24.347,10
629,749812.024,6296717.406,24.324,9.5
630,749808.114,6296704.822,24.359,2
631,749807.497,6296704.681,24.348,3
632,749805.747,6296705.006,24.374,0
633,749805.183,6296705.400,24.361,0
634,749805.321,6296703.911,24.287,6
635,749808.570,6296697.784,24.292,7.5
636,749811.683,6296681.539,24.278,6
637,749812.586,6296677.338,24.247,9
638,749813.834,6296672.526,24.219,4
639,749814.302,6296672.186,24.230,3.5
640,749814.774,6296669.056,24.207,6
641,749814.132,6296664.010,24.150,3
642,749813.746,6296663.545,24.157,3
643,749811.849,6296662.667,24.148,4
644,749808.686,6296662.303,24.125,7
645,749804.803,6296661.820,24.134,6
646,749799.175,6296660.163,24.170,0
647,749797.639,6296659.881,24.175,0
648,749795.951,6296659.427,24.163,0
649,749793.733,6296658.948,24.175,0
650,749792.517,6296658.341,24.159,1
651,749791.439,6296657.896,24.178,0
652,749790.593,6296657.450,24.148,0
653,749762.050,6296653.170,24.245,7
654,749762.229,6296655.831,24.239,9
655,749763.121,6296664.563,24.238,9
656,749763.644,6296673.752,24.282,8
657,749765.032,6296685.373,24.280,6
658,749766.168,6296694.354,24.337,8
659,749768.407,6296703.772,24.343,8
660,749772.472,6296711.324,24.334,9.5
661,749773.529,6296712.271,24.372,5.5
662,749773.602,6296713.995,24.354,8
663,749774.947,6296719.189,24.345,6
664,749779.583,6296727.875,24.307,8
665,749785.522,6296735.875,24.393,0
666,749786.704,6296735.711,24.365,-1
667,749787.923,6296734.493,24.360,0
668,749789.721,6296735.596,24.358,4
669,749792.420,6296736.384,24.387,-1
670,749791.147,6296737.051,24.390,2
671,749787.794,6296739.530,24.375,0
672,749787.961,6296738.846,24.358,4
673,749786.827,6296739.636,24.352,6
674,749789.049,6296741.069,24.399,0
