1,750144.311,6296843.586,27.814,base
2,750200.509,6296942.692,27.825,6.5
3,750200.514,6296942.699,27.829,6.5
4,750201.029,6296943.826,27.761,11.5
5,750200.703,6296947.602,27.829,24
6,750198.830,6296949.348,28.085,13
7,750196.797,6296952.168,28.152,15
8,750194.632,6296954.885,28.211,13.5
9,750192.944,6296957.810,28.365,12.5
10,750191.209,6296960.074,28.365,17
11,750192.536,6296960.413,28.309,25
12,750187.417,6296962.266,28.516,11
13,750183.754,6296964.075,28.664,8
14,750181.161,6296963.456,28.777,5
15,750181.970,6296963.909,28.696,2
16,750176.433,6296965.070,28.792,5.5
17,750174.235,6296964.206,28.797,4.7
18,750176.172,6296960.769,28.661,6
19,750176.945,6296961.252,28.686,3
20,750178.886,6296957.990,28.572,4.5
21,750179.812,6296954.318,28.460,9
22,750182.376,6296950.918,28.379,6.5
23,750183.605,6296946.791,28.307,5.3
24,750184.650,6296942.085,28.121,14
25,750186.158,6296939.232,28.151,4.5
26,750187.146,6296935.795,27.970,11
27,750187.674,6296932.371,27.956,0
28,750190.228,6296933.704,27.944,0
29,750193.067,6296935.444,27.910,0
30,750196.531,6296937.538,27.893,2
31,750186.150,6296931.561,27.964,0
32,750183.911,6296930.040,27.953,0
33,750190.706,6296929.338,27.804,7.5
34,750192.429,6296925.352,27.698,11.5
35,750192.112,6296926.167,27.667,14
36,750189.170,6296928.584,27.815,4.5
37,750186.697,6296931.805,27.934,0
38,750184.864,6296934.496,28.013,9
39,750183.016,6296937.501,28.134,5.5
40,750181.347,6296940.163,28.127,11.5
41,750179.143,6296943.674,28.311,8
42,750176.818,6296949.113,28.402,5.5
43,750175.085,6296953.243,28.512,4
44,750173.328,6296955.547,28.604,3
45,750171.490,6296955.516,28.626,0
46,750169.734,6296954.495,28.660,0
47,750167.563,6296953.538,28.630,0
48,750165.286,6296952.187,28.624,0
49,750167.793,6296957.066,28.719,1.5
50,750171.108,6296958.513,28.703,3
51,750167.640,6296960.750,28.802,3
52,750161.851,6296959.214,28.810,2
53,750159.430,6296960.842,28.953,-1
54,750156.176,6296958.916,28.938,-1
55,750153.230,6296957.465,28.925,-1
56,750150.167,6296956.067,28.934,-1
57,750151.524,6296954.183,28.798,4.5
58,750152.270,6296952.538,28.728,12
59,750153.776,6296950.063,28.701,3
60,750156.080,6296947.036,28.606,2
61,750158.118,6296943.968,28.502,7
62,750159.859,6296944.295,28.444,11
63,750161.187,6296941.483,28.426,3
64,750163.421,6296938.116,28.348,2
65,750165.051,6296937.335,28.342,7
66,750166.470,6296935.810,28.217,16.5
67,750167.101,6296933.241,28.136,15
68,750168.059,6296930.431,28.168,1
69,750170.300,6296926.315,28.016,7.5
70,750171.660,6296923.974,27.889,11
71,750172.042,6296921.740,27.824,13
72,750173.062,6296918.998,27.816,4.5
73,750174.846,6296915.584,27.711,9.5
74,750177.238,6296911.334,27.642,11
75,750177.839,6296909.467,27.640,13
76,750178.697,6296907.870,27.662,8
77,750179.930,6296905.364,27.650,11
78,750181.124,6296904.962,27.604,16
79,750178.093,6296903.614,27.657,10
80,750174.754,6296902.612,27.641,13.5
81,750172.405,6296904.786,27.660,10
82,750169.960,6296906.370,27.678,8
83,750167.881,6296907.879,27.732,5
84,750165.218,6296911.164,27.668,10
85,750163.936,6296914.087,27.842,3.5
86,750161.182,6296913.110,27.818,4
87,750160.001,6296916.416,27.850,6.5
88,750159.131,6296919.327,27.964,4
89,750157.650,6296922.832,28.044,5
90,750155.092,6296926.519,28.151,3
91,750153.410,6296929.359,28.231,5
92,750152.518,6296932.907,28.311,7
93,750151.910,6296935.101,28.354,3.5
94,750150.721,6296938.020,28.374,9.5
95,750149.752,6296940.314,28.436,13.5
96,750148.385,6296943.951,28.554,7
97,750146.388,6296947.118,28.666,6.5
98,750144.856,6296949.782,28.735,14
99,750143.781,6296951.180,28.801,4
100,750138.787,6296948.784,28.776,7
101,750139.915,6296944.865,28.610,9
102,750137.407,6296941.939,28.623,0
103,750139.386,6296936.567,28.458,8
104,750141.401,6296930.972,28.303,5
105,750143.008,6296926.758,28.206,10
106,750144.142,6296922.460,28.097,11
107,750144.344,6296918.628,28.011,9
108,750145.342,6296915.830,27.995,0
109,750146.842,6296911.599,27.899,4.5
110,750148.789,6296907.302,27.804,6
111,750150.477,6296903.519,27.668,14
112,750153.088,6296900.093,27.673,8
113,750156.643,6296898.375,27.671,8
