field_1,field_2,field_3,field_4,field_5,B_count,B_mean,B_median,B_stdev,B_min,B_max,G_count,G_mean,G_median,G_stdev,G_min,G_max,R_count,R_mean,R_median,R_stdev,R_min,R_max,RE_count,RE_mean,RE_median,RE_stdev,RE_min,RE_max,NIR_count,NIR_mean,NIR_median,NIR_stdev,NIR_min,NIR_max
1176,750116.94,6297702.593,25.539,-1,9,39.1111111111111,40,14.9253285424062,14,63,9,12646.5555555556,12403,1406.6005601458,10597,15665,9,7799.22222222222,7673,395.110611173287,7245,8573,9,19708.1111111111,19792,1811.89437050744,17272,23475,9,20828.8888888889,19825,1718.95397420411,19213,24232
1177,750118.562,6297702.532,25.53,-1,9,25,21,11.7756811551038,11,47,9,11444.4444444444,11607,1688.52954510466,9337,14318,9,6943.44444444444,6834,459.870298408176,6428,7737,9,16276.6666666667,16441,3234.70160052584,11552,21090,9,18432.2222222222,17591,3223.59481110341,13940,23568
1178,750120.237,6297701.925,25.538,-1,9,35.7777777777778,38,13.3398132402201,17,55,9,12643.2222222222,11766,1672.88983351018,11579,16855,9,7320.44444444444,7302,438.721909163706,6769,8304,9,18569.6666666667,18751,2810.10901330654,13981,24208,9,20818.3333333333,21163,3188.47776289007,15918,26996
1179,750121.863,6297702.187,25.543,-1,9,47.7777777777778,47,13.6119047387676,30,82,9,11507.2222222222,11304,1007.05310218344,10507,13773,9,8220.22222222222,8346,334.009573308503,7477,8587,9,14092.5555555556,13993,1365.06467987671,12526,16095,9,14405.4444444444,14057,876.323774654489,13537,15821
1180,750123.357,6297702.05,25.535,-1,9,70.2222222222222,58,23.5597480545752,47,120,9,11518.7777777778,10986,1455.16297504802,10029,14922,9,9753,9370,1671.3158488648,7990,12867,9,14916.6666666667,14113,2652.48420248725,12172,21724,9,14935.2222222222,14177,1565.56512890378,13328,18684
1181,750124.698,6297701.695,25.529,-1,9,53.2222222222222,45,25.0855326955057,21,90,9,16181.2222222222,15416,1261.17941077899,14814,18416,9,8805.55555555555,8750,621.052531524975,7890,10014,9,27178,27711,1731.93905461159,24760,29914,9,27829.1111111111,28108,1709.99814453729,24967,29919
1182,750126.041,6297701.439,25.542,-1,10,81.5,82,14.7868184542856,56,111,10,14262.9,13752.5,2887.48397224989,10524,19801,10,11552.8,11777.5,1158.44497495565,9709,13097,10,19218.4,17890,4426.3733733159,13173,26450,10,18093.7,17571.5,3124.65124613932,13673,23025
1183,750127.088,6297701.594,25.494,1,11,61.6363636363636,57,14.611780597566,36,86,11,12569.4545454545,12703,2573.59911986153,8795,16756,11,8894.45454545455,8556,691.389426331482,8107,10306,11,15617.2727272727,14154,3479.44496856269,12242,21939,11,15380.2727272727,15033,2562.9861877012,12686,20672
1184,750128.386,6297701.108,25.489,1,9,59.6666666666667,51,17.2240142436851,39,96,9,11400.8888888889,10448,1838.3663910261,9432,14790,9,8408.33333333333,8407,392.844611632753,7639,8875,9,13339.7777777778,12619,1852.06909984949,11020,17125,9,14137.6666666667,13918,1573.86368179995,12396,17334
1185,750129.74,6297700.577,25.5,2,10,55.5,51.5,17.6366096515175,30,84,10,13730.7,13742,1174.67051124986,11720,15582,10,9065.3,9063,526.038030944532,7960,9882,10,17811.1,16971.5,2274.07367734645,15285,22588,10,17368.2,16573.5,1598.49040034653,15883,21039
