field_1,field_2,field_3,field_4,field_5,NIR_count,NIR_mean,NIR_median,R_count,R_mean,R_median,RE_count,RE_mean,RE_median,B_count,B_mean,B_median,G_count,G_mean,G_median
169,765227.416000000084750,6308995.542999999597669,20.672000000000001,10.000000000000000,243.000000000000000,11842.786008230452353,11531.000000000000000,243.000000000000000,10034.481481481481751,9724.000000000000000,243.000000000000000,15515.004115226336580,14525.000000000000000,243.000000000000000,56.349794238683131,47.000000000000000,243.000000000000000,12560.851851851852189,11874.000000000000000
170,765226.469000000040978,6308993.779000000096858,20.699999999999999,10.000000000000000,241.000000000000000,14973.410788381743259,14332.000000000000000,241.000000000000000,10280.780082987552305,9985.000000000000000,241.000000000000000,19235.489626556012809,17930.000000000000000,241.000000000000000,55.336099585062243,45.000000000000000,241.000000000000000,14547.269709543568752,13480.000000000000000
171,765224.265999999945052,6308989.906999999657273,20.698000000000000,8.000000000000000,242.000000000000000,14991.173553719008851,14729.000000000000000,242.000000000000000,10307.157024793388700,10091.000000000000000,242.000000000000000,18728.322314049586566,18258.500000000000000,242.000000000000000,59.739669421487605,56.000000000000000,242.000000000000000,14344.913223140498303,13801.500000000000000
172,765219.890999999945052,6308984.478000000119209,20.741000000000000,8.000000000000000,241.000000000000000,18235.107883817428956,17896.000000000000000,241.000000000000000,10128.082987551866609,9936.000000000000000,241.000000000000000,19784.215767634854274,19466.000000000000000,241.000000000000000,52.643153526970949,51.000000000000000,241.000000000000000,14159.867219917012335,13914.000000000000000
173,765218.326000000000931,6308980.803999999538064,20.725999999999999,8.000000000000000,243.000000000000000,18636.794238683127332,18496.000000000000000,243.000000000000000,9725.218106995884227,9598.000000000000000,243.000000000000000,19343.135802469132614,19252.000000000000000,243.000000000000000,50.884773662551439,45.000000000000000,243.000000000000000,13403.016460905349959,13226.000000000000000
174,765218.013000000035390,6308973.761999999172986,20.716999999999999,10.000000000000000,242.000000000000000,19728.929752066116635,19427.500000000000000,242.000000000000000,10718.884297520660766,10349.500000000000000,242.000000000000000,21879.404958677685499,21718.000000000000000,242.000000000000000,56.210743801652896,46.500000000000000,242.000000000000000,14911.743801652892216,14487.000000000000000
175,765213.060999999986961,6308972.338000000454485,20.722999999999999,9.000000000000000,242.000000000000000,13519.661157024793283,11749.000000000000000,242.000000000000000,12872.355371900826867,13125.500000000000000,242.000000000000000,17564.938016528925800,14443.000000000000000,242.000000000000000,61.404958677685947,55.500000000000000,242.000000000000000,14138.772727272727934,12263.500000000000000
176,765204.478000000002794,6308971.398000000044703,20.742000000000001,9.000000000000000,243.000000000000000,17544.921810699586786,17257.000000000000000,243.000000000000000,11609.711934156379357,11477.000000000000000,243.000000000000000,20689.069958847736416,20180.000000000000000,243.000000000000000,59.271604938271608,56.000000000000000,243.000000000000000,14922.905349794238646,14593.000000000000000
177,765202.912000000011176,6308970.365000000223517,20.693999999999999,10.000000000000000,241.000000000000000,17721.585062240665138,17840.000000000000000,241.000000000000000,12321.302904564316123,12033.000000000000000,241.000000000000000,21379.817427385893097,21383.000000000000000,241.000000000000000,63.145228215767638,55.000000000000000,241.000000000000000,16155.887966804979442,15997.000000000000000
178,765198.145999999949709,6308965.348000000230968,20.739000000000001,8.000000000000000,242.000000000000000,13081.148760330577716,12448.000000000000000,242.000000000000000,10250.933884297521217,9611.000000000000000,242.000000000000000,16614.438016528925800,14916.500000000000000,242.000000000000000,56.785123966942152,50.000000000000000,242.000000000000000,13146.285123966941683,12387.500000000000000
179,765198.121999999973923,6308958.872000001370907,20.713000000000001,10.000000000000000,242.000000000000000,20802.834710743802134,20697.500000000000000,242.000000000000000,13055.776859504132517,13146.000000000000000,242.000000000000000,26185.983471074381669,26181.500000000000000,242.000000000000000,68.859504132231407,69.000000000000000,242.000000000000000,18767.987603305784432,18900.000000000000000
180,765196.307999999960884,6308953.990000000223517,20.687000000000001,9.000000000000000,243.000000000000000,13823.629629629629562,12239.000000000000000,243.000000000000000,10679.962962962965321,10260.000000000000000,243.000000000000000,16880.078189300413214,15050.000000000000000,243.000000000000000,59.674897119341566,51.000000000000000,243.000000000000000,13042.362139917695458,12187.000000000000000
181,765194.577999999979511,6308953.502999999560416,20.713000000000001,10.000000000000000,246.000000000000000,16394.914634146341996,16459.500000000000000,246.000000000000000,10292.520325203251559,10182.000000000000000,246.000000000000000,19007.113821138213098,18933.000000000000000,246.000000000000000,60.731707317073173,57.500000000000000,246.000000000000000,13803.060975609756497,13718.500000000000000
182,765191.756999999983236,6308949.250000000000000,20.716999999999999,11.000000000000000,241.000000000000000,16009.248962655599826,16270.000000000000000,241.000000000000000,11366.568464730289634,11170.000000000000000,241.000000000000000,19417.286307053942437,19350.000000000000000,241.000000000000000,70.257261410788388,69.000000000000000,241.000000000000000,15014.327800829874832,15077.000000000000000
183,765189.915000000037253,6308948.150000000372529,20.687999999999999,11.000000000000000,241.000000000000000,21786.713692946057563,21789.000000000000000,241.000000000000000,15442.215767634854274,15129.000000000000000,241.000000000000000,27030.829875518673362,26914.000000000000000,241.000000000000000,82.954356846473047,83.000000000000000,241.000000000000000,20528.518672199170396,20205.000000000000000
184,765186.403000000049360,6308946.373999998904765,20.675000000000001,11.000000000000000,245.000000000000000,13816.232653061224482,12949.000000000000000,245.000000000000000,10684.281632653059205,10233.000000000000000,245.000000000000000,16965.791836734693788,15496.000000000000000,245.000000000000000,53.730612244897962,53.000000000000000,245.000000000000000,13854.481632653061752,12996.000000000000000
185,765183.770000000018626,6308946.213999999687076,20.680000000000000,12.000000000000000,248.000000000000000,14458.125000000000000,13839.000000000000000,248.000000000000000,10754.790322580645807,10476.500000000000000,248.000000000000000,17922.923387096772785,16362.500000000000000,248.000000000000000,49.487903225806448,41.000000000000000,248.000000000000000,14159.362903225806804,13413.000000000000000
186,765180.866000000038184,6308941.555999999865890,20.699999999999999,9.000000000000000,246.000000000000000,18080.613821138213098,17620.000000000000000,246.000000000000000,10479.918699186991944,10198.000000000000000,246.000000000000000,19780.674796747967775,19237.500000000000000,246.000000000000000,53.528455284552848,49.500000000000000,246.000000000000000,14561.752032520325884,14144.500000000000000
187,765177.849000000045635,6308938.194000000134110,20.693999999999999,9.000000000000000,242.000000000000000,22601.483471074381669,22461.500000000000000,242.000000000000000,12557.714876033058317,12216.000000000000000,242.000000000000000,25223.553719008265034,24879.500000000000000,242.000000000000000,65.090909090909093,55.500000000000000,242.000000000000000,17840.454545454544132,17509.000000000000000
188,765174.560999999986961,6308935.552000000141561,20.741000000000000,7.000000000000000,242.000000000000000,19356.921487603307469,18793.000000000000000,242.000000000000000,12249.797520661157250,11652.500000000000000,242.000000000000000,22440.731404958678468,21801.500000000000000,242.000000000000000,64.553719008264466,59.500000000000000,242.000000000000000,16826.380165289258002,16132.500000000000000
189,765171.709999999962747,6308934.436999999918044,20.751999999999999,9.000000000000000,241.000000000000000,17182.784232365145726,16398.000000000000000,241.000000000000000,12283.489626556016447,11961.000000000000000,241.000000000000000,21518.788381742739148,20569.000000000000000,241.000000000000000,57.033195020746888,54.000000000000000,241.000000000000000,16944.759336099585198,16293.000000000000000
190,765170.155000000027940,6308933.292999999597669,20.725000000000001,9.000000000000000,242.000000000000000,12548.334710743802134,11370.000000000000000,242.000000000000000,10245.041322314049467,9521.500000000000000,242.000000000000000,15708.669421487602449,13629.500000000000000,242.000000000000000,47.809917355371901,45.000000000000000,242.000000000000000,13379.735537190083051,11820.500000000000000
191,765168.778000000049360,6308932.055999999865890,20.753000000000000,8.000000000000000,242.000000000000000,19279.545454545455868,18517.000000000000000,242.000000000000000,12770.152892561984117,12169.000000000000000,242.000000000000000,22735.012396694215568,21188.500000000000000,242.000000000000000,58.574380165289256,58.000000000000000,242.000000000000000,17757.157024793388700,16702.000000000000000
192,765165.248000000021420,6308930.086000000126660,20.742000000000001,8.000000000000000,242.000000000000000,20035.710743801653734,18750.000000000000000,242.000000000000000,11092.508264462809166,10456.000000000000000,242.000000000000000,21607.004132231406402,20160.000000000000000,242.000000000000000,60.876033057851238,53.000000000000000,242.000000000000000,15713.194214876033584,14759.000000000000000
193,765162.984000000054948,6308929.242999999783933,20.722000000000001,9.000000000000000,241.000000000000000,13307.278008298755594,12899.000000000000000,241.000000000000000,9450.016597510373686,9194.000000000000000,241.000000000000000,15501.228215767634538,14591.000000000000000,241.000000000000000,57.286307053941911,53.000000000000000,241.000000000000000,12310.788381742739148,11914.000000000000000
194,765159.826000000000931,6308927.355000000447035,20.710000000000001,14.000000000000000,240.000000000000000,12550.524999999999636,11911.500000000000000,240.000000000000000,10024.191666666667516,9494.000000000000000,240.000000000000000,15492.541666666666060,14180.500000000000000,240.000000000000000,50.362499999999997,42.500000000000000,240.000000000000000,12770.933333333332484,11820.000000000000000
195,765156.422000000020489,6308924.894999999552965,20.680000000000000,10.000000000000000,242.000000000000000,14971.665289256197866,14387.000000000000000,242.000000000000000,11020.442148760330383,10585.500000000000000,242.000000000000000,18603.148760330579535,17654.000000000000000,242.000000000000000,58.640495867768593,46.000000000000000,242.000000000000000,14961.553719008265034,14476.000000000000000
196,765147.758000000030734,6308917.355000000447035,20.707999999999998,9.000000000000000,242.000000000000000,13488.305785123966416,12643.500000000000000,242.000000000000000,10166.049586776858632,9664.000000000000000,242.000000000000000,16713.504132231406402,15039.000000000000000,242.000000000000000,48.731404958677686,45.000000000000000,242.000000000000000,13384.838842975206717,12502.500000000000000
197,765138.196999999927357,6308918.615000000223517,20.750000000000000,10.000000000000000,245.000000000000000,19141.383673469386849,18257.000000000000000,245.000000000000000,11091.457142857143481,10607.000000000000000,245.000000000000000,21773.893877551021433,20568.000000000000000,245.000000000000000,52.706122448979592,44.000000000000000,245.000000000000000,15636.134693877551399,14825.000000000000000
198,765135.238999999943189,6308918.288999999873340,20.765999999999998,6.000000000000000,241.000000000000000,21839.493775933606230,21415.000000000000000,241.000000000000000,12411.680497925312011,11895.000000000000000,241.000000000000000,25318.481327800829604,24520.000000000000000,241.000000000000000,67.141078838174280,63.000000000000000,241.000000000000000,17992.282157676349016,17479.000000000000000
199,765131.398000000161119,6308915.440000000409782,20.779000000000000,9.000000000000000,242.000000000000000,12733.958677685950533,12260.000000000000000,242.000000000000000,11259.355371900826867,10846.000000000000000,242.000000000000000,15741.533057851240301,15182.500000000000000,242.000000000000000,56.954545454545453,49.500000000000000,242.000000000000000,13706.516528925620150,13076.000000000000000
200,765130.702000000048429,6308914.036999999545515,20.788000000000000,6.000000000000000,244.000000000000000,14194.471311475410403,13933.500000000000000,244.000000000000000,10761.090163934426528,10523.000000000000000,244.000000000000000,17525.290983606559166,16866.000000000000000,244.000000000000000,58.377049180327866,57.000000000000000,244.000000000000000,14306.758196721311833,14022.000000000000000
201,765128.707999999984168,6308912.475999999791384,20.774999999999999,9.000000000000000,244.000000000000000,16742.655737704917556,16667.000000000000000,244.000000000000000,10948.008196721311833,10864.500000000000000,244.000000000000000,19786.827868852458778,19088.000000000000000,244.000000000000000,57.307377049180324,54.500000000000000,244.000000000000000,15275.532786885245514,15209.000000000000000
202,765127.334000000031665,6308911.072999999858439,20.728000000000002,9.000000000000000,242.000000000000000,16865.471074380166101,16733.500000000000000,242.000000000000000,10461.561983471072381,10290.000000000000000,242.000000000000000,19895.024793388427497,19778.000000000000000,242.000000000000000,55.971074380165291,53.000000000000000,242.000000000000000,14620.830578512397551,14471.500000000000000
203,765124.922999999951571,6308909.747999999672174,20.747000000000000,9.000000000000000,241.000000000000000,16297.531120331950660,16387.000000000000000,241.000000000000000,9793.692946058090456,9529.000000000000000,241.000000000000000,18553.261410788381909,18282.000000000000000,241.000000000000000,56.385892116182575,52.000000000000000,241.000000000000000,13553.199170124480588,13533.000000000000000
204,765121.131999999983236,6308908.916000000201166,20.777999999999999,4.500000000000000,243.000000000000000,13747.897119341563666,13298.000000000000000,243.000000000000000,9096.271604938272503,8863.000000000000000,243.000000000000000,16061.748971193415855,15472.000000000000000,243.000000000000000,56.349794238683131,52.000000000000000,243.000000000000000,12209.736625514402476,11944.000000000000000
205,765117.344999999972060,6308910.117999999783933,20.795999999999999,2.000000000000000,241.000000000000000,18539.377593360994069,17968.000000000000000,241.000000000000000,11472.419087136930102,11223.000000000000000,241.000000000000000,22746.867219917014154,22004.000000000000000,241.000000000000000,59.539419087136928,55.000000000000000,241.000000000000000,16952.278008298755594,16665.000000000000000
206,765116.961000000010245,6308914.046000000089407,20.774999999999999,0.000000000000000,246.000000000000000,11541.715447154470894,9802.000000000000000,246.000000000000000,11293.894308943086799,10926.500000000000000,246.000000000000000,12969.626016260162942,10629.000000000000000,246.000000000000000,65.418699186991873,57.500000000000000,246.000000000000000,11050.211382113820946,9675.500000000000000
207,765117.344999999972060,6308914.614000000059605,20.803000000000001,0.000000000000000,241.000000000000000,15167.688796680497035,14335.000000000000000,241.000000000000000,15275.360995850622203,14895.000000000000000,241.000000000000000,18184.514522821576975,16859.000000000000000,241.000000000000000,80.497925311203318,77.000000000000000,241.000000000000000,15059.738589211618091,14241.000000000000000
208,765116.366000000038184,6308914.900000000372529,20.821000000000002,0.000000000000000,247.000000000000000,13533.906882591092653,12762.000000000000000,247.000000000000000,13394.603238866397078,12925.000000000000000,247.000000000000000,16327.582995951417615,14604.000000000000000,247.000000000000000,77.372469635627525,73.000000000000000,247.000000000000000,13734.319838056680965,12701.000000000000000
209,765115.543999999994412,6308913.884999999776483,20.798999999999999,0.000000000000000,241.000000000000000,15015.502074688796711,13910.000000000000000,241.000000000000000,10745.639004149377797,10062.000000000000000,241.000000000000000,18242.502074688796711,16488.000000000000000,241.000000000000000,56.049792531120325,48.000000000000000,241.000000000000000,14150.580912863069898,12865.000000000000000
210,765114.597999999998137,6308913.610000000335276,20.818000000000001,1.000000000000000,244.000000000000000,13904.672131147541222,12209.500000000000000,244.000000000000000,10406.647540983605722,9838.500000000000000,244.000000000000000,16803.569672131146945,14305.500000000000000,244.000000000000000,54.778688524590166,40.500000000000000,244.000000000000000,13137.844262295082444,11399.500000000000000
211,765113.937000000034459,6308912.486999999731779,20.779000000000000,0.000000000000000,242.000000000000000,17885.570247933883365,17083.500000000000000,242.000000000000000,11019.045454545452230,10818.000000000000000,242.000000000000000,21275.611570247932832,20056.500000000000000,242.000000000000000,59.359504132231407,58.000000000000000,242.000000000000000,15565.942148760330383,15036.000000000000000
212,765117.133999999961816,6308916.189000000245869,20.834000000000000,0.000000000000000,241.000000000000000,12796.082987551866609,11990.000000000000000,241.000000000000000,10462.319502074687989,10150.000000000000000,241.000000000000000,15557.854771784232071,14037.000000000000000,241.000000000000000,54.850622406639005,49.000000000000000,241.000000000000000,12181.190871369293745,11249.000000000000000
213,765116.439000000013039,6308917.691999999806285,20.794000000000000,0.000000000000000,241.000000000000000,15879.427385892116945,15145.000000000000000,241.000000000000000,12186.037344398340792,12083.000000000000000,241.000000000000000,19399.423236514521705,18416.000000000000000,241.000000000000000,59.062240663900418,53.000000000000000,241.000000000000000,14753.456431535269076,14224.000000000000000
214,765117.023000000044703,6308918.069000000134110,20.835000000000001,0.000000000000000,245.000000000000000,14456.563265306122048,13743.000000000000000,245.000000000000000,11377.538775510203777,10361.000000000000000,245.000000000000000,17695.102040816327644,15961.000000000000000,245.000000000000000,56.857142857142854,48.000000000000000,245.000000000000000,13745.918367346937885,12361.000000000000000
215,765115.989999999990687,6308919.016999999992549,20.805000000000000,0.000000000000000,242.000000000000000,9881.070247933885184,9457.000000000000000,242.000000000000000,13097.838842975206717,12623.000000000000000,242.000000000000000,11448.648760330577716,10529.500000000000000,242.000000000000000,72.830578512396698,68.000000000000000,242.000000000000000,10847.148760330577716,10309.500000000000000
216,765114.883999999961816,6308918.718999999575317,20.779000000000000,0.000000000000000,241.000000000000000,15215.087136929460030,14745.000000000000000,241.000000000000000,14659.601659751037005,14015.000000000000000,241.000000000000000,19434.248962655601645,18547.000000000000000,241.000000000000000,80.887966804979257,78.000000000000000,241.000000000000000,16075.356846473028781,15530.000000000000000
217,765113.515999999945052,6308917.231999999843538,20.797000000000001,0.000000000000000,244.000000000000000,13358.040983606557347,12278.500000000000000,244.000000000000000,14819.606557377048375,14977.000000000000000,244.000000000000000,16269.192622950818986,14461.000000000000000,244.000000000000000,83.323770491803273,81.500000000000000,244.000000000000000,14119.594262295082444,12937.500000000000000
218,765112.292999999946915,6308918.355999999679625,20.844999999999999,0.000000000000000,241.000000000000000,17325.672199170123349,16835.000000000000000,241.000000000000000,12157.842323651449988,11763.000000000000000,241.000000000000000,21287.149377593359532,21118.000000000000000,241.000000000000000,60.879668049792528,55.000000000000000,241.000000000000000,16223.518672199170396,15755.000000000000000
219,765111.918999999994412,6308919.566999999806285,20.800999999999998,0.000000000000000,242.000000000000000,18894.438016528925800,18392.000000000000000,242.000000000000000,11119.119834710743817,10552.000000000000000,242.000000000000000,22067.161157024795102,21281.500000000000000,242.000000000000000,58.409090909090907,51.000000000000000,242.000000000000000,15963.272727272727934,15212.500000000000000
220,765113.481999999959953,6308921.467000000178814,20.829000000000001,0.000000000000000,243.000000000000000,12941.382716049381997,12078.000000000000000,243.000000000000000,16699.629629629631381,16812.000000000000000,243.000000000000000,17239.818930041150452,15335.000000000000000,243.000000000000000,80.662551440329239,75.000000000000000,243.000000000000000,15487.555555555554747,14079.000000000000000
221,765113.193999999901280,6308922.953999999910593,20.827999999999999,0.000000000000000,249.000000000000000,14651.606425702811975,13386.000000000000000,249.000000000000000,13504.795180722891018,13598.000000000000000,249.000000000000000,19124.056224899599329,16704.000000000000000,249.000000000000000,67.526104417670680,60.000000000000000,249.000000000000000,15511.012048192771545,13700.000000000000000
222,765115.015000000013970,6308923.489000000059605,20.840000000000000,0.000000000000000,241.000000000000000,15383.053941908712659,14349.000000000000000,241.000000000000000,12936.477178423236182,13446.000000000000000,241.000000000000000,18042.186721991700324,16713.000000000000000,241.000000000000000,65.651452282157678,62.000000000000000,241.000000000000000,13950.439834024893571,13756.000000000000000
223,765114.679000000003725,6308925.879999999888241,20.843000000000000,0.000000000000000,242.000000000000000,12361.698347107438167,11623.500000000000000,242.000000000000000,9425.157024793388700,9365.000000000000000,242.000000000000000,13417.070247933885184,12505.500000000000000,242.000000000000000,54.078512396694215,49.000000000000000,242.000000000000000,10758.041322314049467,10422.500000000000000
224,765113.543999999994412,6308926.438000000081956,20.834000000000000,0.000000000000000,241.000000000000000,14194.107883817427137,13383.000000000000000,241.000000000000000,9213.763485477178619,8515.000000000000000,241.000000000000000,16615.066390041494742,15067.000000000000000,241.000000000000000,54.149377593360995,49.000000000000000,241.000000000000000,12697.103734439833715,11667.000000000000000
225,765113.633999999961816,6308929.575000001117587,20.829000000000001,0.000000000000000,241.000000000000000,18693.240663900414802,18527.000000000000000,241.000000000000000,10561.547717842324346,10097.000000000000000,241.000000000000000,21000.178423236513481,20224.000000000000000,241.000000000000000,57.829875518672203,54.000000000000000,241.000000000000000,14685.580912863069898,14487.000000000000000
226,765116.101999999955297,6308931.235999998636544,20.826000000000001,0.000000000000000,241.000000000000000,19264.514522821576975,18658.000000000000000,241.000000000000000,10855.705394190870720,10645.000000000000000,241.000000000000000,21850.809128630706255,20583.000000000000000,241.000000000000000,57.721991701244811,56.000000000000000,241.000000000000000,15295.547717842324346,14961.000000000000000
227,765116.043999999994412,6308932.105000000447035,20.802000000000000,0.000000000000000,242.000000000000000,17945.520661157024733,17704.000000000000000,242.000000000000000,10146.219008264462900,9764.500000000000000,242.000000000000000,21416.640495867770369,19957.000000000000000,242.000000000000000,51.280991735537192,49.000000000000000,242.000000000000000,14857.760330578512367,14326.000000000000000
228,765116.139999999897555,6308934.713999999687076,20.776000000000000,0.000000000000000,248.000000000000000,17869.649193548386393,17214.000000000000000,248.000000000000000,10023.241935483871202,9648.000000000000000,248.000000000000000,20204.657258064515190,19385.500000000000000,248.000000000000000,56.766129032258064,51.000000000000000,248.000000000000000,13908.745967741935601,13288.500000000000000
229,765115.170999999972992,6308936.237999998964369,20.841000000000001,0.000000000000000,242.000000000000000,13433.227272727272066,12301.500000000000000,242.000000000000000,11693.074380165289767,10475.500000000000000,242.000000000000000,16899.268595041321532,14696.500000000000000,242.000000000000000,65.446280991735534,52.000000000000000,242.000000000000000,13823.896694214876334,12142.500000000000000
230,765114.625000000116415,6308938.128999999724329,20.823000000000000,0.000000000000000,241.000000000000000,12479.195020746887167,12061.000000000000000,241.000000000000000,14515.854771784232071,14130.000000000000000,241.000000000000000,16128.240663900414802,14841.000000000000000,241.000000000000000,75.692946058091280,66.000000000000000,241.000000000000000,13931.460580912862497,12993.000000000000000
231,765114.545000000041910,6308939.692999999970198,20.812999999999999,0.000000000000000,244.000000000000000,12859.000000000000000,12705.000000000000000,244.000000000000000,21424.991803278688167,20073.000000000000000,244.000000000000000,17729.569672131146945,17612.000000000000000,244.000000000000000,104.114754098360649,101.000000000000000,244.000000000000000,16729.127049180326139,16691.000000000000000
232,765114.597999999998137,6308941.544999999925494,20.841000000000001,0.000000000000000,242.000000000000000,12707.933884297521217,12393.000000000000000,242.000000000000000,11268.636363636363967,10661.000000000000000,242.000000000000000,15080.528925619835718,14319.500000000000000,242.000000000000000,64.504132231404952,59.000000000000000,242.000000000000000,12164.024793388429316,11820.500000000000000
233,765104.508999999961816,6308925.629999999888241,20.783999999999999,5.000000000000000,246.000000000000000,16440.910569105690229,15216.000000000000000,246.000000000000000,11483.626016260162942,11176.000000000000000,246.000000000000000,20452.731707317074324,18970.000000000000000,246.000000000000000,59.402439024390247,55.500000000000000,246.000000000000000,15886.089430894309771,14988.000000000000000
234,765099.111999999964610,6308920.650000000372529,20.756000000000000,0.000000000000000,242.000000000000000,19259.198347107438167,19501.000000000000000,242.000000000000000,12607.152892561984117,12517.500000000000000,242.000000000000000,23984.053719008265034,24259.500000000000000,242.000000000000000,77.652892561983478,75.000000000000000,242.000000000000000,18318.483471074381669,18621.000000000000000
235,765095.814000000013039,6308918.395999999716878,20.792000000000002,2.000000000000000,243.000000000000000,16945.683127572017838,16465.000000000000000,243.000000000000000,10092.876543209877127,9990.000000000000000,243.000000000000000,20015.917695473250205,19200.000000000000000,243.000000000000000,53.353909465020578,46.000000000000000,243.000000000000000,14620.621399176954583,14484.000000000000000
236,765089.508000000030734,6308916.059999999590218,20.795999999999999,6.000000000000000,245.000000000000000,18135.493877551019978,17698.000000000000000,245.000000000000000,11177.567346938774790,11311.000000000000000,245.000000000000000,21868.542857142856519,21912.000000000000000,245.000000000000000,67.257142857142853,65.000000000000000,245.000000000000000,16081.975510204081729,16343.000000000000000
237,765072.018999999971129,6308916.310999999754131,20.792999999999999,6.000000000000000,246.000000000000000,13822.430894308943607,11705.000000000000000,246.000000000000000,9797.109756097561331,8469.500000000000000,246.000000000000000,15638.894308943086799,12062.000000000000000,246.000000000000000,52.658536585365844,39.000000000000000,246.000000000000000,12184.044715447154886,9670.500000000000000
238,765061.244999999995343,6308915.333999999798834,20.763000000000002,9.000000000000000,243.000000000000000,19972.020576131686539,21363.000000000000000,243.000000000000000,11549.629629629629562,11617.000000000000000,243.000000000000000,22343.378600823045417,23189.000000000000000,243.000000000000000,54.843621399176953,50.000000000000000,243.000000000000000,16391.378600823045417,16837.000000000000000
239,765053.422999999951571,6308912.839999999850988,20.826000000000001,8.000000000000000,243.000000000000000,18636.358024691358878,18200.000000000000000,243.000000000000000,10566.255144032920725,10397.000000000000000,243.000000000000000,21530.329218106995540,21407.000000000000000,243.000000000000000,56.962962962962962,51.000000000000000,243.000000000000000,15028.893004115227086,14920.000000000000000
240,765049.694000000017695,6308911.877999998629093,20.835999999999999,7.000000000000000,243.000000000000000,14605.238683127572585,13978.000000000000000,243.000000000000000,10432.267489711934104,10031.000000000000000,243.000000000000000,17840.798353909463913,16768.000000000000000,243.000000000000000,59.304526748971192,54.000000000000000,243.000000000000000,13659.131687242797852,12992.000000000000000
241,765045.119999999995343,6308911.582000000402331,20.827999999999999,7.500000000000000,240.000000000000000,14536.237499999999272,12505.500000000000000,240.000000000000000,10864.837499999999636,10091.500000000000000,240.000000000000000,17244.745833333334303,14099.000000000000000,240.000000000000000,56.716666666666669,41.500000000000000,240.000000000000000,13143.633333333333212,11177.500000000000000
242,765035.326000000000931,6308911.019000000320375,20.843000000000000,9.500000000000000,242.000000000000000,20340.859504132229631,19304.000000000000000,242.000000000000000,11479.289256198346266,11321.000000000000000,242.000000000000000,23903.152892561982299,22392.000000000000000,242.000000000000000,54.049586776859506,49.000000000000000,242.000000000000000,17091.409090909091901,16214.500000000000000
243,765026.020999999949709,6308912.019999999552965,20.812000000000001,6.000000000000000,244.000000000000000,18547.418032786885306,17462.000000000000000,244.000000000000000,11562.483606557376334,10812.000000000000000,244.000000000000000,22050.401639344261639,20531.500000000000000,244.000000000000000,59.385245901639344,54.000000000000000,244.000000000000000,15902.073770491802861,14957.000000000000000
244,765018.587000000057742,6308911.978000000119209,20.829000000000001,10.000000000000000,241.000000000000000,13455.141078838174508,12404.000000000000000,241.000000000000000,10556.062240663901321,9587.000000000000000,241.000000000000000,16767.950207468878943,14247.000000000000000,241.000000000000000,56.344398340248965,46.000000000000000,241.000000000000000,12892.103734439833715,11611.000000000000000
245,765014.712999999988824,6308911.605000000447035,20.840000000000000,7.000000000000000,246.000000000000000,11080.337398373983888,9616.500000000000000,246.000000000000000,8273.130081300812890,7752.000000000000000,246.000000000000000,12492.630081300814709,9930.000000000000000,246.000000000000000,44.060975609756099,39.500000000000000,246.000000000000000,9987.845528455285603,8646.000000000000000
246,765008.574000000022352,6308910.917999999597669,20.855000000000000,6.000000000000000,247.000000000000000,13031.437246963561847,12248.000000000000000,247.000000000000000,10641.028340080971248,10210.000000000000000,247.000000000000000,16906.242914979757188,15392.000000000000000,247.000000000000000,52.113360323886639,52.000000000000000,247.000000000000000,13269.866396761133728,12237.000000000000000
247,765004.756999999983236,6308910.098000000230968,20.899000000000001,5.000000000000000,242.000000000000000,15349.888429752065349,15020.000000000000000,242.000000000000000,10517.991735537190834,10127.500000000000000,242.000000000000000,18801.057851239671436,18276.500000000000000,242.000000000000000,59.586776859504134,58.000000000000000,242.000000000000000,14417.574380165289767,14008.000000000000000
248,765004.646999999997206,6308907.381000000052154,20.875000000000000,1.000000000000000,241.000000000000000,15332.468879668049340,14496.000000000000000,241.000000000000000,11941.892116182572863,11314.000000000000000,241.000000000000000,19943.871369294607575,17926.000000000000000,241.000000000000000,63.443983402489629,60.000000000000000,241.000000000000000,15512.365145228215624,14869.000000000000000
249,765004.672999999951571,6308906.788999999873340,20.879000000000001,3.000000000000000,241.000000000000000,16738.049792531121057,16062.000000000000000,241.000000000000000,10979.921161825726813,10887.000000000000000,241.000000000000000,20533.937759336098679,20009.000000000000000,241.000000000000000,60.282157676348547,54.000000000000000,241.000000000000000,14911.323651452281410,14155.000000000000000
250,765007.673999999999069,6308892.843999999575317,20.864000000000001,0.000000000000000,241.000000000000000,16995.232365145227959,16635.000000000000000,241.000000000000000,14540.676348547718590,14385.000000000000000,241.000000000000000,21514.879668049787142,20877.000000000000000,241.000000000000000,69.639004149377598,70.000000000000000,241.000000000000000,17492.439834024895390,17088.000000000000000
251,765007.547000000136904,6308890.887000000104308,20.843000000000000,0.000000000000000,241.000000000000000,17346.045643153527635,16432.000000000000000,241.000000000000000,13267.568464730289634,12713.000000000000000,241.000000000000000,21802.937759336098679,20439.000000000000000,241.000000000000000,59.186721991701248,51.000000000000000,241.000000000000000,17127.219917012447695,16481.000000000000000
252,765007.952999999979511,6308889.220999999903142,20.765999999999998,0.000000000000000,240.000000000000000,17406.254166666665697,16906.500000000000000,240.000000000000000,12016.412500000000364,11706.000000000000000,240.000000000000000,21303.016666666666424,19939.500000000000000,240.000000000000000,55.016666666666666,52.500000000000000,240.000000000000000,16206.954166666666424,15296.500000000000000
