field_1,field_2,field_3,field_4,field_5,B_count,B_mean,B_median,G_count,G_mean,G_median,R_count,R_mean,R_median,RE_count,RE_mean,RE_median,NIR_count,NIR_mean,NIR_median
528,749906.93,6297503.889,25.77,"0",10,27.7,32.5,10,12663,12232.5,10,9432.5,9132,10,14313.7,13680.5,10,13734.9,13419
529,749907.552,6297504.513,25.727,"4",10,64.6,59.5,10,18510.1,18955,10,13422.9,13427.5,10,23638.6,25485,10,19380.2,19377.5
530,749905.507,6297506.022,25.767,"0",11,74.3636363636364,67,11,25029.3636363636,25928,11,18122.3636363636,17932,11,30960.4545454545,28814,11,23076.7272727273,22272
531,749904.816,6297506.805,25.765,"0",12,45.5833333333333,42,12,14712.3333333333,14651,12,10843.75,11119,12,19781.3333333333,20060.5,12,14894.5,14958
532,749903.912,6297506.89,25.718,"4",9,63.2222222222222,65,9,19814.3333333333,19996,9,13560.7777777778,13976,9,27550.7777777778,28272,9,20702.4444444444,21212
533,749903.114,6297508.094,25.789,"0",10,52.7,50.5,10,18788.1,18873,10,13024.9,13027,10,25550.3,26253,10,20930.6,21102
534,749900.912,6297508.113,25.753,"0",10,33.5,22,10,12620.3,11965,10,8809.2,8291,10,14927.3,13017.5,10,14956.8,14427.5
535,749899.691,6297508.892,25.781,"0",12,46.3333333333333,31.5,12,12680,12431,12,9372.33333333333,9457,12,15786,15900,12,13477.75,13618.5
536,749899.219,6297509.693,25.784,"0",9,49.8888888888889,45,9,13101.1111111111,12615,9,10218.7777777778,9776,9,16199.2222222222,16050,9,14169.1111111111,14431
537,749897.445,6297510.533,25.765,"0",9,90.3333333333333,85,9,17118.2222222222,17164,9,11537.1111111111,11609,9,19867.5555555556,19229,9,15774.1111111111,14874
538,749896.524,6297511.186,25.783,"0",9,89.3333333333333,89,9,16815.3333333333,16443,9,14263.5555555556,14278,9,19434.6666666667,19120,9,13548.4444444444,13401
539,749895.52,6297510.015,25.769,"0",10,63.6,69,10,16310.5,16445,10,13196.7,13232,10,19869,19926,10,14567.9,14429
540,749894.394,6297510.16,25.758,"2",9,98.5555555555556,83,9,17683.4444444444,18158,9,13231,13459,9,19295.5555555556,18020,9,16087.6666666667,15347
541,749890.461,6297515.362,25.754,"8",9,58.4444444444444,51,9,14365.4444444444,13978,9,10247.7777777778,9929,9,20791.3333333333,19432,9,17326.3333333333,16615
542,749882.814,6297524.417,25.733,"8",9,37.7777777777778,34,9,12465.8888888889,11964,9,9147.66666666667,9203,9,16719.7777777778,16352,9,16054.1111111111,15897
543,749880.081,6297526.492,25.741,"4",9,49.6666666666667,49,9,17837.4444444444,17836,9,12780.6666666667,12774,9,27663.4444444444,28691,9,26495.5555555556,26361
544,749878.552,6297526.113,25.788,"3.5",9,32.1111111111111,34,9,12337.6666666667,11566,9,8631.11111111111,8465,9,16600.5555555556,15665,9,15711.3333333333,15061
545,749878.432,6297527.054,25.764,"3",11,72.9090909090909,64,11,19231.4545454545,19109,11,13339,13269,11,28176.4545454545,28330,11,24788.2727272727,24533
546,749875.563,6297527.737,25.784,"3",9,44.2222222222222,44,9,15944.8888888889,15892,9,10591.1111111111,10413,9,23169.4444444444,22962,9,20608.5555555556,20478
547,749872.778,6297529.399,25.786,"3",9,66.1111111111111,75,9,20749.2222222222,20906,9,14693.6666666667,15246,9,30182.4444444444,30136,9,24241.2222222222,24292
548,749871.808,6297530.092,25.817,"1",10,66,63.5,10,14618.9,15044,10,10263.8,10416,10,18555.3,18204.5,10,15092.4,15228.5
549,749869.544,6297531.442,25.807,"0",9,57.7777777777778,38,9,18709,16726,9,13107.6666666667,11798,9,26622.2222222222,24196,9,20290.4444444444,19894
550,749868.166,6297532.166,25.808,"0",9,23.3333333333333,18,9,12923.6666666667,12086,9,9347.44444444445,8847,9,19813.3333333333,18555,9,18705.4444444444,18325
551,749866.859,6297532.631,25.759,"5",9,47.6666666666667,36,9,16983.6666666667,16367,9,11787.4444444444,11535,9,26932.3333333333,25781,9,24397.5555555556,24329
552,749865.318,6297531.766,25.794,"0",10,73.4,77,10,17999.2,17440,10,14850.7,14782,10,21838.4,20078,10,17112.7,16429.5
553,749862.336,6297536.547,25.796,"7",11,38.6363636363636,27,11,14728.8181818182,14951,11,10443.0909090909,10367,11,19859.8181818182,19052,11,17607.2727272727,17219
554,749858.242,6297539.85,25.769,"10",10,60,63.5,10,21472.9,20981,10,14121.6,13861,10,28693.7,28270.5,10,22791.2,22506.5
555,749855.027,6297542.829,25.774,"7",9,42.8888888888889,36,9,10137.3333333333,9658,9,8498.44444444445,8139,9,10868.5555555556,9947,9,10039,9626
556,749851.01,6297544.758,25.809,"6",8,109.375,107,8,22502.875,22317.5,8,18438.875,17963,8,25771,26186.5,8,20020.25,19744
557,749840.362,6297557.483,25.856,"7",9,53.2222222222222,56,9,15984.5555555556,16220,9,10994.1111111111,10927,9,22822.1111111111,23106,9,20663.6666666667,20613
558,749838.394,6297559.99,25.839,"9",9,35.3333333333333,29,9,8718.88888888889,8272,9,7491.22222222222,7002,9,10128.2222222222,9794,9,11223.3333333333,11082
559,749834.477,6297562.954,25.843,"9",9,57.4444444444444,52,9,12254.1111111111,11880,9,8988.33333333333,8566,9,16204.2222222222,15826,9,15879.5555555556,15661
560,749832.278,6297566.093,25.857,"7.5",9,57.4444444444444,63,9,23057.8888888889,23411,9,15128.1111111111,14150,9,38309.4444444444,39116,9,33677,34265
561,749832.368,6297569.884,25.915,"4",9,43.6666666666667,36,9,11249.5555555556,10860,9,8487.77777777778,8190,9,11946.1111111111,11333,9,11793,11338
562,749824.455,6297577.035,25.809,"11",12,69.8333333333333,70,12,11781.75,10952.5,12,11984.1666666667,11721.5,12,11388.6666666667,10706,12,10975.5833333333,10350
563,749823.814,6297578.652,25.959,"0",11,33.5454545454545,29,11,9846.09090909091,9879,11,7833,7526,11,10382.4545454545,9941,11,9215.63636363636,8904
564,749817.716,6297581.87,25.905,"8.5",9,63.7777777777778,66,9,18304.8888888889,18200,9,12784.5555555556,12271,9,25967.3333333333,26456,9,20092,20100
565,749813.674,6297584.918,25.872,"9",9,46.7777777777778,47,9,16663.2222222222,18512,9,11165.5555555556,10923,9,25441.4444444444,26313,9,21085,22651
566,749809.564,6297587.898,25.907,"7",11,26.8181818181818,25,11,12612.3636363636,12522,11,8884.54545454545,8727,11,19306.3636363636,19746,11,18199.1818181818,18841
567,749806.032,6297590.509,25.86,"7",9,52.3333333333333,48,9,15236.1111111111,15008,9,10468.4444444444,10569,9,22609,23200,9,21284.1111111111,22059
568,749802.311,6297597.579,25.837,"9",9,46,57,9,18570.6666666667,18953,9,13025.3333333333,12706,9,27232.8888888889,27775,9,24003.6666666667,24344
569,749800.013,6297600.184,25.908,"6.5",9,34.5555555555556,24,9,13195.5555555556,12788,9,8968.77777777778,8911,9,18061.1111111111,17835,9,16714.5555555556,16705
570,749797.032,6297603.193,25.892,"6",9,47.6666666666667,47,9,12010.6666666667,11635,9,11224.3333333333,11253,9,13272.1111111111,13312,9,12075.2222222222,12200
571,749795.223,6297604.894,25.914,"3",10,53.1,52,10,17100.9,17079,10,11535.5,11199,10,24078.3,24110,10,20549.3,20854.5
572,749794.603,6297607.021,25.904,"3",9,26.8888888888889,26,9,12161.5555555556,11350,9,9568.44444444445,9074,9,15389.8888888889,14847,9,15160.7777777778,15167
573,749794.068,6297609.072,25.929,"2",9,65.7777777777778,64,9,13901.1111111111,13774,9,10114.8888888889,10177,9,19684.3333333333,19660,9,17911.1111111111,17806
574,749790.444,6297613.538,25.892,"8",9,75.6666666666667,79,9,20634.2222222222,20970,9,15092.3333333333,14552,9,30044.3333333333,29598,9,23609.6666666667,22876
575,749786.056,6297618.506,25.943,"4",11,30.8181818181818,20,11,10789,10243,11,7943.90909090909,8370,11,16374.3636363636,14769,11,14800,13587
576,749781.084,6297620.66,25.914,"5",9,43.3333333333333,44,9,10232.3333333333,9500,9,9051.33333333333,9015,9,13689.5555555556,12610,9,11221.6666666667,10855
577,749775.22,6297626.153,25.94,"6",12,63.5833333333333,67,12,11568.8333333333,11157,12,11341,11397,12,12919.0833333333,12626.5,12,11195.5,11074.5
578,749772.808,6297628.878,25.917,"4",9,36.8888888888889,30,9,10913,10374,9,8189.44444444444,7813,9,13718.8888888889,12936,9,12257.4444444444,11721
579,749768.927,6297633.046,25.913,"5",9,54.8888888888889,45,9,18106.5555555556,18808,9,12267.2222222222,11823,9,24792.2222222222,24811,9,20478.3333333333,20344
580,749762.949,6297637.936,25.91,"9",9,57.3333333333333,62,9,18857,18214,9,13066.3333333333,13130,9,24065.4444444444,22453,9,20353,19698
581,749754.736,6297642.373,25.873,"9",9,34.3333333333333,31,9,12365.1111111111,12891,9,8622.77777777778,8416,9,16763.2222222222,16355,9,14510.1111111111,14453
582,749751.057,6297643.88,25.916,"9",10,46.7,44.5,10,11343.4,11657,10,8506.8,8360,10,13362.5,13182.5,10,11752.5,11571.5
583,749743.422,6297653.068,25.838,"16",8,115,114.5,8,13467.5,13412,8,18711.75,18789,8,10132.5,10099.5,8,6379.875,6366.5
584,749741.512,6297655.428,25.774,"20",12,115.25,116,12,13530.3333333333,13402.5,12,19250.4166666667,19258.5,12,9913.25,9933.5,12,6122.5,6141
585,749740.411,6297657.367,25.717,"24",12,114.416666666667,114.5,12,13290.1666666667,13274.5,12,18742.25,18734,12,10128.25,10083.5,12,6043.16666666667,6045
586,749740.787,6297658.306,25.688,"31",10,114.8,114.5,10,13420.9,13420.5,10,18661.9,18666,10,9813,9810.5,10,6109.9,6093
587,749744.54,6297655.647,25.806,"17",9,114.444444444444,115,9,13295.1111111111,13251,9,18137,18027,9,9765.44444444445,9694,9,6339,6262
588,749747.319,6297656.173,25.838,"13",9,96.1111111111111,116,9,27328.3333333333,27248,9,16916,17502,9,33369.6666666667,34001,9,24486.6666666667,25613
589,749733.472,6297652.364,25.817,"16",9,73.6666666666667,72,9,17826.2222222222,17042,9,13067.4444444444,12499,9,21412.3333333333,20892,9,16141.5555555556,15710
590,749730.405,6297652.195,25.914,"8",9,42.3333333333333,48,9,19246.2222222222,19026,9,11021.3333333333,10234,9,29576.4444444444,30596,9,23366.8888888889,23229
591,749728.125,6297652.51,25.946,"5",9,64.7777777777778,69,9,18240.4444444444,18176,9,11139.8888888889,11128,9,26836.8888888889,27141,9,23966.1111111111,24658
592,749726.873,6297652.697,25.964,"1",9,58.1111111111111,61,9,21245.8888888889,20872,9,13083.5555555556,14049,9,30599.6666666667,29238,9,28286.2222222222,28089
593,749719.512,6297667.379,25.977,"7",9,53.6666666666667,56,9,10524.7777777778,10255,9,8503,8108,9,12019.5555555556,12135,9,10811.1111111111,10805
594,749719.807,6297670.193,26.026,"5",10,85.1,77,10,13062,11801,10,12909,12922,10,13423.2,11842,10,11353.9,10832.5
595,749719.843,6297672.014,26.014,"4",9,106.222222222222,109,9,12860.7777777778,12584,9,15060.7777777778,15006,9,11095.7777777778,11028,9,8610.77777777778,8840
596,749719.437,6297674.184,26.018,"5",10,95.1,94.5,10,13246.8,12557,10,16808.7,15459,10,12585.5,12015,10,9723.1,9407
597,749718.862,6297675.435,26.058,"0",10,77.2,67.5,10,11932,11293.5,10,11596.4,11374,10,11554.1,11427,10,9753,9618.5
598,749717.809,6297675.493,26.033,"0",10,40.2,41.5,10,12229,12032.5,10,8902.4,8657.5,10,16442.5,16440.5,10,15555.5,15601
599,749717.805,6297679.675,26.053,"1",10,68.4,62,10,12306.4,11244.5,10,10550.3,10326.5,10,12559.4,11932,10,11774.3,11118
600,749717.809,6297680.839,26.049,"0",9,39,41,9,14850.7777777778,14782,9,12668.8888888889,12625,9,19817.3333333333,20475,9,16435.7777777778,15542
601,749719.191,6297680.992,26.032,"0",9,112.333333333333,119,9,18027.3333333333,18520,9,17718.8888888889,16788,9,19890.4444444444,19812,9,16250.2222222222,16237
602,749720.28,6297681.41,26.006,"1",10,41.6,34.5,10,17945.7,17068,10,11755.6,11363,10,24380.2,22466,10,21264.2,20344
603,749719.673,6297682.21,26.041,"0",9,39,30,9,16280.3333333333,15602,9,11196.4444444444,10404,9,23455.3333333333,23661,9,20853.8888888889,20755
604,749718.518,6297682.328,26.056,"0",10,73.5,67.5,10,23231.3,23410.5,10,16468.5,16689,10,38635.2,42183,10,24653,22768
605,749717.315,6297682.583,26.017,"0",9,59,61,9,7310.33333333333,6947,9,6514.11111111111,6299,9,7806.66666666667,7656,9,8117.55555555556,7942
606,749718.71,6297683.295,26.014,"1",8,40.25,34.5,8,12502.5,11622,8,9846.25,8954.5,8,15212.25,14182.5,8,14915,14405.5
607,749711.956,6297687.381,25.978,"8",9,34.8888888888889,38,9,13985,13462,9,9818.22222222222,9634,9,18408,17580,9,17631,17255
608,749708.493,6297687.704,26.058,"5",9,47.2222222222222,38,9,20095.1111111111,20029,9,13197.4444444444,13026,9,28258.2222222222,28281,9,24057.8888888889,22243
609,749695.873,6297698.919,26.05,"7",9,46.6666666666667,50,9,16548.6666666667,16988,9,10551.3333333333,10660,9,22145.7777777778,22168,9,18784.4444444444,18935
610,749690.483,6297700.319,26.071,"7",12,45.4166666666667,44,12,15338.5833333333,15193.5,12,9743.58333333333,9920,12,20974.3333333333,20471,12,19188.3333333333,18847.5
611,749687.213,6297700.984,26.069,"8",12,63,65.5,12,15230.8333333333,15356.5,12,11635.9166666667,11497.5,12,17020.9166666667,17731.5,12,13102,13228
612,749680.501,6297706.609,26.062,"7",9,65.3333333333333,62,9,10339.4444444444,9581,9,9814.77777777778,9406,9,10620.5555555556,9984,9,10231.1111111111,9945
613,749673.184,6297708.505,26.107,"11",9,42.5555555555556,34,9,21949.1111111111,22130,9,12950.3333333333,13310,9,35225.3333333333,34924,9,25884.4444444444,25436
614,749671.988,6297710.298,26.157,"6",9,73.8888888888889,72,9,9632.22222222222,8634,9,8079.88888888889,7759,9,9305.44444444445,8502,9,7908.22222222222,7351
615,749667.794,6297713.595,26.198,"7",9,30.8888888888889,27,9,12699.1111111111,12076,9,7770.22222222222,7778,9,19185,18121,9,18146.4444444444,17647
616,749665.416,6297714.705,26.144,"10",10,61.9,65,10,8601.1,8345.5,10,7735.6,7660,10,8805,8721.5,10,8637,8684
617,749665.396,6297714.714,26.144,"10",9,64.4444444444444,65,9,9080,9061,9,8183.11111111111,8073,9,9058,8817,9,8656.55555555555,8725
618,749659.996,6297716.054,26.186,"8",9,33.5555555555556,23,9,13688,14198,9,7767.33333333333,7858,9,24276.8888888889,25263,9,26079.1111111111,26148
619,749656.983,6297719.623,26.197,"8",10,52.7,41,10,13027.6,13436.5,10,9372.1,9166,10,15378.7,15308,10,12791.2,12302
620,749655.083,6297722.018,26.199,"9",9,57.3333333333333,60,9,23801.6666666667,24637,9,13639.3333333333,14710,9,40247.2222222222,41253,9,32463.7777777778,32056
621,749649.257,6297726.626,26.226,"10",9,36.8888888888889,36,9,16254.5555555556,16064,9,9531.22222222222,9418,9,24804.7777777778,24697,9,23212.8888888889,22868
622,749647.339,6297728.031,26.233,"7",10,34.9,36.5,10,7728.8,7654.5,10,6420.7,6395,10,9986.8,9957,10,11318.8,11409
623,749642.078,6297730.28,26.257,"8.5",9,33.1111111111111,32,9,7608.33333333333,7672,9,6052.77777777778,6042,9,9049.11111111111,9082,9,9580.66666666667,9521
624,749639.279,6297728.861,26.263,"10",9,69.6666666666667,70,9,8569.66666666667,8515,9,7434.66666666667,7466,9,8191.88888888889,8219,9,7413.44444444444,7473
625,749672.54,6297774.57,26.011,"7",8,40.625,43,8,8422.25,8184,8,6241.375,6199,8,8918.375,8741,8,9564.5,9381.5
626,749682.864,6297771.551,25.982,"11",9,49.1111111111111,45,9,20310.6666666667,19764,9,10334.4444444444,10257,9,33271.3333333333,33471,9,28564.7777777778,28642
627,749688.854,6297770.117,25.99,"12",8,49.25,46,8,15410.875,15491.5,8,9855.25,9977.5,8,19628.125,19258,8,15469.625,14889
628,749690.76,6297769.588,26.029,"6",8,31.125,26,8,10087.375,9560,8,6707,6505,8,13101.75,12631,8,12927,12643
629,749708.598,6297788.197,27.071,"6",9,78.2222222222222,76,9,12224.5555555556,12099,9,9500.33333333333,9296,9,12984.5555555556,13031,9,12417.3333333333,12133
630,749704.997,6297777.335,26.045,"6",10,41.6,38.5,10,7668.1,7662.5,10,6313.1,6159.5,10,8756.7,8505,10,9032.6,8912.5
631,749702.124,6297773.3,26.056,"7",12,45.0833333333333,41,12,19631.3333333333,19536.5,12,9637.83333333333,9500.5,12,27986.8333333333,28385.5,12,23946.0833333333,24400.5
632,749700.139,6297770.752,26.065,"6",9,45.7777777777778,49,9,10247,9246,9,7822.55555555556,7343,9,12342.4444444444,11182,9,11821.1111111111,11107
633,749698.641,6297768.994,26.079,"7",9,67.4444444444444,51,9,22639.1111111111,23047,9,12515.5555555556,12178,9,29735.8888888889,28005,9,23107.8888888889,22818
634,749697.271,6297766.959,26.063,"0",9,79.7777777777778,77,9,14947.2222222222,15531,9,9100,8977,9,16883.8888888889,16599,9,14588,14638
635,749696.595,6297765.879,26.087,"0",12,80.75,78,12,14277.75,13556,12,12643.5,12639,12,14178,14210,12,11237.5,11183
636,749710.351,6297763.128,26.021,"10",12,31.9166666666667,37.5,12,11994.5,11756.5,12,7052.5,6966.5,12,16943.6666666667,16734.5,12,16737.5,16566
637,749717.094,6297759.791,25.982,"12",9,54,57,9,17070.2222222222,17445,9,9213.11111111111,9311,9,23375.3333333333,23867,9,22317.5555555556,22099
638,749720.981,6297757.994,25.998,"13",9,44.2222222222222,45,9,14740.6666666667,14690,9,8272.66666666667,8240,9,21405.4444444444,21112,9,20429.8888888889,20431
639,749725.692,6297756.012,25.997,"12",9,84,95,9,17147.1111111111,17612,9,10549.8888888889,10984,9,21392.2222222222,21253,9,18014.2222222222,18723
640,749733.551,6297753.349,25.96,"6",9,41.4444444444444,47,9,14288.5555555556,13864,9,8103.33333333333,7615,9,20856.5555555556,20470,9,19433.1111111111,19736
641,749738.866,6297752.63,26.005,"2",9,49.5555555555556,50,9,16620,17494,9,9699.77777777778,9809,9,22927.5555555556,22761,9,20616.3333333333,20805
642,749739.45,6297753.834,26.006,"1",10,34.8,35.5,10,8389.3,8270.5,10,6199.2,6196.5,10,9921.8,9976.5,10,10405,10357.5
643,749740.59,6297753.774,26,"0",9,55.3333333333333,56,9,9054.77777777778,9014,9,7130.88888888889,7104,9,9512.33333333333,9134,9,9703.11111111111,9429
644,749739.909,6297754.55,25.987,"0",9,52.2222222222222,52,9,7587.66666666667,7517,9,6376.33333333333,6361,9,8167.33333333333,8085,9,8712,8699
645,749741.656,6297753.718,25.982,"1",12,43.4166666666667,38.5,12,12993.0833333333,12925.5,12,7314.33333333333,7324.5,12,19537.0833333333,19790.5,12,19352.8333333333,19429
646,749745.685,6297752.538,26.002,"1",9,61.8888888888889,63,9,17063.7777777778,16325,9,9938.55555555555,10171,9,23354.5555555556,22591,9,20623.8888888889,19551
647,749746.489,6297752.248,26.015,"0",9,48.1111111111111,47,9,8897.55555555555,8429,9,6531.22222222222,6312,9,10966.5555555556,10216,9,12315.7777777778,11763
648,749747.046,6297752.797,26.008,"0",10,33.7,28.5,10,13129.2,13300,10,7215.7,6989.5,10,20729.9,21346.5,10,19167.3,19589
649,749747.292,6297751.998,25.989,"0",9,19.7777777777778,15,9,12469.3333333333,13398,9,6872.44444444444,7077,9,19610.6666666667,21007,9,19171.2222222222,20063
650,749747.607,6297751.511,25.997,"3",9,75,68,9,14594.2222222222,13720,9,8730.44444444445,8588,9,18629.3333333333,17673,9,16915.8888888889,17084
651,749748.299,6297751.422,26.032,"0",9,50.8888888888889,49,9,15213,15130,9,8874.22222222222,8766,9,21473.3333333333,21141,9,19063.7777777778,19025
652,749748.452,6297750.099,25.968,"5",10,28.6,22.5,10,13298.7,12633,10,7889.1,7684.5,10,20026.1,19495.5,10,20836.6,20714.5
653,749750.119,6297751.339,25.995,"0",9,29.6666666666667,25,9,15838.5555555556,16498,9,8440.66666666667,8471,9,23450.8888888889,25869,9,22355.2222222222,23307
654,749752.363,6297751.221,26.001,"1",8,43,43,8,14009.625,13566,8,8792.25,8797,8,19030.25,17761,8,18561.75,17708.5
655,749753.824,6297750.257,26.016,"0",10,55.1,56,10,15573.7,16325.5,10,8964.1,9098.5,10,20186.6,20937,10,18517.2,18715
656,749755.755,6297748.685,26.04,"0",10,40.3,37.5,10,14886,14659,10,8754.2,8852,10,21813.3,22230.5,10,20746.1,20970
657,749756.666,6297749.774,25.984,"0",8,55.125,55.5,8,10721.5,9735,8,7593.625,7469,8,13723.875,11707.5,8,14323,12979.5
658,749758.066,6297750.789,26.018,"3",9,84,88,9,14621.6666666667,14523,9,8802.77777777778,8844,9,17420.5555555556,15174,9,15516.7777777778,15438
659,749758.994,6297750.099,26.031,"1",10,61.3,65,10,13413.7,13619,10,8325.8,8536.5,10,18141.3,18817,10,17285.1,17569
660,749759.437,6297753.072,26.06,"0",9,51.7777777777778,56,9,12743.8888888889,12522,9,7848.66666666667,7857,9,17662.6666666667,16977,9,18386.1111111111,18165
661,749761.45,6297752.84,26.019,"0",9,56.5555555555556,59,9,14926.1111111111,15137,9,8598.33333333333,8488,9,20788.7777777778,21205,9,19449.5555555556,18957
662,749762.023,6297750.349,26.016,"3",9,46.7777777777778,50,9,15974.3333333333,15916,9,9652.22222222222,9384,9,24494.7777777778,22906,9,21091.1111111111,20806
663,749764.979,6297752.02,26.038,"0",9,68.7777777777778,74,9,16857.5555555556,16817,9,10461.5555555556,10410,9,24033.1111111111,24829,9,20676,20053
664,749766.035,6297749.498,25.993,"3",9,37.4444444444444,49,9,14284.7777777778,13385,9,8548.55555555555,8457,9,19090.5555555556,17160,9,15719.6666666667,15371
665,749769.057,6297748.71,26.018,"6",10,61.9,57.5,10,14143.3,13952.5,10,8806.9,8473,10,17453.6,16670.5,10,14300.3,13998.5
666,749773.358,6297750.498,26.069,"1",8,75.875,80,8,15895.25,15838.5,8,9509.875,9929,8,24693.625,25417,8,18713.75,18421.5
667,749773.258,6297748.938,26.017,"5",9,60.8888888888889,68,9,8943.44444444445,8670,9,6905.33333333333,6327,9,11410.6666666667,10756,9,11393,10686
668,749776.617,6297749.526,26.042,"0",9,55.8888888888889,59,9,13432.6666666667,12802,9,8077.22222222222,8094,9,21829.2222222222,22136,9,18082.1111111111,17005
669,749777.399,6297747.976,26.019,"6",8,22.125,14.5,8,10779.5,10580.5,8,6327.125,6290.5,8,14186.75,13063,8,16454.75,16696.5
670,749782.409,6297748.152,26.028,"1",8,40.375,40,8,14937.625,13787.5,8,7335.25,7288.5,8,17768.375,16665.5,8,19024.5,17975
671,749782.496,6297746.527,26.017,"6",9,26.2222222222222,27,9,14667.3333333333,14584,9,7497.11111111111,7737,9,18853.1111111111,19106,9,21128.4444444444,21667
672,749785.158,6297745.619,25.977,"8",9,60.5555555555556,56,9,16180.8888888889,16848,9,8875.22222222222,9249,9,21267.7777777778,21094,9,18252.4444444444,18293
673,749788.432,6297744.733,25.967,"9",9,43.4444444444444,46,9,12203.7777777778,12336,9,7143.77777777778,7186,9,19634.3333333333,20529,9,17581.8888888889,17879
674,749793.97,6297741.388,25.984,"3",10,45.9,39.5,10,11669.5,11496.5,10,7698.8,7524.5,10,16295.3,15489.5,10,15775,15041
675,749799.285,6297739.196,25.989,"5",8,47.625,46.5,8,18490,18551,8,10789.5,10729,8,25024.875,24571.5,8,21470,21171
676,749803.256,6297737.263,25.956,"6",9,28.2222222222222,27,9,12579.7777777778,12744,9,7492.88888888889,7392,9,17437.8888888889,17236,9,15552.7777777778,15466
677,749807.466,6297734.623,25.963,"5",9,58.1111111111111,65,9,16783.3333333333,17024,9,9505.88888888889,9704,9,24961.5555555556,24863,9,21844.1111111111,21725
678,749814.453,6297731.669,25.929,"8",9,27.6666666666667,27,9,13280.5555555556,13211,9,7761.22222222222,7803,9,19024,18596,9,18511.5555555556,18290
679,749816.76,6297728.699,25.958,"5",9,40.7777777777778,40,9,14213.4444444444,13133,9,8318,7834,9,18032.6666666667,16971,9,17144.3333333333,16442
680,749819.626,6297725.003,25.949,"6",9,54.8888888888889,53,9,16369,16937,9,9543.88888888889,9477,9,24924.2222222222,24903,9,21029.7777777778,20404
681,749823.749,6297720.952,25.944,"7",9,43.8888888888889,40,9,12480.4444444444,12486,9,7443.88888888889,7608,9,18001.4444444444,17896,9,17474.1111111111,17294
682,749827.17,6297718.372,25.925,"8",10,50.6,53,10,21153.2,20454,10,10745,10578,10,35384.9,35592,10,30638.1,30840
683,749831.032,6297715.988,25.918,"9",9,78.2222222222222,75,9,12417,11359,9,7094,7001,9,14976.7777777778,14197,9,14065.4444444444,14293
684,749834.923,6297714.668,25.914,"9",9,61.7777777777778,60,9,24322,25176,9,12917.4444444444,12993,9,35116.7777777778,35613,9,26182.4444444444,25254
685,749840.662,6297713.525,25.883,"11",9,41.2222222222222,35,9,17510,17377,9,9644.11111111111,9810,9,24481.1111111111,25109,9,20149.3333333333,20142
686,749845.256,6297712.502,25.914,"8.5",9,50.6666666666667,53,9,21476.7777777778,21645,9,11128.3333333333,11228,9,31692,31299,9,28076.5555555556,28230
687,749852.339,6297709.657,25.878,"9",8,23.75,21.5,8,10274.25,10162,8,6411.25,6464.5,8,15165.375,15080,8,16076.75,15928
688,749859.09,6297707.518,25.832,"7",9,54.3333333333333,52,9,16220,15822,9,9550,9965,9,24414.7777777778,25168,9,24313.1111111111,25092
689,749864.081,6297705.268,25.816,"6",9,39.6666666666667,36,9,14631.6666666667,14666,9,8212.22222222222,8338,9,22166.3333333333,22541,9,23011.1111111111,22655
690,749869.968,6297702.834,25.829,"7",9,13.1111111111111,9,9,10759.7777777778,10681,9,6940.88888888889,6727,9,16444.7777777778,17133,9,17939.4444444444,17990
691,749876.406,6297699.599,25.808,"8",10,39.5,37,10,14002.6,14362.5,10,7674.7,7528,10,19486.3,20214.5,10,19120.5,19443.5
692,749885.101,6297696.08,25.768,"13",8,85.125,88.5,8,23248.875,22227.5,8,12811.75,12632.5,8,29652,29208,8,24583,23752.5
693,749889.359,6297694.194,25.777,"13",9,59.6666666666667,55,9,21458.8888888889,20648,9,13224.1111111111,11989,9,31878,31331,9,27447.2222222222,27492
694,749894.214,6297691.743,25.804,"10",12,61.25,54,12,14064.4166666667,11545,12,8304,7671,12,17710.1666666667,15126.5,12,16890.4166666667,15187.5
695,749902.32,6297687.936,25.85,"7",10,33.3,30,10,13093.4,11678,10,9407.3,8577.5,10,17758.3,15889,10,14971.7,13949
696,749907.718,6297685.315,25.846,"8",10,47.1,51,10,19179.5,19775,10,11436.9,11511,10,29370.4,30288,10,24172.4,24847
697,749915.621,6297681.873,25.826,"10",12,54.5,55,12,17160.75,16362,12,11344.3333333333,10807,12,21652.5833333333,22501.5,12,18691.3333333333,18516
698,749921.495,6297679.263,25.844,"9",12,62.1666666666667,63,12,23473.6666666667,22905,12,14212.6666666667,13854.5,12,33348.5,32573,12,28025.9166666667,27348.5
699,749926.117,6297674.685,25.835,"10",9,39.1111111111111,46,9,13566.1111111111,13404,9,9402.22222222222,9661,9,16706.7777777778,16252,9,14346.1111111111,13924
700,749934.42,6297668.851,25.857,"8",9,77,76,9,24256.2222222222,25210,9,13602,13642,9,33429.5555555556,33847,9,26483.7777777778,27154
701,749939.949,6297664.04,25.868,"7",9,98,109,9,23881.6666666667,24081,9,12429.8888888889,11491,9,27903.7777777778,25634,9,21995.4444444444,21325
702,749944.465,6297658.971,25.864,"8",9,53.5555555555556,50,9,18618,19598,9,11605.5555555556,12329,9,26182.3333333333,27463,9,19716.1111111111,19885
703,749950.309,6297652.715,25.812,"6",9,30.3333333333333,34,9,14038.8888888889,14112,9,9101,8842,9,19063.2222222222,18356,9,17422.4444444444,16734
