field_1,field_2,field_3,field_4,field_5,B_count,B_mean,B_median,G_count,G_mean,G_median,R_count,R_mean,R_median,RE_count,RE_mean,RE_median,NIR_count,NIR_mean,NIR_median
174,750217.558,6297115.22,25.415,"6",9,61.4444444444444,51,9,14073.8888888889,13088,9,9548.66666666667,8982,9,20426.1111111111,21573,9,20102.2222222222,21125
175,750218.621,6297106.663,25.45,"3",9,50.3333333333333,50,9,9783.55555555555,9374,9,7908.55555555556,7851,9,10881.4444444444,10911,9,10466.2222222222,10173
176,750219.409,6297103.466,25.44,"5",8,88.625,89,8,10628.5,10698,8,11938.75,11804.5,8,10732.875,10812.5,8,8238.125,8232.5
177,750212.657,6297102.916,25.479,"6",10,104.1,94,10,13669.7,12811,10,13738.8,12723.5,10,12528.6,11497,10,9261,8745
178,750206.48,6297100.352,25.498,"8",8,100.75,108.5,8,23326,23206.5,8,13958.625,13623.5,8,22899.875,23446,8,12801.375,12384
179,750200.279,6297099.314,25.591,"9.5",9,107.333333333333,107,9,12474.5555555556,12536,9,13410.8888888889,13432,9,9842.33333333333,9783,9,6522.88888888889,6585
180,750198.785,6297102.113,25.605,"10",9,89.1111111111111,88,9,10013.2222222222,10100,9,10216.4444444444,10216,9,7850.88888888889,7940,9,5625.55555555556,5646
181,750197.188,6297104.444,25.592,"10",9,93.1111111111111,90,9,10736.5555555556,10644,9,11131.3333333333,11172,9,9131.66666666667,9126,9,6875,6881
182,750192.336,6297103.669,25.615,"10",10,98.9,100.5,10,18792.5,19452,10,12341.4,12240.5,10,22742.9,23844.5,10,18538.2,18561
183,750189.029,6297106.171,25.619,"8",12,46.25,46.5,12,10317.25,10300.5,12,7018.91666666667,6767,12,11776.6666666667,11666,12,11923.1666666667,11576.5
184,750187.068,6297100.721,25.687,"10",8,104.125,105,8,11540.875,11549.5,8,12191.75,12284.5,8,9144,9177,8,5991.375,5940
185,750178.506,6297101.164,25.758,"10.5",8,81.125,81,8,9544.75,9549,8,9896,9894,8,8598.5,8541.5,8,7830.5,7729
186,750172.874,6297101.242,25.798,"6",9,67.7777777777778,67,9,10275.2222222222,10137,9,7643,7618,9,9758.33333333333,9903,9,7972.55555555556,7989
187,750172.247,6297102.023,25.803,hongoffusario7,9,75.8888888888889,77,9,15930.5555555556,16278,9,9704,9550,9,21828.7777777778,22646,9,16656.3333333333,17598
188,750168.327,6297100.008,25.876,"10",11,61.8181818181818,61,11,10020.2727272727,9515,11,7891.36363636364,7455,11,9724.81818181818,8770,11,8129.27272727273,7630
189,750164.216,6297098.695,26,"6",9,57.2222222222222,57,9,9550.88888888889,9359,9,7260,7522,9,9359.33333333333,9214,9,8067.55555555556,7792
190,750159.629,6297096.725,26.1,"3",8,54.375,45,8,15079.125,15106,8,10375,10229.5,8,17190.375,16738,8,17000.125,16370
191,750155.534,6297094.02,26.238,"3",9,65.1111111111111,66,9,11136,10691,9,7641,7223,9,14614.7777777778,13785,9,12419.1111111111,12667
192,750155.599,6297093.92,26.23,"3",9,74,75,9,10054.5555555556,9549,9,7502.77777777778,7468,9,11638.4444444444,10336,9,11163,10993
193,750153.528,6297095.179,26.259,"1",9,49.4444444444444,40,9,17394.5555555556,15218,9,10912.4444444444,9789,9,20479.6666666667,15328,9,18528.7777777778,16613
194,750152.493,6297096.623,26.255,"1",10,56.8,60,10,25710.3,26985.5,10,13042.7,13122,10,42684.7,45268.5,10,34407.1,36914
195,750150.862,6297097.987,26.269,"0",9,74.8888888888889,72,9,12945.2222222222,12709,9,8205.55555555555,7608,9,17532.3333333333,18798,9,15436,16076
196,750148.56,6297100.641,26.253,"1",8,68.125,71,8,13744.125,13468,8,7643,7460.5,8,17709,17199.5,8,16012.75,15394.5
197,750147.102,6297102.533,26.25,"1",8,67,64,8,12290.5,11026.5,8,7432.25,7156.5,8,16077,15026.5,8,15178.75,15245
198,750145.345,6297103.97,26.239,"1",9,58.8888888888889,57,9,16244.3333333333,16791,9,9914,9738,9,21373.6666666667,22236,9,16782.2222222222,16982
199,750144.199,6297105.316,26.269,"0",9,42.2222222222222,39,9,10162.8888888889,10116,9,6312.77777777778,6129,9,12607.5555555556,11345,9,12730.3333333333,11883
200,750142.783,6297102.218,26.32,"5",9,66.4444444444444,65,9,8268,8105,9,7081.88888888889,6913,9,8403.77777777778,8382,9,7623,7596
201,750139.921,6297102.514,26.407,"0",9,54.7777777777778,50,9,10826.4444444444,10772,9,6513.66666666667,6371,9,10523.4444444444,10786,9,7772.11111111111,7824
202,750142.433,6297099.714,26.37,"0",12,54.25,53,12,8029.75,7805.5,12,5952.66666666667,6046.5,12,7021.91666666667,6884,12,6354,6341
203,750144.45,6297097.553,26.365,"0",9,54.1111111111111,54,9,7394.66666666667,7414,9,6057.11111111111,6027,9,6842.11111111111,6826,9,6188.22222222222,6230
204,750146.551,6297094.809,26.391,"0",10,57.4,54,10,10531.1,10627,10,6351,6532.5,10,11829,12235,10,9186.8,9373
205,750148.397,6297093.089,26.374,"0",10,49.1,48,10,9255,9075.5,10,6340.3,6255.5,10,9654.5,9120.5,10,8182.6,8095
206,750136.505,6297106.726,26.373,"0",9,81.7777777777778,81,9,13295.3333333333,13149,9,7159.66666666667,6998,9,11705.1111111111,11786,9,7856,7875
207,750135.014,6297107.923,26.369,"0",10,70.1,72.5,10,12614.2,12675,10,6458.8,6475.5,10,12866.4,13521,10,9120.9,9184.5
208,750135.782,6297108.643,26.29,"5",9,75.1111111111111,76,9,9364.11111111111,9203,9,6906.11111111111,6859,9,8873.33333333333,8610,9,7840.66666666667,7529
209,750136.07,6297113.092,26.274,"0",9,58.7777777777778,68,9,17960.3333333333,18940,9,8679.55555555555,8315,9,28403,29458,9,23146.5555555556,22960
210,750134.752,6297115.415,26.257,"0",9,35.1111111111111,35,9,12230.2222222222,11905,9,7875.66666666667,7184,9,17962.6666666667,17707,9,17901.6666666667,17560
211,750132.943,6297117.162,26.248,"0",9,46.4444444444444,42,9,13542.7777777778,13798,9,7867.77777777778,7875,9,20438.7777777778,21050,9,18407.2222222222,18156
212,750132.832,6297118.878,26.199,"6",9,82.4444444444444,76,9,13520.5555555556,13077,9,7958.33333333333,7375,9,16559.3333333333,15246,9,12909.5555555556,12267
213,750126.742,6297123.561,26.216,"0",9,51.8888888888889,51,9,15971.1111111111,15350,9,9813.77777777778,8935,9,25847.4444444444,25994,9,27606.8888888889,28426
214,750125.733,6297125.62,26.195,"4",9,30.6666666666667,26,9,14596.2222222222,14741,9,8024.66666666667,8070,9,27545,26297,9,28024.3333333333,27089
215,750124.448,6297125.096,26.233,"0",9,47.1111111111111,42,9,17357.1111111111,17841,9,8549.22222222222,8547,9,29661.3333333333,31366,9,26060.7777777778,27638
216,750121.225,6297128.068,26.247,"0",10,48.2,52,10,16893.2,15827,10,9366.4,8908,10,30054.5,28317.5,10,26150.9,24031
217,750119.238,6297129.483,26.233,"0",12,49.5,40,12,18469.1666666667,17856.5,12,9829.5,9619.5,12,31889.4166666667,33688,12,35092.1666666667,34442
218,750120.224,6297130.921,26.155,"7",9,69.8888888888889,72,9,8824.55555555555,9021,9,7368.55555555556,7377,9,8583.55555555555,8386,9,8520.44444444445,8378
219,750116.555,6297131.521,26.26,"0",9,32.3333333333333,32,9,11894.2222222222,11336,9,7149.33333333333,6950,9,20678.3333333333,18876,9,20335.1111111111,18513
220,750114.777,6297133.185,26.224,"0",10,47,46,10,11967.8,11843,10,7208.6,6963,10,19316.1,18872,10,20376.2,19678.5
221,750113.062,6297134.712,26.243,"0",10,65.3,65.5,10,16594.2,16164,10,9438,9058.5,10,27135.4,25823,10,25330.3,25034.5
222,750114.946,6297135.63,26.148,"5",10,62.8,61.5,10,9023.6,8873,10,6923.3,6768,10,9012.4,8779,10,9835.5,9684.5
223,750111.043,6297136.204,26.261,"0",12,53.5833333333333,51,12,18621.1666666667,18412.5,12,10329.75,9969.5,12,33918.5,33729.5,12,30011,30864.5
224,750109.216,6297138.133,26.223,"0",8,54.625,56,8,19999.375,20159.5,8,9791.625,9622,8,35860.625,36440.5,8,31225.5,31489
225,750106.505,6297140.228,26.217,"1",9,48.4444444444444,45,9,11903.4444444444,11166,9,7777.77777777778,7902,9,17074.8888888889,17137,9,15848.7777777778,16204
226,750106.531,6297142.727,26.175,"5",9,66.8888888888889,75,9,32363.3333333333,31396,9,20932.4444444444,21145,9,62132.2222222222,64414,9,61379.4444444444,63306
227,750104.038,6297143.385,26.215,"1",9,46.4444444444444,47,9,11592.7777777778,11869,9,7798.55555555556,7608,9,17233.6666666667,17682,9,17686.8888888889,18045
228,750101.977,6297146.428,26.174,"5",12,55.5,52,12,12570.5833333333,12809,12,7863.33333333333,7553,12,18582.1666666667,17596,12,17107.4166666667,16818.5
229,750098.921,6297147.301,26.204,"5",10,41.8,36.5,10,13940.9,13578.5,10,9379.1,8890,10,22724,23099,10,21367.4,21845
230,750093.651,6297151.866,26.214,"0",9,49.8888888888889,54,9,20445.4444444444,20089,9,11888.3333333333,11831,9,32518.2222222222,33344,9,26340,26461
231,750091.892,6297154.557,26.237,"0",9,62,62,9,17287.3333333333,15733,9,9921.11111111111,9024,9,31935.1111111111,30120,9,28146,27303
232,750089.123,6297155.46,26.237,"0",10,48.3,46.5,10,16545.5,16925.5,10,8434.4,8777,10,28866.3,29142,10,26578.8,28414
233,750087.245,6297157.27,26.228,"0",9,42.1111111111111,45,9,19932.6666666667,19039,9,10214.1111111111,9715,9,41531.8888888889,39629,9,42064.8888888889,41909
234,750085.709,6297159.158,26.202,"5",9,37,37,9,11048.7777777778,10560,9,7207.77777777778,6638,9,18759.4444444444,18045,9,21435.1111111111,19273
235,750085.236,6297158.953,26.233,"0",8,48.25,51,8,19434.125,18327.5,8,10301.75,10141.5,8,36665.5,34874,8,32613.25,32492
236,750082.703,6297161.306,26.237,"0",9,82.8888888888889,90,9,24869,25160,9,13424.7777777778,14205,9,40137.5555555556,37861,9,32031.7777777778,32137
237,750081.483,6297162.749,26.221,"5",9,48,41,9,14565.3333333333,13443,9,8892.33333333333,8611,9,19491.2222222222,18766,9,16986.4444444444,16949
238,750078.337,6297165.79,26.252,"1",9,53.5555555555556,54,9,10210.8888888889,9777,9,7193.55555555556,6962,9,10783,10417,9,10051.5555555556,10048
239,750077.076,6297167.136,26.216,"1",10,55.3,54,10,10561.7,10050,10,6995.5,6778.5,10,12478.6,11724.5,10,11608.9,11275.5
240,750074.396,6297169.458,26.245,"2",9,70.3333333333333,63,9,13703.1111111111,12780,9,9016.77777777778,8628,9,16944,14906,9,13512.3333333333,13686
241,750069.043,6297174.862,26.213,"3",10,42.2,41.5,10,13323.8,12735.5,10,9050.7,8544.5,10,17948.3,15815,10,17614.9,16972
242,750066.391,6297177.407,26.18,"4",8,51.875,49.5,8,13090.375,12574.5,8,7390.25,7263,8,14327.5,13782,8,12654.625,12789
243,750070.02,6297179.817,26.096,"7",9,60.2222222222222,62,9,22807.5555555556,21684,9,11614.6666666667,11335,9,32856.4444444444,32975,9,27228.4444444444,27588
244,750069.308,6297178.803,26.3,"-1",12,55.3333333333333,50,12,12023.1666666667,11663.5,12,7859.33333333333,7567.5,12,13425.4166666667,12594,12,12965.8333333333,12425
245,750074.707,6297180.021,26.004,"4",9,38.7777777777778,39,9,13205.5555555556,12865,9,7777.33333333333,7643,9,17701.5555555556,17766,9,16522.8888888889,15904
246,750079.697,6297179.761,25.886,"6",10,75.2,84,10,15148.2,15533,10,9684.8,9650,10,17598.1,17249,10,13847.9,14167
247,750087.962,6297177.139,25.85,"5",9,56.3333333333333,59,9,8913.11111111111,8697,9,6907.33333333333,6943,9,9058,9039,9,9733.88888888889,9268
248,750103.888,6297170.103,25.695,"9",8,63.375,60,8,13972.375,14059.5,8,9936.875,9342.5,8,18721.25,18444,8,16267.375,16096
249,750106.002,6297168.826,25.765,"2",8,79.625,92,8,21285.375,21924.5,8,13272.625,13263,8,31557.875,33230,8,26347.625,27080.5
250,750108.19,6297168.118,25.789,"0",8,101.625,102,8,10662.75,10631,8,11310.125,11379.5,8,8286.25,8273,8,5706.875,5754
251,750110.585,6297165.408,25.723,"10",9,91.2222222222222,76,9,14626.1111111111,13217,9,11980.6666666667,11135,9,16242.3333333333,13837,9,11290.7777777778,10780
252,750114.167,6297162.904,25.771,"8",12,104.666666666667,104,12,12890.0833333333,12880,12,13931,13803.5,12,11269.8333333333,11158.5,12,7411.58333333333,7474.5
253,750118.679,6297160.135,25.715,"11",8,96.625,97,8,11801.75,11760.5,8,12070.375,12178,8,10580.625,10269,8,8105.625,7886.5
254,750124.097,6297155.442,25.736,"11",9,97.1111111111111,98,9,14673.8888888889,14804,9,10874.8888888889,11254,9,15777.4444444444,15605,9,12612.7777777778,12491
255,750129.679,6297150.677,25.74,"9",9,94,94,9,9942.66666666667,9990,9,9229,9228,9,7865.77777777778,7736,9,6120,6077
256,750135.451,6297150.866,25.621,"12",9,79,76,9,11706,11802,9,8322.22222222222,8338,9,11738.7777777778,11563,9,8719.22222222222,8744
257,750141.114,6297151.936,25.618,"10",10,52,50.5,10,14483.5,14557,10,8920.5,8314,10,21030.5,21309.5,10,19211.6,19628.5
258,750143.105,6297151.887,25.617,"11",10,33.3,35,10,13771.1,13552.5,10,8731.3,8501,10,21823.2,22039.5,10,23270.5,22822
259,750156.759,6297148.783,25.552,"11",9,42.5555555555556,40,9,18992.3333333333,18723,9,11868.2222222222,11251,9,29236,28817,9,29253.6666666667,28905
260,750165.138,6297147.449,25.503,"5",10,46.1,47.5,10,14044.5,14044.5,10,9719.5,9570,10,19752.5,20587.5,10,16382.9,16585
261,750174.913,6297145.128,25.447,"11",9,40.3333333333333,37,9,17188.4444444444,17497,9,10952,10788,9,29922.6666666667,29224,9,29048.3333333333,29124
262,750186.551,6297143.426,25.405,"8.5",9,41.7777777777778,44,9,16698,16981,9,9591,9590,9,23540.6666666667,24106,9,21152.2222222222,21053
263,750204.285,6297141.431,25.408,"5.5",9,79.7777777777778,80,9,9808.22222222222,9667,9,10772.5555555556,10648,9,8446.77777777778,8325,9,7357.33333333333,7229
264,750208.141,6297143.633,25.355,"6",9,86,86,9,9736,9770,9,11812.5555555556,11876,9,7972.22222222222,7870,9,6669.55555555556,6665
265,750213.937,6297140.591,25.379,"8",9,75.3333333333333,63,9,15570.4444444444,15652,9,10266.5555555556,10461,9,16125.1111111111,16743,9,12268.7777777778,11944
266,750220.282,6297139.512,25.402,"6",10,93.4,100.5,10,18542.4,18217,10,14111.9,15207,10,23451.8,23784.5,10,20816.6,20947.5
267,750225.004,6297134.34,25.396,"4.5",10,70.5,55,10,23433.1,21092,10,18687.6,19355,10,28491.2,25719,10,21787.3,20301
268,750228.321,6297133.249,25.337,"6",9,54.7777777777778,54,9,16303,17652,9,10266.1111111111,10423,9,23461.5555555556,23513,9,21763.3333333333,21570
269,750234.655,6297132.093,25.354,"6",8,59.75,57.5,8,14853.5,15261.5,8,9630.625,9714,8,18412.625,17738.5,8,15692.875,15880
270,750238.059,6297128.117,25.332,"10",10,42.5,39,10,9455,9430,10,6912.2,6864,10,11144.7,11492.5,10,10699.5,10587.5
271,750245.886,6297126.24,25.317,"7",9,45.2222222222222,45,9,17357.4444444444,17343,9,11619,11593,9,26076.4444444444,24892,9,24443.3333333333,24480
272,750254.594,6297125.529,25.288,"9",9,38.6666666666667,28,9,18065.7777777778,17930,9,11243.7777777778,10907,9,28047.7777777778,27065,9,25089.1111111111,23900
273,750265.015,6297123.396,25.22,"15",9,69,61,9,18874.4444444444,19907,9,13284.2222222222,13839,9,25879.5555555556,26984,9,22854,23118
274,750275.191,6297121.146,25.125,"23",10,48.7,42,10,15091.2,14520.5,10,9612.8,9182,10,23320.3,22902,10,21808.4,21455.5
275,750278.341,6297122.009,25.147,"25",10,54,51,10,15968,15905.5,10,9740.2,9661.5,10,24273.7,24411,10,22845.7,22848.5
276,750268.793,6297126.424,25.145,"20",8,71.25,70.5,8,16294,17019,8,11396.5,10824,8,19157.5,20034,8,15448.625,15293.5
277,750265.346,6297129.04,25.197,"15",9,57.2222222222222,59,9,14938.8888888889,14734,9,10313.4444444444,9411,9,23046,22510,9,21356.2222222222,21593
278,750261.734,6297131.822,25.222,"15",9,38.6666666666667,30,9,15250.3333333333,15927,9,11629.3333333333,10875,9,23913.1111111111,23383,9,22416.5555555556,22349
279,750251.966,6297134.079,25.247,"12",10,34.3,27.5,10,11537.7,10904.5,10,8428.9,7914,10,14906.7,14134,10,15764.1,14657.5
280,750241.065,6297139.539,25.328,"7",9,26.6666666666667,20,9,17752.7777777778,17728,9,10871.4444444444,10886,9,26646.2222222222,27110,9,24685.7777777778,25123
281,750236.54,6297141.82,25.346,"5",9,45.4444444444444,57,9,19774.8888888889,19847,9,11423.5555555556,11213,9,28173.1111111111,28412,9,22643.7777777778,22777
282,750227.987,6297145.894,25.362,"9",10,42.9,27,10,11514.7,11177,10,9383.7,7959.5,10,15662.2,13384.5,10,17156.1,15738
283,750223.43,6297150.446,25.375,"8",9,75.3333333333333,75,9,18900,20228,9,12342.4444444444,12880,9,22548.7777777778,24569,9,16993.7777777778,17255
284,750215.552,6297159.421,25.346,"10",9,48.3333333333333,47,9,12187,12043,9,8896.55555555555,8645,9,13869.1111111111,13466,9,12514.3333333333,12025
285,750206.541,6297165.161,25.326,"10",9,118.222222222222,120,9,28396.2222222222,28755,9,19155.1111111111,19590,9,37550.1111111111,36736,9,29928.2222222222,30648
286,750200.833,6297170.24,25.401,"6",9,60,63,9,20065.1111111111,19873,9,11944,12082,9,26563.4444444444,25739,9,23672.7777777778,23368
287,750192.144,6297179.347,25.37,"7",9,41.5555555555556,34,9,15988.5555555556,16035,9,11187.6666666667,10876,9,25320.6666666667,24521,9,24454.8888888889,25079
288,750180.874,6297195.512,25.36,"14",9,42.2222222222222,47,9,13901.5555555556,14083,9,10476.6666666667,10286,9,18557,18084,9,17312.1111111111,17222
289,750176.354,6297205.576,25.33,"13.5",9,51.6666666666667,49,9,13639.3333333333,13860,9,9865.88888888889,9833,9,17888.1111111111,18495,9,15326.3333333333,15937
290,750167.186,6297211.632,25.356,"9",9,38.2222222222222,35,9,15332.8888888889,15315,9,10889.3333333333,10824,9,21336.3333333333,21051,9,18762.7777777778,18423
291,750165.71,6297220.533,25.341,"12",9,66.4444444444444,66,9,10184.6666666667,9190,9,9660.88888888889,8653,9,11522.2222222222,10256,9,9298.55555555555,8755
292,750164.084,6297229.275,25.341,"9",9,38.6666666666667,34,9,16702.4444444444,16829,9,12558.4444444444,11761,9,24539.2222222222,22803,9,18259.6666666667,18359
293,750163.948,6297238.971,25.378,"7",9,23.3333333333333,23,9,12062.3333333333,11945,9,8349.66666666667,8084,9,15285.8888888889,15001,9,13373,13398
294,750155.52,6297250.878,25.366,"9",9,62.7777777777778,63,9,23560.2222222222,23426,9,16301.4444444444,16079,9,33088,34676,9,24068,24429
295,750145.914,6297266.297,25.296,"10",9,61.2222222222222,58,9,20091.3333333333,19501,9,14572,13703,9,26397.4444444444,26701,9,21480.8888888889,21250
296,750136.892,6297280.018,25.434,"7",9,40.8888888888889,39,9,14950.5555555556,15088,9,11104.3333333333,11170,9,20919.1111111111,20440,9,17579.5555555556,17588
297,750125.471,6297293.494,25.45,"5",8,52.125,57,8,14067.25,14690,8,9425.625,9303.5,8,19487.625,19723,8,17416,17238.5
298,750120.288,6297299.537,25.438,"6",9,50.6666666666667,41,9,20151.3333333333,20040,9,13345.1111111111,13202,9,30223.5555555556,30367,9,25198.4444444444,25312
299,750113.035,6297301.476,25.517,"2",10,61.4,58,10,18696.5,18191.5,10,12150.6,11698.5,10,22307.2,21445.5,10,17829.7,17334.5
300,750111.744,6297301.868,25.509,"1",9,35.7777777777778,37,9,13141.3333333333,13398,9,10826.6666666667,10732,9,16438.6666666667,16966,9,14466.5555555556,14984
301,750113.119,6297303.087,25.492,"1",9,30.1111111111111,30,9,14301.4444444444,13485,9,10794.2222222222,10052,9,19034.8888888889,18354,9,17853.2222222222,17345
302,750108.824,6297303.002,25.513,"0",9,52.2222222222222,46,9,7819,7645,9,7122.44444444444,7061,9,7737.44444444444,7621,9,7202.22222222222,7099
303,750103.433,6297302.981,25.532,"6",9,42.5555555555556,45,9,14023.2222222222,14476,9,10966.5555555556,10725,9,17746.3333333333,17493,9,15498.2222222222,15278
304,750096.129,6297303.893,25.493,"8",9,23.4444444444444,23,9,12993.1111111111,12696,9,9289.66666666667,9216,9,18842,19755,9,17244.5555555556,17440
305,750083.588,6297305.258,25.506,"8",8,46.875,48.5,8,16363,15717.5,8,11306.125,10650.5,8,22534.125,22273,8,19632.25,19501
306,750080.325,6297306.828,25.484,"7",9,41,54,9,19223.2222222222,20733,9,13526.7777777778,13752,9,28409.2222222222,28461,9,23041.3333333333,23199
307,750072.719,6297308.411,25.496,"5",9,43.3333333333333,38,9,15860.8888888889,15197,9,10942.1111111111,10382,9,24370.2222222222,23138,9,18212,18831
308,750064.108,6297308.687,25.53,"8",9,32.2222222222222,28,9,12521.1111111111,12256,9,8681.77777777778,8514,9,17368,16724,9,16326.3333333333,16425
309,750051.448,6297309.58,25.529,"7.5",8,43.125,40.5,8,15828.125,15722.5,8,10682,10685,8,21737,21128,8,18593.75,18424
310,750042.095,6297311.089,25.569,"4",9,81.8888888888889,75,9,11039.2222222222,10271,9,9966,9627,9,11122.5555555556,10450,9,8952.44444444445,8619
311,750041.123,6297311.936,25.544,"5",9,148.444444444444,148,9,17905.4444444444,16997,9,21189,20849,9,17786.6666666667,16068,9,15019.3333333333,14288
312,750016.435,6297314.09,25.591,"13",9,55.8888888888889,56,9,11563,12164,9,9019,8486,9,12799.2222222222,11943,9,11078.6666666667,11223
313,750010.428,6297315.213,25.668,"6",9,26.1111111111111,18,9,15871.7777777778,16033,9,10459.3333333333,9925,9,21796.2222222222,21864,9,18621.7777777778,17500
314,750003.295,6297315.886,25.621,"8",9,45.8888888888889,43,9,12885.7777777778,12948,9,8565,8483,9,18582.8888888889,18661,9,19010.3333333333,19136
315,750003.313,6297315.877,25.625,"8",10,35.7,37.5,10,11858.9,11963,10,7959.4,7750,10,17413.8,17596,10,18201.7,18014
316,749993.02,6297317.06,25.681,"6",10,69,64.5,10,14841.3,13925,10,10966.3,11359.5,10,15968.6,14966,10,12654.5,12241.5
317,749991.603,6297316.524,25.682,"0",10,42.3,35,10,15863.2,16093,10,10076.5,10604.5,10,20706.6,20749,10,17248.4,17526.5
318,749989.882,6297317.044,25.731,"2",9,57.2222222222222,64,9,17022.5555555556,17122,9,9997,9836,9,21776.6666666667,23264,9,16926.5555555556,16915
319,749984.798,6297316.326,25.747,"0",10,34.1,26,10,14313.5,13851,10,9456.2,9427,10,18574.2,18116.5,10,16141.3,15316
320,749982.553,6297316.505,25.75,"0",9,38.7777777777778,34,9,12712.1111111111,13369,9,8741.55555555555,8293,9,16592.5555555556,17965,9,14747.4444444444,15811
321,749982.299,6297317.718,25.691,"3",9,59.6666666666667,53,9,15982.6666666667,16535,9,10763.2222222222,10990,9,20624,19375,9,17053.3333333333,16511
322,749980.562,6297316.62,25.76,"1",10,40.9,45.5,10,15510.3,14717,10,10471.6,10286,10,22598.5,21778.5,10,19763.6,19536.5
323,749979.089,6297318.119,25.735,"0",9,47.3333333333333,41,9,14488.3333333333,13569,9,9576.22222222222,9706,9,17936.8888888889,17620,9,15374.5555555556,14850
324,749976.399,6297317.182,25.759,"1",9,45.1111111111111,44,9,17123.2222222222,16812,9,10523.6666666667,10687,9,26097.7777777778,27309,9,23157.2222222222,23286
325,749974.291,6297319.113,25.745,"0",12,46.25,34,12,13120.1666666667,12188.5,12,8101.66666666667,7990,12,18122.3333333333,16617.5,12,16833.0833333333,17054.5
326,749968.448,6297318.495,25.679,"13",9,57.6666666666667,65,9,13954.2222222222,13785,9,8989.11111111111,9044,9,16575.5555555556,16637,9,13335.2222222222,13606
327,749966.883,6297318.703,25.647,"19",9,38.7777777777778,28,9,11791.2222222222,12003,9,9306.88888888889,8738,9,15073.7777777778,14452,9,14500.4444444444,13507
328,749964.542,6297319.235,25.713,"12",9,76.2222222222222,74,9,14451.4444444444,14389,9,11543.1111111111,11548,9,16334.3333333333,18009,9,13602.7777777778,14543
329,749954.373,6297320.224,25.794,"10",8,50,43.5,8,15085.375,14874,8,9727.875,9985,8,21126.125,20535.5,8,19953.375,19446.5
330,749951.061,6297320.768,25.779,"12",11,45.5454545454545,45,11,11006.3636363636,10417,11,7941.09090909091,7925,11,13025.7272727273,13025,11,11845.0909090909,11952
331,749944.556,6297319.897,25.843,"9",10,82,78,10,16947.6,17212,10,12145.7,11474.5,10,20976.3,21225,10,19507.3,19327.5
332,749941.487,6297320.294,25.857,"8",9,56.5555555555556,58,9,13849.4444444444,13593,9,9961.22222222222,9803,9,16892.4444444444,16429,9,14988.3333333333,14738
333,749931.618,6297321.845,25.891,"6",10,75.7,74,10,18722.8,19097.5,10,11930,11164,10,21652.3,19096,10,18376,17679.5
334,749929.001,6297322.917,25.919,"2",9,62.6666666666667,59,9,11841.4444444444,11641,9,10542.8888888889,10066,9,13410.6666666667,13360,9,12371.7777777778,12280
335,749927.785,6297321.07,25.96,"1",9,60.3333333333333,58,9,8985.77777777778,8857,9,8083,7862,9,11086.5555555556,10667,9,9791,9457
336,749925.476,6297322.686,25.97,"1",9,73.6666666666667,76,9,16763.8888888889,16405,9,12249.3333333333,13113,9,23423.6666666667,22340,9,18018.6666666667,17690
337,749924.479,6297323.72,25.963,"1",12,68.9166666666667,66.5,12,9572.33333333333,8938.5,12,8587.16666666667,8195,12,9164.5,8080.5,12,8461.41666666667,8125
338,749922.595,6297325.23,25.951,"1",12,42.1666666666667,41.5,12,11800.9166666667,11820,12,8843.41666666667,8381,12,14960.6666666667,14712.5,12,14021.9166666667,14116
339,749922.67,6297326.939,25.962,"2",10,56.4,59.5,10,12377.4,11758.5,10,9578.3,9681,10,15670.7,14167,10,13243.3,12222
340,749919.755,6297328.669,25.867,"4",10,57,51,10,9068.5,8797,10,8208.7,8159.5,10,9719.4,9436,10,10142.8,9931.5
341,749914.577,6297326.513,25.958,"6",9,58.3333333333333,61,9,16962.8888888889,16805,9,12214.7777777778,12380,9,24199.5555555556,22627,9,20300.6666666667,19408
342,749908.568,6297326.332,25.982,"3",10,90.1,87,10,12028.1,12180,10,9069.4,9072,10,13588.1,13579.5,10,10672.5,10664.5
343,749903.923,6297323.972,25.983,"8",9,87.1111111111111,87,9,22663.2222222222,22790,9,14596.2222222222,15181,9,37713.8888888889,38707,9,29435.7777777778,28705
344,749898.059,6297321.862,26.057,"9",9,69.7777777777778,60,9,10641,10538,9,8755.11111111111,8919,9,11404.2222222222,11773,9,9920.11111111111,10280
345,749894.448,6297320.878,26.032,"14",10,64.4,56.5,10,9322.1,8560.5,10,7200.4,7103,10,8913.4,8176.5,10,7351.7,7110
346,749891.006,6297319.514,26.126,"8",9,56,59,9,8292.11111111111,8438,9,6710,6616,9,9030.77777777778,8986,9,8473.22222222222,8531
347,749886.469,6297317.145,26.144,"13",9,57.1111111111111,40,9,13296.8888888889,13176,9,8912.55555555555,9048,9,20736.4444444444,22706,9,16698.1111111111,17902
348,749881.025,6297313.372,26.217,"6",9,86.7777777777778,89,9,21978.2222222222,22425,9,11524,11606,9,36873.6666666667,38340,9,31049.4444444444,32942
349,749881.319,6297305.156,26.3,"0",9,45.8888888888889,33,9,18471.5555555556,18456,9,9651.22222222222,9501,9,32452.3333333333,31552,9,31090.3333333333,30735
350,749879.057,6297307.527,26.323,"0",10,26.3,24,10,10956.1,10817,10,6490.7,6343,10,16566.9,15393.5,10,19377.9,18616
351,749877.425,6297308.718,26.362,"-1",11,42.5454545454545,38,11,11578.8181818182,10962,11,6851.90909090909,6584,11,17946.0909090909,16441,11,15376.0909090909,14790
