field_1,field_2,field_3,field_4,field_5,G_count,G_mean,G_median,G_stdev,G_min,G_max,B_count,B_mean,B_median,B_stdev,B_min,B_max,R_count,R_mean,R_median,R_stdev,R_min,R_max,RE_count,RE_mean,RE_median,RE_stdev,RE_min,RE_max,NIR_count,NIR_mean,NIR_median,NIR_stdev,NIR_min,NIR_max
129,771537.507,6307181.976,21.734,"1",9,0.00265863843055235,0.00262403138913214,0.000143476130609654,0.0025207893922925,0.00296286703087389,9,107.410279168023,106.172660827637,4.46834560831306,102.210662841797,117.391960144043,9,0.00257631613769465,0.00259124697186053,3.94433056721801e-05,0.00252318824641407,0.0026324896607548,9,0.00470077463736137,0.00466567138209939,0.000213292212226251,0.00442762300372124,0.00522589171305299,9,0.00685851824366384,0.0067141717299819,0.000412129157568524,0.00652849348261952,0.0079354289919138
130,771538.767,6307182.851,21.715,"1",10,0.00263149414677173,0.00260773429181427,0.000114124549238626,0.00242345966398716,0.00280690076760948,10,85.0150672912598,85.2069282531738,5.73197173537452,71.3923873901367,92.1820983886719,10,0.00213284648489207,0.00213162589352578,7.06429472519275e-05,0.00202093622647226,0.00225818366743624,10,0.00603552032262087,0.00606513279490173,0.000371139326281392,0.00541991367936134,0.00674240151420236,10,0.00962297664955258,0.00964494049549103,0.000424695116000704,0.00893523171544075,0.0103604849427938
131,771539.89,6307182.868,21.722,"1",9,0.00265358153006269,0.0026421279180795,0.000202861188805548,0.00241197063587606,0.00304499524645507,9,111.098600599501,113.287750244141,4.55635981262724,101.532600402832,117.371688842773,9,0.00255106381761531,0.00251450529322028,8.79515840295464e-05,0.00244685728102922,0.00273059448227286,9,0.00522901247152024,0.00499521009624004,0.000612599993690308,0.0043996861204505,0.00640602596104145,9,0.00727580880953206,0.00710281869396567,0.000610401146265196,0.00638783350586891,0.00834218319505453
132,771541.22,6307181.941,21.725,"1",12,0.00258138298522681,0.002570825163275,0.000127271710355629,0.00239088479429483,0.0028341447468847,12,102.519907633464,100.625492095947,4.31885499204509,97.831787109375,110.76131439209,12,0.00252900697523728,0.002540088375099,0.000109595006748314,0.00232992600649595,0.00270421360619366,12,0.00529617595020682,0.00520198931917548,0.000313660712199684,0.00500079151242971,0.00605329545214772,12,0.0081196555790181,0.0079858941026032,0.000422403932569159,0.00761911366134882,0.00914154667407274
133,771541.297,6307180.093,21.764,"1",9,0.00279725229160653,0.00280700181610882,0.000215488917602275,0.00247299415059388,0.0031272042542696,9,97.399047003852,96.0516128540039,3.78467556467964,91.1692886352539,103.244422912598,9,0.00229550484153959,0.00229016481898725,8.45871482732441e-05,0.00209893938153982,0.00240882206708193,9,0.00575603994851311,0.00582881923764944,0.00086550387760922,0.00469925673678517,0.00718971760943532,9,0.00859000088853968,0.00831442326307297,0.00114053911127326,0.00705635081976652,0.0109027614817023
134,771542.409,6307177.512,21.718,"1",9,0.00305593621710108,0.00308101926930249,0.000191156700924158,0.00271888845600188,0.00327202957123518,9,112.4808722602,112.113395690918,4.63717301306685,106.104095458984,121.752754211426,9,0.00235835584397945,0.0023552612401545,8.77823783333814e-05,0.00222886190749705,0.00253450241871178,9,0.00651631105898155,0.00678949058055878,0.000759517468517584,0.00512420479208231,0.00736712105572224,9,0.00939776282757521,0.00969519931823015,0.000793617151709509,0.0079573430120945,0.0104432068765163
135,771543.593,6307177.765,21.756,"1",9,0.0029228079236216,0.00290305842645466,0.00026760037715716,0.0025533027946949,0.00326010165736079,9,109.993194580078,111.23429107666,6.62835501930639,99.2151565551758,118.437515258789,9,0.00238468611819877,0.00238094641827047,7.45712201634701e-05,0.00227698963135481,0.00254929740913212,9,0.00616115719700853,0.00606611091643572,0.000941162609314921,0.00486808549612761,0.00773025210946798,9,0.00865363810832302,0.00872244033962488,0.00116610294505686,0.00706362584605813,0.0102416789159179
136,771544.894,6307173.471,21.736,"1",11,0.00245461282743649,0.00243446743115783,7.58900524493717e-05,0.00232951180078089,0.00260940170846879,11,95.9350863370028,95.6975555419922,2.74430711854438,92.8739013671875,103.032859802246,11,0.00242038428868082,0.00240910286083817,5.97605899076192e-05,0.00233960035257041,0.00251444568857551,11,0.00453190450471911,0.00443047424778342,0.00023123168264718,0.0042997021228075,0.00509967748075724,11,0.00661157304421067,0.00654184306040406,0.00038311272734117,0.00602076016366482,0.00737526640295982
137,771545.981,6307170.456,21.716,"1",9,0.0029461650022616,0.00293878768570721,0.000165404328996058,0.00272894045338035,0.00321663846261799,9,116.588419596354,115.7802734375,2.46601750287521,112.608604431152,120.005065917969,9,0.00255884406053358,0.0025164948310703,9.00196213720105e-05,0.00245785131119192,0.0027282927185297,9,0.00574187846440408,0.00575751205906272,0.000579294492614438,0.00472043361514807,0.00668863020837307,9,0.0081558528666695,0.00832351110875607,0.000753385900286898,0.00676975399255753,0.00950853992253542
138,771543.247,6307170.173,21.734,"1",10,0.00277018162887543,0.00275444856379181,0.000288824854767425,0.0023520328104496,0.00326462578959763,10,108.572193908691,109.137451171875,5.34475984717125,98.8164520263672,116.196075439453,10,0.00233207468409091,0.00235052709467709,7.85412768300651e-05,0.00220625754445791,0.00244180718436837,10,0.00542292310856283,0.00524419290013611,0.00082199245329419,0.004399792291224,0.00666951341554523,10,0.00817232993431389,0.00807247031480074,0.00124574710477997,0.0064547723159194,0.0104099372401834
139,771541.936,6307172.408,21.755,"1",9,0.00250252429395914,0.00248866458423436,0.000106870651509822,0.00235237670131028,0.00265289284288883,9,109.759005228678,109.413856506348,5.61829078737437,100.950889587402,117.71411895752,9,0.00238464961552786,0.00236807065084577,4.57980060592137e-05,0.00233025313355029,0.00247740931808949,9,0.0045637717574007,0.00438929488882422,0.00030828611703378,0.00421302765607834,0.00512235332280397,9,0.00687392211208741,0.00692665483802557,0.00020367947363815,0.00654199440032244,0.00727000879123807
140,771540.935,6307174.23,21.731,"1",9,0.00280791632313695,0.00286071514710784,0.000125028784064404,0.00260609318502247,0.00299691176041961,9,112.645536634657,111.958145141602,5.61795167362214,104.910621643066,125.934364318848,9,0.00238675650002228,0.00240858504548669,5.77674977428935e-05,0.00223590736277401,0.00243478268384933,9,0.00550146519930826,0.00553707405924797,0.000380123851928109,0.00498150009661913,0.00620638113468885,9,0.00796070027475556,0.00790821947157383,0.000726572481296965,0.00697410525754094,0.00928079150617123
141,771539.724,6307176.119,21.699,"2",9,0.00286038985682858,0.0027442704886198,0.000267886891946408,0.00262229610234499,0.00338165694847703,9,117.301124572754,116.922485351562,3.79144465117417,111.226036071777,125.54647064209,9,0.00249555727673901,0.00246188929304481,0.000113318792508526,0.00236123893409967,0.0026894030161202,9,0.00524759825526012,0.00483561400324106,0.000694948283807324,0.00464665098115802,0.00680960854515433,9,0.00744760776352551,0.00705198058858514,0.000946847808639206,0.00651734601706266,0.00913125835359097
142,771538.351,6307178.196,21.733,"2",10,0.00263866446912289,0.0026218902785331,7.82766205345014e-05,0.00253202626481652,0.00280933757312596,10,108.693524932861,108.799858093262,3.94395842122866,101.753456115723,115.466331481934,10,0.00261792452074587,0.00260881660506129,8.66245966972168e-05,0.00247810804285109,0.00273299240507185,10,0.00495129465125501,0.00490165548399091,0.000133948290994245,0.00475196121260524,0.00515352794900537,10,0.0066994424443692,0.00659932778216898,0.000298747183834111,0.006407774053514,0.00727314781397581
143,771537.399,6307178.363,21.718,"4",9,0.00310986276922954,0.00314822979271412,0.000182781320729515,0.00272043631412089,0.00335154961794615,9,121.013893127441,119.034393310547,4.78715929979441,115.319747924805,129.161911010742,9,0.00234735221602023,0.00233105686493218,5.87315269663942e-05,0.00226211012341082,0.00245655258186162,9,0.00673935189843178,0.00663035735487938,0.000766739892202376,0.00533801363781095,0.00781366322189569,9,0.00939744948926899,0.00968512985855341,0.000914954019591042,0.0079308757558465,0.0109372846782207
144,771523.677,6307178.296,21.594,"6.5",8,0.00284401763929054,0.00283286487683654,0.000319703969089324,0.00238615158013999,0.00337099726311862,8,102.72142124176,102.034271240234,6.49814883647654,91.9428405761719,115.003135681152,8,0.00231986187282018,0.00233694107737392,9.93685640462723e-05,0.0021210853010416,0.0024360790848732,8,0.00490704720141366,0.00463758665136993,0.000672571899027419,0.00418546330183744,0.00604045065119863,8,0.00734472862677649,0.00701994402334094,0.00111573466508017,0.00603238306939602,0.00926418416202068
145,771516.661,6307177.146,21.533,"7.5",12,0.00309705802161867,0.00308839848730713,0.000226900046773026,0.00274734734557569,0.00340427365154028,12,132.816410064697,134.892288208008,6.98532497154875,120.393692016602,143.378601074219,12,0.00254010469264661,0.0025163620011881,8.07272142617165e-05,0.00244285725057125,0.0026755346916616,12,0.00518057879526168,0.00517922244034708,0.000466115563682226,0.00434991903603077,0.00594748137518764,12,0.00608769711107016,0.00615253881551325,0.000565765401283077,0.00534252123907208,0.00724099250510335
146,771507.858,6307176.27,21.566,"5",9,0.0024407918099314,0.00241154176183045,0.00012880661638563,0.00228487956337631,0.0026657129637897,9,101.336288452148,102.73917388916,4.63173284292919,94.9571685791016,109.887832641602,9,0.00230843656592899,0.00229503726586699,5.43559848250294e-05,0.00223881308920681,0.00240526162087917,9,0.00412288233120408,0.00400135200470686,0.000399996071385051,0.00359956221655011,0.00485375430434942,9,0.00569982997452219,0.00555801019072533,0.000628803179245657,0.00508101843297482,0.00681090587750077
147,771504.376,6307175.207,21.562,"6",9,0.00230096404751142,0.00226711947470903,0.00011715173753661,0.00219664722681046,0.00258545042015612,9,102.359901428223,100.11939239502,5.30130615790898,94.5382690429688,112.610275268555,9,0.00223567921461331,0.00225942605175078,8.15110897311369e-05,0.00201292312704027,0.00230111763812602,9,0.00389912470968233,0.00369431683793664,0.000448551106454475,0.00351520208641887,0.00500783603638411,9,0.0054643466654751,0.00531155895441771,0.000597200741525361,0.00483052432537079,0.00691247312352061
148,771498.309,6307175.145,21.634,"4.5",10,0.00254648260306567,0.00250665692146868,0.000166669252381491,0.00229287892580032,0.00282402243465185,10,107.933486938477,108.694492340088,4.75550212099644,99.309211730957,113.016555786133,10,0.00225627145264298,0.00226457428652793,6.12823288562154e-05,0.00214463192969561,0.0023551860358566,10,0.00464046602137387,0.00456733372993767,0.00044293400025125,0.00392153253778815,0.00538269244134426,10,0.0065901973284781,0.00658362079411745,0.000275924540459669,0.00618239725008607,0.00715235993266106
149,771496.586,6307174.582,21.699,"2",10,0.00253661924507469,0.0024592358386144,0.000182382043747473,0.00234017195180058,0.00296247960068285,10,101.221635437012,102.0485496521,2.9433980613655,94.981086730957,104.755470275879,10,0.0023394429590553,0.00233379809651524,4.03592518901491e-05,0.00228269444778562,0.00240463903173804,10,0.00458619743585587,0.0043371357023716,0.000528455258732609,0.00412303581833839,0.005757971201092,10,0.00652800719253719,0.0061937605496496,0.000520855507597893,0.00604547886177897,0.00752914976328611
150,771495.945,6307172.596,21.666,"2",9,0.00269054264451067,0.00275419512763619,0.000194259622470512,0.00236498238518834,0.00298910355195403,9,103.281213548448,103.827430725098,5.98792328833823,92.9642486572266,110.978584289551,9,0.00218236063503557,0.00216834899038076,4.18718514627788e-05,0.00211500888690352,0.00225515686906874,9,0.00561750618120035,0.00562387751415372,0.000690124147385565,0.00424536177888513,0.00635775877162814,9,0.00864878938429885,0.00889026466757059,0.000823852369371547,0.00680918805301189,0.00954596977680922
151,771491.12,6307174.446,21.662,"8",10,0.00287778812926263,0.0028312208596617,0.000225534588081815,0.00252912985160947,0.00319396145641804,10,88.3499061584473,89.8330192565918,6.6642489477768,73.6481704711914,96.064094543457,10,0.00213095608633012,0.00214484892785549,5.62603349868958e-05,0.00202597538009286,0.00219988846220076,10,0.00549253551289439,0.00529775395989418,0.000479717191567573,0.00485877925530076,0.00618030689656734,10,0.00773898563347757,0.00764399138279259,0.000459226038992152,0.00702532473951578,0.0083379652351141
152,771485.771,6307174.481,21.688,"6",10,0.00247704344801605,0.00244789395947009,7.89928044120061e-05,0.00236883829347789,0.00262691546231508,10,119.470416259766,119.394367218018,3.10918974566064,114.033103942871,123.507102966309,10,0.0025919008301571,0.00261698325630277,6.81145526508387e-05,0.00248712045140564,0.00269946665503085,10,0.00353859455790371,0.00349271344020963,0.000172892121218109,0.00330522772856057,0.00384283042512834,10,0.00348866004496813,0.00346685887780041,0.000240677026902217,0.00315648014657199,0.0038919267244637
153,771478.07,6307175.371,21.74,"7.5",10,0.00310483153443784,0.00312623544596136,0.000282018057921704,0.00256514665670693,0.00347966211847961,10,110.18991317749,112.014835357666,5.21674462550986,100.013984680176,117.302940368652,10,0.00245759724639356,0.00245239003561437,0.000124517255740534,0.00226058484986424,0.00269050616770983,10,0.00578971756622195,0.00588621525093913,0.000911264603203865,0.0044172047637403,0.00714111747220159,10,0.00666247867047787,0.00667485175654292,0.00104059878614396,0.00537534384056926,0.00884402915835381
154,771472.143,6307175.011,21.757,"10",10,0.00254337135702372,0.00243440200574696,0.00026842755743982,0.00224137888289988,0.00313681829720736,10,84.7944480895996,85.3211517333984,6.46500962474013,74.1134567260742,93.1277847290039,10,0.0022713830228895,0.00226300652138889,9.42504746183121e-05,0.00213266164064407,0.00240986188873649,10,0.00469959652982652,0.00452392315492034,0.000602014894131967,0.00393555965274572,0.00590566918253899,10,0.00629816935397685,0.00632471102289855,0.000380303501526966,0.00570665160194039,0.00684164417907596
155,771461.9,6307172.751,21.813,"4",9,0.00296898954547942,0.0029247475322336,0.000154624206279755,0.00273361708968878,0.00322442944161594,9,98.5786293877496,100.109092712402,5.78136222506359,85.9409790039062,106.916946411133,9,0.00225247473766406,0.00223547243513167,0.000110243535824652,0.00207991991192102,0.00240044994279742,9,0.00603514795915948,0.0059758978895843,0.000423133809265358,0.00538991671055555,0.00680053234100342,9,0.00873206260924538,0.00852363184094429,0.000798105570838724,0.00766874430701137,0.0102482885122299
156,771455.9,6307170.556,21.751,"9",10,0.00335288948845118,0.0032538864761591,0.000250967039108149,0.00306345731951296,0.00389294233173132,10,98.0688621520996,98.1366348266602,6.35240607192679,87.6718826293945,106.760780334473,10,0.00231040467042476,0.00228775490541011,6.19242453611273e-05,0.00224717729724944,0.00242529669776559,10,0.00727811912074685,0.00712880748324096,0.00070689215274026,0.00629686564207077,0.00845667812973261,10,0.0098599299788475,0.00981762027367949,0.00112708311616672,0.00816794950515032,0.0116974664852023
157,771446.968,6307154.467,21.733,"7",9,0.00331441587251094,0.00329825049266219,0.000228272685668263,0.00293952645733953,0.00357294222339988,9,72.4710532294379,74.664924621582,8.46148019309357,58.1057052612305,85.2531356811523,9,0.00183112006117072,0.001841199118644,3.59220406932614e-05,0.00177509349305183,0.00189755694009364,9,0.00826957656277551,0.00826113857328892,0.000521427498503661,0.00730109820142388,0.00885339826345444,9,0.0130678494978282,0.0131032215431333,0.000653732974741893,0.0119326328858733,0.0139788947999477
158,771448.496,6307148.925,21.741,"10",10,0.00250369841232896,0.00250869919545949,0.000184769136490622,0.00225185439921916,0.00286268931813538,10,79.0427391052246,77.9044570922852,5.65632276647371,72.008186340332,88.1873168945312,10,0.00193214939208701,0.00192657799925655,5.58999650220822e-05,0.00183817988727242,0.00202126405201852,10,0.00513256737031043,0.00505284662358463,0.000430667445609074,0.00461791036650538,0.00598021177574992,10,0.00741619626060128,0.00731909507885575,0.00057367664453253,0.00667546084150672,0.00839117541909218
159,771449.286,6307140.467,21.698,"9",9,0.00336764683015645,0.00345971155911684,0.00022838698267967,0.00295271468348801,0.00367074296809733,9,90.8579008314345,89.7395935058594,6.07935112264839,83.8435363769531,103.300094604492,9,0.00197535984787262,0.00198646145872772,3.84312841758084e-05,0.00191832683049142,0.00203091604635119,9,0.00714225394444333,0.00734286615625024,0.000709154641432352,0.006173066329211,0.00809834245592356,9,0.0105650811973545,0.0100653180852532,0.00107147540852948,0.00936704594641924,0.0121360393241048
160,771450.153,6307133.182,21.699,"9",9,0.00310871646636062,0.00308457738719881,0.000302460808418425,0.00274114683270454,0.0036865989677608,9,71.6917300754123,71.5893630981445,5.29973068812639,64.6238174438477,82.3082122802734,9,0.00201603884084357,0.00203124107792974,6.59534248525529e-05,0.00186210009269416,0.00211599306203425,9,0.00697225704789162,0.00671566696837544,0.000811945547853088,0.00572918495163321,0.00834116153419018,9,0.0106978852094875,0.0102895703166723,0.00155919036599753,0.00884582940489054,0.0130741130560637
161,771443.956,6307128.778,21.64,"9",10,0.00363930677995086,0.00361936737317592,0.000180681701144677,0.00337459123693407,0.00402282364666462,10,85.4361824035645,84.6564636230469,7.50065097532979,71.1167449951172,98.5338134765625,10,0.00252864887006581,0.00253606308251619,0.000119575799176037,0.0022998764179647,0.00269602844491601,10,0.00705710193142295,0.0069802759680897,0.000521107465063122,0.00638693431392312,0.00812172330915928,10,0.00912790838629007,0.00909899594262242,0.000625138692853098,0.00834216363728046,0.0105759231373668
162,771441.466,6307123.533,21.617,"6",9,0.00331552409463459,0.00336222536861897,0.000209422842830869,0.00301501713693142,0.00360786519013345,9,66.8683162265354,66.7160491943359,5.53416657887149,59.9350891113281,79.4580993652344,9,0.00195372307724837,0.00198180298320949,8.21264628453304e-05,0.00178681465331465,0.00208159419707954,9,0.00820217131533556,0.00814360473304987,0.000661763845268854,0.00737781682983041,0.00963456928730011,9,0.0132103422656655,0.0133964512497187,0.0007709692193102,0.0121339978650212,0.0143755339086056
163,771441.441,6307116.537,21.537,"6",9,0.00291952731398245,0.00280699227005243,0.000317189893418517,0.00257032201625407,0.00353775173425674,9,71.6967141893175,70.2709274291992,6.9631058726384,61.7282295227051,88.2696380615234,9,0.00218362371540732,0.00219267350621521,8.14485465625833e-05,0.00203185179270804,0.00228988658636808,9,0.00556981118602885,0.0053797154687345,0.000634934472862554,0.00474323472008109,0.00669941259548068,9,0.00891493623041444,0.00854510627686977,0.000975051918348413,0.00764477998018265,0.0104291634634137
164,771437.871,6307111.705,21.511,"0",9,0.00317376241501835,0.00316004035994411,0.000154187486939985,0.00283928867429495,0.00334442593157291,9,84.4186426798503,86.694694519043,4.92971329793713,75.1729431152344,90.9143371582031,9,0.00252064141548342,0.00252284435555339,0.000122896247949385,0.00229312991723418,0.00265644490718842,9,0.0056714897768365,0.00572381308302283,0.000585452670645099,0.00487556681036949,0.0064192246645689,9,0.00826820306893852,0.00804191455245018,0.00103231660899905,0.00683801062405109,0.0100357150658965
165,771436.491,6307111.35,21.537,"0",9,0.00281669608213835,0.00280647724866867,0.000225874412413888,0.00252675055526197,0.00317157804965973,9,67.7938435872396,67.5856475830078,2.64345731396578,62.3803253173828,71.8680801391602,9,0.0022178503115558,0.00222470541484654,4.52061670310356e-05,0.00211447640322149,0.00227509578689933,9,0.00532306394436293,0.00518534472212195,0.000613418771428439,0.00460699107497931,0.00638399925082922,9,0.00955097718785206,0.00949110370129347,0.000869816405458639,0.00855565536767244,0.0111005324870348
166,771435.255,6307111.511,21.536,"1",10,0.00257683219388127,0.00250479567330331,0.000187017889198996,0.00239664549008012,0.00301781110465527,10,65.9597930908203,64.3340129852295,4.3389802027392,61.0968856811523,75.2950973510742,10,0.00222788981627673,0.0021889884956181,0.000107033553060002,0.00207159668207169,0.00240467325784266,10,0.004578354395926,0.00443002372048795,0.000556125021754312,0.00390832824632525,0.00574979744851589,10,0.00830321107059717,0.0080267172306776,0.000684160519868019,0.00758840469643474,0.00999138224869967
167,771435.87,6307112.535,21.53,"1",11,0.00251667789945548,0.00251303240656853,0.000192294103623033,0.00225230888463557,0.00285353045910597,11,77.2695673162287,77.3566207885742,2.88583550294625,71.7397766113281,81.662239074707,11,0.00234769403257153,0.00233545154333115,4.13160750606408e-05,0.00231112213805318,0.00244784355163574,11,0.00391704057851298,0.00378545513376594,0.000507282669108416,0.00335925351828337,0.00498361000791192,11,0.00685846094380725,0.00650728959590197,0.000732045762366327,0.00614017946645617,0.00833361223340034
168,771434.792,6307114.374,21.54,"1",10,0.00228620814159513,0.00228044029790908,2.77256388197004e-05,0.00224973377771676,0.00235327496193349,10,90.7254585266113,90.7136535644531,0.342828345979186,90.0585250854492,91.3021545410156,10,0.00294384150765836,0.00293416564818472,4.0919312213042e-05,0.00287267006933689,0.00302725099027157,10,0.00279942897614092,0.00279115245211869,5.04592492830226e-05,0.00271622254513204,0.00288959965109825,10,0.00287657817825675,0.00288123020436615,4.26999203490297e-05,0.00280747492797673,0.00296453293412924
169,771438.998,6307111.257,21.504,"1",9,0.00260487022913165,0.00257445219904184,9.51569427015002e-05,0.0025151374284178,0.00283060385845602,9,75.8245629204644,76.5763473510742,4.73101375850215,68.6201019287109,82.2068786621094,9,0.00267443549819291,0.00268456595949829,0.000102746360829069,0.00255444878712296,0.00283704046159983,9,0.00437017183543907,0.00435222778469324,0.000178610624483306,0.00413347454741597,0.00472288625314832,9,0.00748454660384191,0.00726692425087094,0.000453538262614163,0.00706615578383207,0.00857559219002724
170,771439.456,6307110.842,21.531,"0",10,0.00280766298528761,0.00284769863355905,0.000147717572997384,0.00258593587204814,0.00307298824191093,10,77.6444030761719,77.7777481079102,3.1437798712261,72.4067611694336,82.5445327758789,10,0.0026076675625518,0.00261198671068996,6.04870011344549e-05,0.00252249068580568,0.00271252682432532,10,0.00483092875219882,0.00479759043082595,0.000558001830193885,0.00406090077012777,0.00601096916943789,10,0.00789839462377131,0.00792317138984799,0.000390692491773919,0.00736352289095521,0.00867896154522896
171,771440.14,6307111.473,21.528,"0",9,0.00248911912139091,0.00250189285725355,8.03505396093273e-05,0.00236735143698752,0.00261570350266993,9,96.4590386284722,96.3530960083008,3.62679977769934,91.8688659667969,103.794479370117,9,0.00280812778510153,0.00281183258630335,6.24133001714658e-05,0.00269747828133404,0.00290592154487967,9,0.003447943367064,0.00345437088981271,5.08237890759254e-05,0.003357935231179,0.0035229311324656,9,0.00442392047908571,0.00443157833069563,6.38034644060559e-05,0.00433540483936667,0.00450221309438348
172,771440.964,6307110.733,21.529,"0",9,0.0022142036145346,0.00221499870531261,3.84954494163406e-05,0.00215546041727066,0.00227875122800469,9,81.7269083658854,82.5565795898438,1.74234307114441,78.4088363647461,83.5533065795898,9,0.00261195353232324,0.00262819393537939,5.19576472277407e-05,0.00246809236705303,0.00264244456775486,9,0.00329356242178215,0.00329532218165696,6.78656962670631e-05,0.00316439894959331,0.00338917830958962,9,0.00459815520379278,0.00456573208793998,9.94538015215448e-05,0.00442787678912282,0.00474672950804234
173,771441.601,6307110.824,21.542,"0",9,0.00222356490687364,0.00222513219341636,3.70182549310076e-05,0.00214322423562407,0.00226658582687378,9,83.9395319620768,84.3438262939453,1.56402337079765,81.3752517700195,86.6812133789062,9,0.00246438738476071,0.00246213539503515,5.60486205488141e-05,0.00234960578382015,0.00255561270751059,9,0.00315802567638457,0.00312329805456102,7.65491970933083e-05,0.00303924712352455,0.00332350074313581,9,0.00405679089534614,0.00406914623454213,6.35868245119113e-05,0.00391792133450508,0.00415237527340651
174,771442.918,6307110.056,21.537,"1",9,0.00234340643510222,0.00229477579705417,0.000109588997092873,0.00223608314990997,0.0025745693128556,9,84.4190860324436,84.3190536499023,1.2861000700752,82.5643157958984,87.4709167480469,9,0.00263549255517622,0.00264910818077624,4.34201408861968e-05,0.00255484972149134,0.00269124587066472,9,0.00335348982156979,0.00331787415780127,0.000228117589567716,0.0030338300857693,0.00385342934168875,9,0.00398850151234203,0.00393329886719584,0.000217278472651751,0.00364536559209228,0.0044484012760222
175,771444.179,6307109.406,21.542,"1",10,0.00209405208006501,0.00209837744478136,2.89483506498071e-05,0.00202644942328334,0.00213291007094085,10,75.1276893615723,75.1891174316406,1.85062515778125,71.4506454467773,78.2066421508789,10,0.00244406771380454,0.00243791460525244,5.77228284475121e-05,0.00237697479315102,0.00260433298535645,10,0.003110296651721,0.00312521320302039,0.000120781629029244,0.00289220060221851,0.0032918497454375,10,0.00398010918870568,0.00395291391760111,0.00024344369804157,0.00371251604519784,0.00447515677660704
176,771490.745,6307060.868,21.434,"6",8,0.00294389034388587,0.00290134071838111,0.000275172626753929,0.00252031371928751,0.00341533939354122,8,68.7998957633972,68.2003974914551,4.01481148600798,63.363353729248,77.2392425537109,8,0.00241823369287886,0.0024197333259508,4.66677198808078e-05,0.00233405432663858,0.00249296962283552,8,0.00618560868315399,0.00618220958858728,0.000777762579915723,0.00518949143588543,0.00754898646846414,8,0.00835109868785366,0.00835455907508731,0.000564137134619168,0.00753922807052732,0.00924517493695021
177,771491.095,6307058.507,21.433,"4",8,0.00270507167442702,0.00266654288861901,8.2319499289983e-05,0.00263856910169125,0.00288947089575231,8,90.2934741973877,90.2919731140137,2.07436830246226,87.5612945556641,93.2148284912109,8,0.00310478280880488,0.00312064436729997,4.03427683675703e-05,0.00304107274860144,0.00315876002423465,8,0.00464858039049432,0.00459649018011987,0.000146683923700538,0.00447699427604675,0.00496448110789061,8,0.00569907698081806,0.00566747179254889,0.00048252139101518,0.00501480000093579,0.00655249180272222
178,771493.568,6307053.844,21.544,"1",10,0.00333630382083356,0.00333344482351094,0.000153626901726194,0.00309641635976732,0.0035705859772861,10,72.7663383483887,73.8266410827637,5.26446473507314,64.1948013305664,81.0744476318359,10,0.00230193207971752,0.00229770643636584,8.64363368053285e-05,0.00218864693306386,0.00244611315429211,10,0.00775871337391436,0.00764383841305971,0.000511830934873662,0.00703267892822623,0.00850523263216019,10,0.0115290987305343,0.011571214068681,0.000708215006123787,0.0103797959163785,0.0126774180680513
179,771490.444,6307050.024,21.516,"5",12,0.00279959425097331,0.00271085067652166,0.000242586578491386,0.00253375456668437,0.00329983164556324,12,81.9453728993734,82.3607597351074,6.39902978185807,72.0342025756836,91.7956695556641,12,0.00261400131663928,0.00258090032730252,0.000151127903196708,0.0023649986833334,0.00286846328526735,12,0.00571303515850256,0.00536927324719727,0.000953714741395449,0.00477444287389517,0.00748205184936523,12,0.00769303180277348,0.00750414654612541,0.00118183527546801,0.00600556377321482,0.00980687979608774
180,771489.349,6307048.996,21.489,"2",9,0.00265326257795095,0.00254232087172568,0.000297658822538931,0.00238016899675131,0.0032103480771184,9,74.5564151340061,74.7164077758789,1.99683147511812,71.6833267211914,77.1326141357422,9,0.00231895823445585,0.0023084101267159,2.89316642822772e-05,0.00227483734488487,0.0023610913194716,9,0.00588815090143018,0.0055002560839057,0.00115461172287776,0.00474629225209355,0.00809678342193365,9,0.00786389255275329,0.00771203683689237,0.000640052889527391,0.00702726701274514,0.00916289631277323
181,771488.222,6307047.597,21.53,"1",9,0.00367774333183964,0.00374059518799186,0.000276778721129336,0.00314752361737192,0.00413510389626026,9,82.8573142157661,82.5181045532227,4.02766896324523,77.6151733398438,89.1090240478516,9,0.00250580868062874,0.00250701094046235,5.97192491321766e-05,0.00241609150543809,0.00261111580766737,9,0.008178712024043,0.00818911474198103,0.000853558726950123,0.00647233752533793,0.00938038993626833,9,0.0107756366746293,0.0112928161397576,0.00112324533268488,0.00836563389748335,0.0119706559926271
182,771486.981,6307046.189,21.528,"1",9,0.00357106666908496,0.00356088019907475,0.000249117942008009,0.00311961374245584,0.00389374047517776,9,78.7682605319553,76.6616821289062,9.8575287892398,66.9593505859375,102.525596618652,9,0.00235254894424644,0.00234862882643938,7.51634016760281e-05,0.00222616945393384,0.00249806814827025,9,0.00821077363151643,0.00843615829944611,0.000661114856118615,0.00688601192086935,0.00914622563868761,9,0.0117579342590438,0.011944742873311,0.00120826180305626,0.00950995367020369,0.013580895960331
183,771486.07,6307045.474,21.519,"0",9,0.00381800410751667,0.00390184624120593,0.000289391282077698,0.00323074124753475,0.00412232661619782,9,75.343271891276,75.819091796875,8.82807836318222,59.0781402587891,88.2176284790039,9,0.00221490759092073,0.00220109638758004,7.28092791259575e-05,0.00212721433490515,0.00238136318512261,9,0.00955153380831083,0.00992412585765123,0.000913759940903983,0.00772522483021021,0.0104204714298248,9,0.0149056912503309,0.0151999713853002,0.000752659792660761,0.0136240785941482,0.0158345960080624
