field_1,field_2,field_3,field_4,field_5,G_count,G_mean,G_median,G_stdev,G_min,G_max,B_count,B_mean,B_median,B_stdev,B_min,B_max,R_count,R_mean,R_median,R_stdev,R_min,R_max,RE_count,RE_mean,RE_median,RE_stdev,RE_min,RE_max,NIR_count,NIR_mean,NIR_median,NIR_stdev,NIR_min,NIR_max
15,771896.671,6307151.118,21.896,"9",8,0.00273194428882562,0.00267037411686033,0.000225381985441172,0.0024907470215112,0.00316962972283363,8,106.034375190735,105.749164581299,2.72027091213045,103.410331726074,112.30884552002,8,0.00256924770656042,0.00255560642108321,7.06269356739057e-05,0.00246101873926818,0.00268439296633005,8,0.00452829999267124,0.00422180979512632,0.000734785116382886,0.00379776977933943,0.00614220928400755,8,0.00570248509757221,0.00530770584009588,0.000844785654447117,0.00490187248215079,0.00740696722641587
16,771884.759,6307154.838,21.985,"4",9,0.0027356528573566,0.0028030916582793,0.000205258643952135,0.0024263362865895,0.00304457079619169,9,112.095219082303,113.590950012207,3.38606358504422,106.153549194336,115.623596191406,9,0.00248332888198396,0.00248192716389894,6.36368395736886e-05,0.00236365292221308,0.00259111542254686,9,0.00540157531698545,0.00558409234508872,0.000747184418166718,0.00431147683411837,0.00653934013098478,9,0.00739761203941372,0.00767372362315655,0.000692549228394521,0.0064205601811409,0.00836119614541531
17,771883.25,6307155.456,21.929,"5",9,0.00267830175451106,0.00267669628374279,0.000173303787700877,0.00245560589246452,0.00308919977396727,9,85.9651760525174,83.1341934204102,5.05210751829418,81.2423629760742,95.8181076049805,9,0.0020346906191359,0.00204232963733375,3.99191427752545e-05,0.00197148090228438,0.00209826603531837,9,0.00571229821071029,0.00547001091763377,0.000741972263677672,0.00484726577997208,0.0073992176912725,9,0.00851779612195161,0.00833619479089975,0.000784656075068574,0.007538802921772,0.0102619100362062
18,771877.647,6307159.008,21.952,"7",9,0.00306216050456795,0.003056057728827,0.000213887102568889,0.00275899446569383,0.00334579893387854,9,103.691886901855,103.229370117188,6.74295348126173,95.1445083618164,114.625175476074,9,0.00228867804010709,0.00230144336819649,0.000112349226493762,0.00213763117790222,0.00245891651138663,9,0.00611794946922196,0.00597133627161384,0.000877770529875796,0.00497749028727412,0.00741753075271845,9,0.00942036204247011,0.00952834822237492,0.0016679618118612,0.00714729120954871,0.0117960842326283
19,771871.962,6307160.978,21.95,"6",10,0.00293677290901542,0.00304611376486719,0.00027218512646852,0.002404460683465,0.00324522471055388,10,103.358779907227,104.937480926514,7.7743111476328,88.1323852539062,112.379341125488,10,0.00221154310274869,0.00219806923996657,5.21141790550526e-05,0.0021387841552496,0.00231007393449545,10,0.00621337229385972,0.00654844357632101,0.000891179818667331,0.00445891730487347,0.00715169589966536,10,0.0093328723218292,0.00989082735031843,0.0011925917516085,0.00707439193502069,0.0106865456327796
20,771866.938,6307161.211,21.963,"9",10,0.00236376514658332,0.00234898563940078,0.000113525584233055,0.00221446785144508,0.00257532019168139,10,89.8029304504394,88.9031372070312,3.48617037219888,83.3735198974609,95.8488845825195,10,0.00228037056513131,0.00227470579557121,6.74488519893899e-05,0.00215833471156657,0.00239850324578583,10,0.00417476990260184,0.0040457199793309,0.000393529469292746,0.00379663170315325,0.00516446819528937,10,0.00587524720467627,0.00568927032873034,0.000469824881068077,0.00538767734542489,0.00700332038104534
21,771857.692,6307161.09,21.923,"7",9,0.00281458865437243,0.00266266567632556,0.00025007169921204,0.00258077890612185,0.00340452045202255,9,89.9784622192383,84.5246200561523,10.3229326156578,79.5938339233398,112.210151672363,9,0.00254813822296759,0.00254665105603635,3.92337870324054e-05,0.00248231808654964,0.00260156532749534,9,0.00553975497475929,0.00516868429258466,0.000750571272715458,0.0049484116025269,0.00733327073976398,9,0.00761392624634835,0.00709986127912998,0.00102841423090634,0.00652620615437627,0.00999640580266714
22,771886.852,6307244.281,21.869,"12",12,0.00296017843841886,0.00294990150723606,0.000132282774069148,0.00278690201230347,0.00324375159107149,12,91.8186511993408,92.7002716064453,3.11961905677623,87.4576797485352,97.8518600463867,12,0.00310423983804261,0.00309981242753565,0.000136398491468367,0.00288947555236518,0.00343922944739461,12,0.00440674143222471,0.00418184860609472,0.000549044621079537,0.00383073720149696,0.00552302412688732,12,0.00468997040297836,0.00445803231559694,0.000605122805341651,0.00411332910880446,0.00588943902403116
23,771885.104,6307243.647,21.934,"9.5",11,0.0032318437429653,0.00313302734866738,0.000555653901306066,0.00252924999222159,0.00411408534273505,11,93.6702485518022,95.5683898925781,6.57191868771317,82.0894317626953,101.366851806641,11,0.00272127964787863,0.00273167225532234,6.31212988182811e-05,0.00259945588186383,0.00284521235153079,11,0.00597522136839953,0.00604235799983144,0.00131674842712372,0.00402052979916334,0.00761067029088736,11,0.00697572491216389,0.00676140049472451,0.00159620750385873,0.00486347964033484,0.00935187842696905
24,771876.583,6307248.593,21.952,"8",10,0.00318265771493316,0.00322082894854248,0.000291055183519339,0.00270689185708761,0.00364960171282291,10,104.255337524414,105.393455505371,4.21661087653254,96.1146774291992,110.148231506348,10,0.00281506243627518,0.00284890993498266,7.67908953846746e-05,0.0026151230558753,0.00288561196066439,10,0.0052639891859144,0.00540605373680592,0.000445203685546847,0.00440644286572933,0.00582680990919471,10,0.00622825529426336,0.00621093320660293,0.000688826104585032,0.00507459091022611,0.00730623630806804
25,771882.029,6307254.008,21.836,"17",12,0.0025929052887174,0.00258636532817036,0.000100627404793735,0.00244188867509365,0.00281347101554275,12,91.6044979095459,91.2543601989746,2.39895889287797,87.3722229003906,95.2637405395508,12,0.00294682457266996,0.00291669124271721,7.54174304206986e-05,0.00285259285010397,0.00311655108816922,12,0.00336212686185415,0.00334544642828405,8.44231921638888e-05,0.00326091260649264,0.00356239336542785,12,0.00297930825036019,0.00296600116416812,0.000145876725386168,0.00275391153991222,0.00328379753045738
