desc,NIR_mean,Red_mean,Green_mean,RedEdge_mean,NDVI,GNDVI,NDWI,SAVI,OSAVI,NDWI2,NDWI3,WI,MNDWI3
8.5,9093.14893429628,10534.7266161705,13026.7236656685,5193.67346309671,-0.07344542603032435,-0.17782989995062104,0.17782989995062104,-0.1175090895402675,0.2729421114600775,0.42990556941294467,-0.0068753754413774255,1.1022302762872092,0.06657005058894692
8.0,9750.87764809513,12427.0028187624,14764.1400132129,5831.14939440652,-0.12066640789531051,-0.20449760364766884,0.20449760364766884,-0.19306102956269489,0.2515544507140907,0.43373950431119146,-0.0031984377049650973,0.9939630938933603,0.11746797019034541
6.0,9286.58028007751,11922.3641447948,14289.0591421525,5621.50281838999,-0.12427699426786336,-0.21218847016119688,0.21218847016119688,-0.19883756572357644,0.24584498472941016,0.43532454487921196,0.06130321160328665,0.8825882765522673,0.18558020587115
3.4,10259.3706509293,13853.578745706,16360.7957808509,6472.34065885669,-0.14905717403770738,-0.2292031173267752,0.2292031173267752,-0.23848554424945634,0.22633847321150372,0.4330747616782885,0.006651976439135737,0.973613296948618,0.1557091504768431
4.0,10130.4227194644,13371.1591860107,15764.2157424129,6304.06545390477,-0.13789439704870732,-0.2175660043001837,0.2175660043001837,-0.2206254026680873,0.23282485132454256,0.42867635246947355,0.04863782227906594,0.9018371269038798,0.18653221932777325
6.0,9082.05192460143,11921.6977891306,14169.9639742799,5613.82198537831,-0.1351970911495217,-0.21881595435874673,0.21881595435874673,-0.21630916668066652,0.23600025153100276,0.4324825393051011,0.049207131875289904,1.0217590501802505,0.1844042230248116
7.8,8793.03536821705,11718.4029245948,13906.8014446794,5394.2559901339,-0.14262127865518498,-0.22527765810003836,0.22527765810003836,-0.2281873709179183,0.2395650651160099,0.44104036700038146,-0.028116336941721824,1.0300023743729747,0.11450494171346315
6.4,9114.06770260158,11237.8499361711,13449.9787383898,5404.53330105208,-0.1043529298449733,-0.19216017158656923,0.19216017158656923,-0.166959765569138,0.25550219340113983,0.4267119414444351,0.02427008424704908,1.039674817543809,0.12862301409202237
6.4,8871.94703240578,11348.8927439239,13517.4354526242,5384.75312610074,-0.12249470046331151,-0.2074862235849735,0.2074862235849735,-0.19598570538325544,0.24460035404646865,0.430250830090494,-0.004217658948884997,1.2051521201156667,0.11827704151442651
4.9,8213.56998811149,10508.4896305755,12458.2386949056,4903.58522301968,-0.12257837487994044,-0.20533610637956967,0.20533610637956967,-0.1961191146303562,0.25234013868212596,0.4351301745484293,-0.0074500850912840805,1.156801605528886,0.11512828978865636
9.5,9302.59244086164,11890.4621822827,14032.0147130082,5437.26439363905,-0.12210933192211568,-0.20267846126401268,0.20267846126401268,-0.19536939994067853,0.26223647153581914,0.4414519033955762,0.005785254808694631,1.1043270299691448,0.1278945867308103
7.3,9344.99903117844,12566.3016558041,14819.6440021138,5611.74969173859,-0.14701558207995516,-0.22655600429904152,0.22655600429904152,-0.23521849030937803,0.24960299919458376,0.45067382325199756,0.0136175122188474,1.155722913274392,0.16063309429880257
6.3,9253.30219756022,12264.0506892148,14568.4199586031,5474.18989738847,-0.1399218810741838,-0.22312063444446298,0.22312063444446298,-0.22386876725657245,0.2566025685709198,0.45374480302504056,0.03860419551106267,1.0644092451319334,0.17852607658524647
5.0,9651.36564962797,12673.2193897768,15028.9326376965,5687.54404966319,-0.13535990634607561,-0.2178890597456997,0.2178890597456997,-0.21657002957441282,0.2584161245924771,0.45091589313220565,0.036484939532333595,0.9790812624410334,0.1718448458784092
4.0,9178.73208228712,11804.311836483,14011.5211224175,5339.34624025373,-0.12512864026592446,-0.20839742444683393,0.20839742444683393,-0.20020009980037967,0.26445551241257176,0.448154324022334,0.03699456376183084,1.097158484430648,0.16212320402775532
5.3,9468.22051440148,12769.4620805074,14977.741389941,5658.18990575178,-0.14845258951855478,-0.22537549952414965,0.22537549952414965,-0.2375177347093656,0.2518793621766014,0.45161768328500085,0.031249460787968905,1.071473821038636,0.1797020503065237
10.0,9156.32107627268,12744.9835300335,15008.5202131407,5462.56284128941,-0.1638561043860152,-0.24217825669858092,0.24217825669858092,-0.2621625849088973,0.2526703307730524,0.4663142319568416,-0.013330482669397396,1.00556613247419,0.1505256217166178
6.0,8893.66760625413,12234.7121338912,14333.3749394407,5236.887381634,-0.15813065501131934,-0.234197157149257,0.234197157149257,-0.2530018633158358,0.2587853221444242,0.464811733668533,0.1416980375516119,0.755315958679947,0.2998286925629312
6.9,9199.8998943476,13198.5480278218,15347.3092533897,5547.27372776897,-0.17852344713208645,-0.25043210908596314,0.25043210908596314,-0.2856298640812531,0.2476831330649507,0.4690227861670052,0.05344360868564293,0.9756086412685152,0.2319670558177294
10.1,9134.33781046327,13461.6955258059,15633.7106746521,5552.33675356702,-0.19150961812384723,-0.2624095664256592,0.2624095664256592,-0.3064072528643049,0.243894629875511,0.47584968150581125,0.042886015605470014,1.0220733848076844,0.23439563372931724
11.3,9434.19082019205,13653.5915778346,15903.0067394943,5696.62725751035,-0.182754700512215,-0.2553090531841094,0.2553090531841094,-0.29239992199735426,0.24701662153942475,0.4725255753592551,0.05983482031309282,0.937760232410185,0.24258952082530783
10.6,10040.66267342,15044.5759524334,17370.2791896058,6225.30213609337,-0.1994764073663727,-0.2673974704266769,0.2673974704266769,-0.31915461810274937,0.23456097329653416,0.47233322627969576,0.00596676055789418,1.0447706998166573,0.2054431679242669
11.0,9443.76618800106,13777.4007576425,16041.1907761431,5745.98286494582,-0.18662432339363794,-0.2588752493254836,0.2588752493254836,-0.2985912022826109,0.24343939522410032,0.47253526688662884,0.03719485381809964,0.9743726643892724,0.22381917721173758
9.0,10063.1041345603,14619.4930650346,16893.0360177887,6158.64884857558,-0.18459924997475874,-0.25337202747230964,0.25337202747230964,-0.2953516203678236,0.24069256202111997,0.4656660557110137,0.014204448178560381,1.06248086738563,0.1988036981533191
8.0,9674.8599674138,13688.1749086265,15930.7188779779,5836.98793429918,-0.1717805483108922,-0.24431624640619998,0.24431624640619998,-0.27484181892114096,0.24741552762974184,0.4637020808267141,0.014217042172106193,1.0286306938480727,0.1859975904829984
7.4,9617.56544710078,13496.8462994761,15756.3499317571,5842.92030995465,-0.1678295296850814,-0.24193288237144883,0.24193288237144883,-0.26852027729208006,0.2441479004256746,0.45897058145316333,0.020967982415691377,1.0883342625115429,0.18879751210077278
5.0,9140.06253578192,13301.3430660149,15537.2513762276,5674.34962786806,-0.1854286939094313,-0.2592335966246475,0.2592335966246475,-0.2966779781856792,0.2339419795823999,0.4649767712703605,0.019476004163200517,1.0392851080188557,0.20490469807263184
7.3,8881.16135993306,13051.6449112608,15283.9889021007,5522.36662703131,-0.19014819625727403,-0.26496121367915604,0.26496121367915604,-0.30422879144349063,0.23319250227732824,0.46916540772369575,0.0077557762174273815,1.0446533622436445,0.1979039724747014
7.3,9242.34341699692,13668.8438132981,15952.1377366799,5722.28538088948,-0.19320257618287465,-0.26632000392291344,0.26632000392291344,-0.30911602673741706,0.2352252156501612,0.4719780683573562,0.051698671909214594,0.9831149263153712,0.24490124809208924
3.3,9661.43235268211,13217.6316832555,15588.8876508412,5752.86765612613,-0.1554346508662872,-0.2347477298240973,0.2347477298240973,-0.2486889195566919,0.25356744674247267,0.4608814904509731,0.041380305085812474,0.8992636491731918,0.19681495595209966
5.6,9185.08164253334,13476.6899344219,15742.5030148321,5677.14836494873,-0.18937655766739342,-0.26305883471791625,0.26305883471791625,-0.30299447009350655,0.23603007595889822,0.4699121601663697,0.05747259131753293,0.9737475557188352,0.24684914898492635
12.3,8959.03612175675,12468.2995022246,14663.708162636,5345.66032333377,-0.16377506947435416,-0.2414906571480882,0.2414906571480882,-0.2620327738181489,0.25260066246726387,0.4656842541450465,0.03696185573611436,1.080001273756761,0.20073692521046851
7.0,9538.93234970271,13236.5126624092,15627.2840343537,5745.38912133891,-0.16234942108661887,-0.24192558753123297,0.24192558753123297,-0.2597522307838911,0.248198340734407,0.46236120493812666,0.039068171029414525,0.9372759334550429,0.20141759211603338
7.5,9409.57533462487,13544.529059528,15898.9453592814,5704.19271750616,-0.180140059219929,-0.2564104833760208,0.2564104833760208,-0.2882165610257325,0.24516603697621608,0.47191072915140236,0.009390104713761664,1.0253926701678133,0.18953016393369068
6.5,9027.42703012154,12031.221551876,14125.8969085785,5293.23810991721,-0.14263947233168234,-0.22020466227464774,0.22020466227464774,-0.22821665341448116,0.2607552710498073,0.4548430602212017,0.017040350567929186,1.0434114623329265,0.15967982289961152
6.9,9383.99938361291,12864.658213358,15165.061154405,5660.57297582882,-0.15644354337220645,-0.2354901427628665,0.2354901427628665,-0.2503029192466329,0.24749300404323746,0.45638409467579893,0.03541190058233471,0.9752304153194772,0.19185544395454115
7.6,9071.66757649131,12487.4484701739,14613.9795729694,5489.11626678406,-0.1584378917154605,-0.23399453523499272,0.23399453523499272,-0.2534935719033967,0.24604110247552272,0.45390338776284944,0.02265781567409644,1.0494657175024862,0.18109570738955694
2.3,9378.69302919547,13546.9447355674,15821.648773614,5826.59830904047,-0.1818161723194724,-0.2556693792026358,0.2556693792026358,-0.29089826244607425,0.2336091194269153,0.46170253075973094,0.0261725327646557,1.0088107322775937,0.2079887050841281
3.0,9538.14507178719,13666.3170087202,15928.7913767286,5925.40460671188,-0.17790422904915462,-0.2509389505039526,0.2509389505039526,-0.28463940653023206,0.23362944085849582,0.4577330036573553,0.032440565975481825,1.066662009228371,0.21034479502463643
2.0,9716.11689340906,13644.2780346057,15891.9815964426,5948.72077664773,-0.1681547402473845,-0.24116842199279256,0.24116842199279256,-0.26904067422134986,0.240500169622739,0.4552628688373063,0.03461166833967178,1.026774375181662,0.20276640858705627
8.0,9155.76318223867,12922.7710673539,15152.9494735915,5573.70640059909,-0.17061856745244514,-0.24670933324453415,0.24670933324453415,-0.2729822894344505,0.24318980133631304,0.4621702184441992,-0.029362384877677748,1.1055733237366148,0.14125618257476738
11.0,8999.94015061435,12734.2952833928,14879.8312855067,5460.16347381865,-0.1718190246037077,-0.2462289536824587,0.2462289536824587,-0.2749028503384414,0.24479607952564025,0.4631106312045327,0.05401169673377379,1.1215969902193268,0.2258307213374815
6.5,9157.44801162637,12649.7773814242,14835.0649139032,5477.8241951821,-0.1601455163072121,-0.2366411938549164,0.2366411938549164,-0.25622577634252114,0.2514216178864424,0.46065533408223586,0.037313526697834554,1.1096468436242595,0.19745904300504666
10.6,9626.44468919336,12975.9421560421,15264.8253227014,5738.38856337284,-0.14819220154860802,-0.22652040779010604,0.22652040779010604,-0.23710122841962644,0.2530490283824685,0.45357043026852545,0.00992558753613147,1.2103723527569248,0.15811778908473947
7.5,9446.59763991018,12703.2209061688,15008.915547532,5647.63748844172,-0.14702708554852323,-0.2274463784500769,0.2274463784500769,-0.23523696471803968,0.2516828523714178,0.4531868430704515,0.020841912798151178,1.103254565240785,0.1678689983466744
6.6,9292.40915096001,12214.9251365158,14517.0811608244,5471.66527215078,-0.13588462179888258,-0.21943653314067213,0.21943653314067213,-0.21740932971011265,0.2587865496551865,0.4525254206912902,0.04384085134067144,1.0286351007647225,0.17972547313955403
4.0,8855.74305463831,12570.6784660767,14728.5450182715,5390.55408796724,-0.17338104768669846,-0.24901332384838906,0.24901332384838906,-0.27740190826592687,0.24323435991714198,0.4641356395231751,0.025121000868909546,0.9890015294621822,0.198502048555608
7.6,9502.78099810598,14130.3855878078,16453.6061313483,5951.66911861868,-0.19580975629647696,-0.2677886216820522,0.2677886216820522,-0.31328765631187844,0.22977924498551522,0.46872608774333613,0.006231875179953102,0.9084164808181971,0.20204163147643006
9.0,9443.35048231511,14258.0688895741,16648.956173193,5902.78364092851,-0.20314050950760482,-0.2761582479468821,0.2761582479468821,-0.32501658743688555,0.23071392527607157,0.4765119064355036,-0.005030005687573802,1.0003498127258317,0.198110503820031
4.0,9962.21930204573,20852.8848616125,23646.4926113117,5740.23653429603,-0.3534197224103713,-0.4071644680862434,0.4071644680862434,-0.5654605457906968,0.2688740418539083,0.609331374998977,0.03400238694946152,0.9622251650291052,0.3874221093598328
5.0,9991.82102628285,22118.9797342832,24989.9081062867,5904.02503128911,-0.3776660320129173,-0.42874058692656103,0.42874058692656103,-0.6042543605456383,0.2571612722083783,0.6177874144416958,0.04695832247177663,0.9455492145071631,0.42462435448469393
5.5,9382.61723524034,20992.0030313237,23826.0185247558,5451.57224654766,-0.38220677967990313,-0.43492907669860686,0.43492907669860686,-0.6115187679537619,0.2649989737234273,0.6275942041043187,0.022273100175965444,0.9941972063686664,0.4044798798558686
1.5,9345.52393783381,22318.9893181928,25158.7710147717,5651.02805177308,-0.40971624213708036,-0.4582979335951854,0.4582979335951854,-0.6555335659386514,0.24635635502221703,0.6331668350340317,0.04244280803786173,0.9244287192214931,0.45215905017494207
5.5,9184.2856593063,19733.1358060326,22613.8675133497,5226.91792947515,-0.364792212174602,-0.4223384226475084,0.4223384226475084,-0.5836554293658097,0.27460355448116797,0.6245136158094824,0.026368610067452787,1.0282511987530913,0.3911608222420548
2.5,9508.21461560666,21337.1036755509,24230.9519869143,5498.44299047436,-0.38349058188630314,-0.436369325441713,0.436369325441713,-0.6135729958584593,0.26719951440135836,0.6301005792646422,0.03321922297582783,0.9241073245782488,0.41670980486213094
7.0,9531.41348282167,21413.2927533442,24306.8408719084,5583.85848330286,-0.38397130610456,-0.4366486295124544,0.4366486295124544,-0.6143421780269162,0.26116334581116646,0.6263815431719332,0.060266354497999705,0.8932204271895114,0.4442376606025597
4.0,9273.61223606368,22558.4361983551,25319.6834688086,5715.45144533692,-0.4173411582248991,-0.4638491622665752,0.4638491622665752,-0.6677332671033338,0.23738379303451462,0.6316786467242408,0.03201550396314478,1.0246846763421675,0.4493566621880439
5.0,9436.3021073903,22256.0421959199,25041.4439472671,5690.2952752117,-0.40450589473088,-0.4526149074576408,0.4526149074576408,-0.6471971788214392,0.24764371903539295,0.6296795808387233,0.05085554187260607,1.0769552639924027,0.45536143660348605
7.0,9343.09825810798,22701.4431238572,25460.3855740545,5756.98907708594,-0.4168680308611737,-0.4630940797096946,0.4630940797096946,-0.6669763609539745,0.23748930065217974,0.6311676339588908,0.020744328726942738,0.9751458454608394,0.43761235958811645
9.0,8688.23348250806,20464.922814109,23406.9411962851,5669.23896828834,-0.40395932473930823,-0.4585956568574903,0.4585956568574903,-0.6463216176622829,0.21027339767260061,0.6100423827201505,0.022667284874921544,1.0911216131400934,0.42662660961422977
5.5,8264.46078337022,21109.5785294967,24047.3532383794,5666.2788470792,-0.43729490552223244,-0.48845578414091684,0.48845578414091684,-0.6996575574904144,0.18650710624236966,0.6186074572921572,0.021761645180141665,0.9659622044995761,0.4590565507023741
9.0,9286.61554379211,23332.2010587103,26435.1319056785,6277.61674687199,-0.43059764203219614,-0.4800581602605929,0.4800581602605929,-0.6889435546233861,0.19332780060890054,0.6161975373241803,-0.004131686246545004,0.9807558240144966,0.4264659557856511
2.5,9227.93502743286,25110.6680623737,28218.7244681875,6274.37443449803,-0.46253288153284366,-0.5071424179498772,0.5071424179498772,-0.7400396797049985,0.1905239087239167,0.636195376228749,0.023591863250937966,0.8973992418007737,0.48612474478378165
2.0,9191.86881616939,23968.7927333975,27205.3096727623,6162.635466795,-0.4456160772046211,-0.494913111522388,0.494913111522388,-0.7129728231908528,0.19728630071993158,0.630625413640514,-0.007155900118751425,0.9889820425551966,0.43846017708586965
4.0,8309.77047444904,23883.875805986,26820.3364450005,5958.61408911558,-0.4837633238519419,-0.5269145924603837,0.5269145924603837,-0.7740068928280067,0.16478083940471527,0.6364365550438291,0.009926420318764798,1.0585754081005179,0.49368974417070666
7.0,8108.36206149848,23467.5702324238,26422.5650353688,5868.28530869544,-0.4864213676402408,-0.5303710184929216,0.5303710184929216,-0.7782593998838359,0.1602728246246052,0.6365357216568837,0.038813317147952685,0.9170384100719264,0.5252346847881935
6.5,8624.7606948655,24233.9083297243,27208.2155815408,6186.9399451422,-0.47503895009191305,-0.5186132110078534,0.5186132110078534,-0.7600484416462413,0.16458749801751546,0.6294708111061927,0.030391711471354877,0.922266838264431,0.5054306615632679
3.8,8490.21653600115,23947.4670771007,26934.6984753018,6056.8134288875,-0.47652140410100796,-0.5206641126285162,0.5206641126285162,-0.7624201440723013,0.1672783456820408,0.6328259555683837,0.016206489938274303,1.0153120975438432,0.49272789403928224
5.4,8552.53224564443,24843.5890364809,27773.3942150351,6205.32568100876,-0.48781284069524455,-0.5291224159195502,0.5291224159195502,-0.7804865227680087,0.1590479171368452,0.6347522390488144,0.025507889669411414,0.95098474815963,0.513320730364656
5.0,8583.1220169361,22154.8725461894,25193.3622016936,5920.51096997691,-0.4415301232935509,-0.4917693646633589,0.4917693646633589,-0.7064344077999811,0.18358235135718967,0.619429510603804,0.02029028545057758,0.9666192175722684,0.4618204087441285
6.0,10096.9591394744,24371.1561748003,27487.4928289537,6702.80652613341,-0.4141275757370567,-0.4627055279158465,0.4627055279158465,-0.6625925871702893,0.2020357117414703,0.6079117964706493,-0.00022173948228166733,1.0825330905332051,0.41390583625477506
2.0,10962.9935043064,24588.5545397681,27943.1860174181,6912.45031997306,-0.3832621020769508,-0.4364394736735914,0.4364394736735914,-0.6132090142545492,0.2265981882268936,0.6033668556176796,0.007059310545267529,1.0891141354154374,0.3903214126222183
7.0,12375.216654633,26982.4502045728,30582.5965824308,7669.11456077016,-0.37114073865694996,-0.4238432675173641,0.4238432675173641,-0.5938161292393679,0.2347846901595008,0.5990184840589383,0.016247995188166327,0.9285568796275074,0.3873887338451163
6.7,13540.6666506302,25605.8750120273,29230.7402097566,6864.79789281247,-0.30820623863451746,-0.3668355733619305,0.3668355733619305,-0.4931224237157979,0.3271608320214906,0.6196317742483592,-0.06776806099972107,0.9884388641142215,0.24043817763479639
4.0,13896.2071703561,26310.6618383061,29838.6807507218,6000.84278152069,-0.3087645214372554,-0.36452531007132805,0.36452531007132805,-0.49401586218821025,0.3968108040102035,0.6651270893084211,0.025840361790602166,0.9639305799929788,0.3346048832278576
3.5,13392.5385281385,24952.9560846561,28341.6654160654,6269.25161135161,-0.3014804652607161,-0.35819844336585344,0.35819844336585344,-0.4823611968102885,0.36229086295046875,0.637729817653463,0.007579774657313113,0.9474227117537725,0.3090602399180292
8.0,11031.7856283969,23944.9178009716,27073.9450242894,6277.13784810735,-0.36919237396546856,-0.42099073081968563,0.42099073081968563,-0.5906976653543744,0.2746934427634207,0.6235721717268339,0.011400374389531717,1.1062358645428485,0.3805927483550003
9.0,9880.62447663506,22326.9141440878,25339.6384330333,5866.65484383272,-0.3864402621392681,-0.43892386595883603,0.43892386595883603,-0.6182929011337399,0.2548992464739682,0.6240082222016536,0.06666064408284385,1.0358210749933043,0.4531009062221119
7.4,9824.83627531143,22532.5288826896,25435.5375883796,5647.07998653263,-0.3927295237213073,-0.44272648308879997,0.44272648308879997,-0.6283555864073728,0.27002190407931176,0.636640641804211,0.04663837858419251,1.0321243927562194,0.4393679023054998
7.0,8827.51679499519,19793.4238209817,22623.0963426372,5309.60120307988,-0.3831427895093385,-0.43864262637013074,0.43864262637013074,-0.6130156121569619,0.24884248631116426,0.6198289696589651,0.003934164372697223,1.0661569288297206,0.3870769538820357
7.0,8678.70654475457,22128.1501924928,24995.1215110683,5848.21304138595,-0.4365730578243977,-0.48454291977927644,0.48454291977927644,-0.6985032883407011,0.19484471477828416,0.6207794568100224,0.031893986078379184,1.0811642453187922,0.4684670439027769
7.0,8256.47387161967,19240.9497161005,22160.9095370994,5294.5794437494,-0.39947291095978493,-0.45712135980421176,0.45712135980421176,-0.6391427112971818,0.2185730038056161,0.6143154144919756,0.0535537099288308,1.0377844212521496,0.4530266208886157
7.6,8145.54039238315,20351.3970475091,23226.4510482785,5504.17354298904,-0.4283216988096143,-0.48071257077893953,0.48071257077893953,-0.685300289170367,0.19351078432121643,0.6168427508073047,0.021810326678672998,1.0062998315901732,0.4501320254882873
10.0,8213.67993262753,21780.1011549567,24756.1117420597,5351.43787295476,-0.45230780283133154,-0.5017451117876711,0.5017451117876711,-0.7236780079690224,0.2110001623793423,0.6445118954293092,-0.004569482253116039,1.0859049444515334,0.4477383205782155
5.6,9776.52908627243,24125.9005437136,27407.7956502911,6248.73906558245,-0.423254958834851,-0.4741585786196019,0.4741585786196019,-0.6771959492257134,0.22013921934165254,0.6286760286919654,0.0042531173534595575,0.9759756693550828,0.42750807618831055
6.9,10105.6099884527,24653.3675423403,28042.0872786759,6542.2807448037,-0.4185323788940493,-0.47018505899906154,0.47018505899906154,-0.6696402470829783,0.21404088366166235,0.6216625534193891,0.01056022105363089,1.024186722116091,0.42909259994768023
7.0,9581.90331119453,24209.0523630763,27523.7467032438,6486.05322937723,-0.43287171848232747,-0.4835340004842347,0.4835340004842347,-0.6925824519180217,0.19267229619399615,0.6185773957960846,0.04645481422102514,1.0037327490669878,0.4793265327033526
4.0,8509.81599845984,20621.4897723444,23785.9827212783,5460.31939163498,-0.4157614447211986,-0.4730078625825149,0.4730078625825149,-0.6652046107342711,0.2182868327093688,0.6265976210904245,0.06828470578737945,0.9746627568025482,0.484046150508578
1.0,6250.40672665159,10036.6002020882,13755.1419429341,3461.49814752442,-0.23246711271151693,-0.375132686447731,0.375132686447731,-0.37193367860623405,0.2871639101967409,0.5978892363042675,-0.09587128152029657,1.3032231113267283,0.13659583119122037
1.0,6687.78344316706,10659.0516619366,14711.0722978498,3717.6402424359,-0.22893330078413804,-0.3749400880021765,0.3749400880021765,-0.36628061217890906,0.2854418321130621,0.5965382568848442,0.004564963919984656,1.1465436715714816,0.2334982647041227
6.0,5432.62828963195,15914.1223959586,18814.7315852778,3500.32263651672,-0.49101122042905815,-0.5518993970759326,0.5518993970759326,-0.7855958716901881,0.21631213124197907,0.6862815029059577,-0.022295665743255068,1.1250995892756614,0.46871555468580306
5.0,4722.62547519369,15382.0360906597,18141.53938694,3068.6100765122,-0.5301959737323011,-0.586897181360424,0.586897181360424,-0.8482882418059052,0.2122917973285179,0.7106470105927535,-0.021345970176676797,1.0926561512339814,0.5088500035556243
9.5,8896.82503850597,22296.5799480169,25216.895696958,5835.42481709665,-0.42957012597054745,-0.4784019540116009,0.4784019540116009,-0.6872989814703278,0.20780262698606622,0.6241553146113208,0.043056151379079435,1.0056898439180415,0.47262627734962687
3.0,8929.4036379385,22893.5660940282,25740.289495212,5650.89047687792,-0.43880764660573046,-0.4848870681580752,0.4848870681580752,-0.7020789973571184,0.22485919249934547,0.6399695403675707,0.05237026978848799,0.8699501164397702,0.49117791639421843
3.5,8358.91395158574,17350.2557870927,19994.4862601665,4630.34987246739,-0.34973287456964575,-0.410376611682641,0.410376611682641,-0.5595595403240133,0.2870496842333672,0.6239284722523654,0.03360378754487567,1.0112304744043294,0.38333666211452144
7.8,8716.48748917332,21153.677413146,24004.7858723896,5176.91203926475,-0.41637500042749925,-0.46722810002789084,0.46722810002789084,-0.6661866190380411,0.2547666928215443,0.6451945973166122,0.049967147815780016,0.9400881176136096,0.46634214824327924
9.0,8185.35516312193,18871.1102396304,21591.2585891637,4781.23501106727,-0.39494275831836695,-0.4502158485033491,0.4502158485033491,-0.6318944005167083,0.2625300951387183,0.6374074379507748,0.01976794630200576,1.0509507034356078,0.4147107046203727
7.7,10025.6270330093,22108.303050717,24956.6310268502,5924.95818496776,-0.3760099056114762,-0.42681647274718176,0.42681647274718176,-0.6016046159057623,0.2570857929036919,0.6162789327758845,0.04154566403055717,0.9970066658216254,0.41755556964203333
1.8,10032.6938736224,21210.7213532894,24074.6533519419,5775.16555175899,-0.3577722665234978,-0.4116989628497025,0.4116989628497025,-0.5724246335682944,0.2693298445599437,0.6130518868211315,0.04235237432675511,0.9850398593772058,0.4001246408502529
3.0,9826.1248375764,21535.3832715723,24290.5278406083,5684.57014293277,-0.3733640102141677,-0.42396899659153575,0.42396899659153575,-0.5973709876004245,0.2670128385509439,0.620713824118,0.044109279048074504,0.9331132073305959,0.4174732892622422
6.0,10441.1745053675,20707.4443267703,23478.0413517547,5833.86838684831,-0.32958988893627944,-0.3843504785400214,0.3843504785400214,-0.5273336645379092,0.2830902596713167,0.6019455273386531,0.08179322923232563,0.917782823646122,0.41138311816860507
6.0,10113.5451614456,19592.3277031904,22340.1218901882,5458.34031086088,-0.31908783104734223,-0.37673945164009076,0.37673945164009076,-0.5105302179730019,0.29894933782191496,0.6072919234607956,0.025205594913539495,1.0843045106817355,0.34429342596088175
7.0,8537.16399672872,21291.923654207,24074.5864242074,5226.18679944196,-0.42759469571233005,-0.4764363220903332,0.4764363220903332,-0.6841377519863199,0.2405647611777765,0.6432731136785307,0.04193989753017689,1.0004717913443066,0.46953459324250696
6.0,8102.84313819809,18777.4274375872,21453.67535716,4749.55716965703,-0.3971159542197897,-0.4517051702506397,0.4517051702506397,-0.6353713444983405,0.26090737046928125,0.6374831109256297,0.005840653485710531,1.1189384230823993,0.40295660770550024
4.4,8729.99802704393,22246.3325633993,25213.5447764785,5476.82185650354,-0.43634395290594585,-0.48561656762958805,0.48561656762958805,-0.6981368019993733,0.2289869370630794,0.6430917934608339,0.03704964683477858,0.9729624732150188,0.4733935997407244
7.4,8492.04634486741,22221.0948553828,25138.2115597478,5357.30367197652,-0.44700893409116815,-0.4949758417581441,0.4949758417581441,-0.7152003226700911,0.22634583349242654,0.6486497354598983,0.05214427783017643,0.9594401500222344,0.4991532119213446
2.8,8852.69916273698,21064.8289385045,23791.6372341449,5244.73621403137,-0.40819314130637535,-0.45762725545356325,0.45762725545356325,-0.6530959281646109,0.25593044779274515,0.638747158050429,0.026542584845568217,0.9660616667476638,0.43473572615194356
6.0,8617.5279087672,23657.8716196709,26486.4802713887,5860.28524684823,-0.4660002333248125,-0.5090288342834515,0.5090288342834515,-0.7455865128589698,0.19044607305555222,0.6376586559454154,0.03861442430707916,0.8698860762064416,0.5046146576318916
5.7,8688.9505988744,21677.039347732,24548.3736591467,6013.86103227668,-0.4277182720436586,-0.4771570339764933,0.4771570339764933,-0.6843357135164437,0.18194408210535498,0.6064514854364143,0.0461863051548569,0.9168806323319975,0.4739045771985155
1.3,8078.74850760639,21784.8193240901,24842.5014442519,5641.6101001348,-0.4589562403838569,-0.5092076686383304,0.5092076686383304,-0.7343152312149386,0.17762935191041787,0.629865538845029,0.03768364975956354,0.9846391418854544,0.49663989014342047
1.0,8031.41604890729,23438.3228073553,26520.0941561567,5782.61591412342,-0.48957847501750024,-0.5351047753779413,0.5351047753779413,-0.7833106254784182,0.16279100416172032,0.6419733266006263,0.07201975039102726,0.9897838424356381,0.5615982254085274
4.0,8574.58003177201,22192.9870986377,25199.8828286718,5863.97713377943,-0.44262216148398936,-0.49224477279166795,0.49224477279166795,-0.7081816480855472,0.1877336403432147,0.6224566334726223,0.07846921900934563,0.9013584763518043,0.521091380493335
7.0,7842.31539683304,20868.6072098956,23759.599653463,5104.06589016701,-0.4537050930578504,-0.5036810026005323,0.5036810026005323,-0.72591297878489,0.2115069412806194,0.6463327997996818,0.021113622593906683,1.1196680848772198,0.4748187156517571
1.0,7629.04277328714,15965.9272036182,19164.1072459584,3984.86922632794,-0.3533331230550904,-0.4305228935151565,0.4305228935151565,-0.5653186213168632,0.3137765764954977,0.6557196184376812,0.07477552362783457,1.0281137215836873,0.428108646682925
