field_1,field_2,field_3,field_4,field_5,B_count,B_mean,B_median,B_stdev,B_min,B_max,G_count,G_mean,G_median,G_stdev,G_min,G_max,R_count,R_mean,R_median,R_stdev,R_min,R_max,RE_count,RE_mean,RE_median,RE_stdev,RE_min,RE_max,NIR_count,NIR_mean,NIR_median,NIR_stdev,NIR_min,NIR_max
18,764999.419,6309980.201,22.372,23,9,96.7777777777778,99,9.88576729757121,83,118,9,17159.4444444444,16707,1203.79022822926,15914,19805,9,12921.3333333333,12974,392.579503625274,12236,13498,9,20508.4444444444,19530,2901.18516438105,17202,26174,9,15143.6666666667,14709,1191.59612844845,13562,17451
19,764998.088,6309981.583,22.375,24,12,106.5,109,10.1857743937317,78,120,12,17130.3333333333,16569.5,1816.67270641198,15276,20924,12,13171.1666666667,13155,222.550680869674,12835,13701,12,20194,20008,3096.90008987482,16421,25572,12,14926.4166666667,14647.5,1726.00446399255,13109,17843
20,764997.263,6309982.239,22.359,20,9,94.8888888888889,99,14.494784076767,67,112,9,17940,17867,1202.55034544643,15919,20111,9,12396.6666666667,12404,322.893515299119,12028,12959,9,22382.5555555556,22444,2725.41630300609,17970,27852,9,17375.1111111111,17025,1550.01264829567,15194,20386
21,764996.262,6309982.295,22.4,19,9,81.5555555555556,80,13.3841623745805,60,107,9,16707.2222222222,16685,482.054809649456,15851,17404,9,11811.5555555556,11607,1022.9452153367,10791,13861,9,22658.7777777778,23963,3323.60740353603,16767,26433,9,18434.4444444444,19402,2969.34736978837,13086,22034
22,764995.142,6309982.333,22.39,17,8,83.25,88.5,22.9115145723717,53,116,8,17014.625,17007.5,1400.95921938328,14781,19518,8,11764.5,11826.5,631.941255181207,10658,12907,8,23214.375,23866.5,4573.67182735874,15457,29076,8,18470.875,18241.5,3770.93981778747,12595,22915
23,764995.268,6309981.274,22.395,17,9,98.1111111111111,95,9.60838111516821,83,119,9,14679.2222222222,14817,446.357051343373,13864,15443,9,13596.5555555556,13632,213.493227116673,13298,14048,9,13670.3333333333,13455,1021.38718308866,12604,16270,9,10865.7777777778,10654,670.868388778103,10260,12691
24,764995.657,6309983.761,22.382,19,12,106.666666666667,112,13.1993265821489,81,128,12,17353.75,17232.5,999.754396922898,15895,19024,12,14041.5833333333,14061,917.481921559705,12288,15397,12,18740.5833333333,17981.5,2852.20906954397,15755,23898,12,14120.25,13693,2074.10848820242,11823,17827
25,764994.542,6309984.301,22.41,17,9,119.888888888889,117,17.0388082815178,92,149,9,17050,17040,718.196661398843,15901,18069,9,13859.6666666667,13970,802.674833845492,12487,15296,9,18326.5555555556,17465,2295.09753417105,15384,22455,9,13557.2222222222,13184,1647.64429668392,11288,16980
26,764992.784,6309984.567,22.405,20,10,73.7,78,16.0190511579182,42,104,10,17515.1,17292,693.095729318829,16203,18686,10,10409.1,10421,298.53591073772,9864,10895,10,27639.1,28166,1502.36383409612,24215,29382,10,23789.9,24080,1306.66770450639,20756,25112
27,764990.711,6309985.01,22.424,19,9,108.555555555556,111,11.9824975240381,81,122,9,18336.4444444444,17539,2311.90321361769,15512,22487,9,11446.5555555556,11275,572.482917961772,10710,12138,9,28346.1111111111,26925,4728.88115600871,20657,34868,9,22427.5555555556,21792,3366.73327033495,17025,27450
28,764988.736,6309986.795,22.395,21,9,79.2222222222222,90,23.3132188433838,32,106,9,19870.1111111111,19381,1361.18301850873,17659,22582,9,12381.1111111111,12510,423.307727426237,11325,12797,9,26877.5555555556,28458,3623.26458417179,19744,32190,9,21152.8888888889,20791,2215.90766175671,17197,24792
29,764985.808,6309989.007,22.452,15,10,135.6,138,10.2293694820355,116,149,10,16301.5,16385,256.720178404425,15843,16663,10,16124.5,16123.5,249.222490959384,15547,16522,10,14278.9,14003,1223.54063684048,12978,16653,10,10204.6,9855,761.899757185944,9486,11832
30,764985.866,6309987.299,22.458,16,9,118.222222222222,126,14.1325296766619,89,131,9,15816.6666666667,15749,225.825399614638,15567,16151,9,15330.3333333333,15554,698.336276843438,13856,16269,9,13968.3333333333,13306,1430.656414999,12790,16895,9,10172.6666666667,9641,990.747417076847,9485,12328
31,764983.664,6309990.961,22.419,18,9,76.3333333333333,75,12.6227308191743,50,98,9,18488.4444444444,18368,922.426523555142,17261,20504,9,12093.4444444444,12144,529.255055318555,11411,12909,9,26326.7777777778,25982,1834.40567291957,23600,29253,9,22321.7777777778,22828,1502.77519408281,19251,24428
32,764978.155,6309994.312,22.424,22,9,119.666666666667,118,8.02772971919486,107,134,9,20684,21138,1696.8276282522,17834,22813,9,15187.6666666667,15081,819.869366288178,14179,17168,9,24310.4444444444,24286,4006.90587503101,17866,28798,9,17646,17619,2536.52776667458,13890,21122
33,764976.81,6309995.557,22.355,23,12,109.833333333333,111.5,7.36923032314472,93,121,12,17167.6666666667,17176,807.558804188415,15928,18629,12,15253,15321,577.153503555741,14250,16173,12,17106.3333333333,16527,2002.74550444023,14225,21454,12,12567.5,12328,1142.30151448731,10869,15072
34,764975.185,6309996.844,22.367,23,9,103.888888888889,110,10.4077369131969,84,114,9,18222.7777777778,18298,2125.16785103241,15790,21709,9,12986.5555555556,12800,615.484111377398,12355,14353,9,27112.4444444444,29131,4691.76096083126,18039,32019,9,20315,21539,3245.97911953303,13822,23860
35,764974.029,6309997.58,22.404,21,10,115.3,117,9.58175349296777,99,131,10,16070,15615,964.929012933076,14978,17598,10,14429,14531.5,652.841175172032,13456,15605,10,17281.4,17095,1574.20990976426,15380,19980,10,13426.7,13380.5,1258.37538516931,11745,15304
36,764971,6309998.902,22.343,25,9,122.777777777778,121,8.07984842786571,111,138,9,16511.1111111111,16379,698.589124902541,15648,17562,9,15858.4444444444,15959,549.190942530942,14932,16537,9,14148.1111111111,14306,614.777727573948,13369,15011,9,9821.22222222222,9814,228.059825376188,9449,10245
37,764968.295,6310000.323,22.347,25,8,109.125,110.5,6.84539078504653,93,118,8,18936.125,18849,1320.82203925245,17295,21163,8,14608,14718,506.138321015115,13745,15245,8,21665.5,20807.5,2933.56800671128,18414,27027,8,16236.375,15805,1630.16992500015,14410,18945
38,764965.575,6310003.267,22.358,25,9,136.666666666667,136,5.07718207057594,128,145,9,18778,19009,563.986997486053,17878,19470,9,16884.3333333333,17032,702.346701344065,15535,17951,9,16654.5555555556,17231,889.363331716835,14985,17414,9,11234.4444444444,11360,834.855158576905,10024,13029
39,764960.903,6310006.104,22.348,24,8,134.875,138.5,8.52111348357713,121,144,8,19785,19962.5,985.622645843733,18375,21699,8,16301.25,16486.5,592.981397263017,15320,17121,8,19286,18993,2553.40189746933,15331,23612,8,12699.125,12533.5,1421.11738057593,10851,14940
40,764959.936,6310007.071,22.361,24,11,92.3636363636364,92,12.9282827888227,74,112,11,20223.6363636364,20156,1394.10494405598,16876,22137,11,12715.1818181818,12791,393.164739513469,12215,13671,11,28787.4545454545,30428,3599.20817967802,20685,32403,11,22778.6363636364,23532,2810.87893962425,16565,25957
41,764956.154,6310009.541,22.371,20,9,119.666666666667,123,9.92191737742481,98,131,9,19897.8888888889,19822,2045.50050623011,17464,23788,9,12084.7777777778,11954,547.147710663172,11169,13036,9,29940.4444444444,31138,4822.32477617524,22115,35700,9,23146.6666666667,22332,3488.25572457066,17167,28960
42,764953.693,6310011.879,22.346,22,8,125.125,124,6.35290287978653,116,140,8,19403.625,18945,1104.92069144125,18366,21948,8,15884.625,15706.5,818.490063699615,14733,17218,8,19728.125,19647.5,1029.63190479656,18580,22044,8,13845.5,13658,657.940726813594,13053,14868
43,764951.484,6310013.143,22.4,20,9,107.333333333333,106,12.3107902084129,89,127,9,18931.4444444444,18859,718.398544775671,17404,20192,9,13653.1111111111,13499,442.048877248369,13077,14358,9,23563.7777777778,24255,2157.80504617168,19278,26607,9,17953.7777777778,17869,1280.17930842847,15138,20139
44,764949.139,6310014.749,22.385,21,8,141.75,142,3.03108891324554,137,146,8,17262.375,17363.5,777.538091912544,16184,18689,8,15901.5,15962.5,1109.82994192804,14052,17578,8,16393.25,15947.5,2209.09901034336,14055,21161,8,11761.375,11166,1629.03421829469,9975,15354
46,764939.628,6310020.677,22.408,21,9,105.111111111111,106,7.68034207057131,93,117,9,18827.6666666667,18759,1248.50532860519,17060,20666,9,13739.6666666667,13683,285.710420608777,13369,14225,9,22989.7777777778,23799,2610.18282789956,18385,27381,9,17714.3333333333,18279,1568.54894019211,14860,20395
47,764937.273,6310022.259,22.398,23,12,85.1666666666667,87,11.1567119807864,67,101,12,17649.3333333333,17933.5,646.595614653308,16145,18642,12,13700.1666666667,13853.5,380.956653993892,12790,14097,12,19658.8333333333,19729,1140.59288919793,17557,21086,12,14407.3333333333,14617,708.321058717177,12884,15601
48,764935.916,6310023.167,22.419,18,9,76.3333333333333,77,18.6607133363712,51,113,9,16006.8888888889,15395,1312.08015036722,14846,19270,9,14163.2222222222,14242,832.753902259482,12343,15131,9,14903.2222222222,13930,2168.29973213923,12711,19488,9,12403.8888888889,11539,2036.02316317562,10434,15563
49,764932.192,6310028.313,22.418,21,10,118.9,120,13.3899215830415,97,137,10,16414.2,16387.5,609.739747761289,15260,17361,10,14684.7,14762,858.774830790936,13022,15786,10,17857.7,17746,956.427106474926,16162,19438,10,13003.5,12780.5,731.027119879967,12177,14616
50,764928.032,6310029.822,22.408,20,9,102.444444444444,103,13.5737582702893,84,127,9,18321.2222222222,18167,953.34426308161,16944,19973,9,13057.6666666667,13102,270.552110404714,12600,13405,9,21978.1111111111,21158,1875.18262485103,19495,25346,9,17538.5555555556,17367,1008.23741815012,16371,19527
51,764925.879,6310031.632,22.392,17,9,108.888888888889,113,10.0823767529117,93,124,9,16247.7777777778,16078,743.047445438607,15157,17825,9,13470.4444444444,13578,593.572444536958,12487,14367,9,16099.4444444444,15883,1227.01101245725,14332,17932,9,13019.4444444444,12933,769.954271529754,11995,14358
52,764918.152,6310036.145,22.381,19,8,128.5,128,6.85565460040104,118,138,8,19514.75,19701.5,790.049800645504,18041,20669,8,15107.25,15188,532.422705657826,14332,16005,8,20052.75,20905.5,2390.74317681762,15553,22690,8,13857.625,14500,1495.31417580888,11180,15434
53,764918.573,6310037.928,22.372,21,8,118.625,118,5.49857936198069,112,131,8,15902.25,15920,318.578777541757,15388,16316,8,14577.75,14521,161.901783498515,14391,14863,8,13715,13573,469.316257975366,13278,14821,8,9777.875,9758,222.106076852931,9435,10169
54,764916.844,6310039.85,22.403,18,10,96.3,96,10.0004999875006,73,109,10,16292.6,16141.5,803.958730284086,14968,18002,10,11835.3,11895,303.832865240086,11214,12301,10,19908.9,19598,2275.82659488811,16471,24869,10,16172.7,16096.5,1328.32805059594,14000,19120
55,764915.881,6310036.028,22.376,26,10,141.9,142.5,7.06328535456412,129,151,10,17302.8,17376,276.326184065137,16828,17736,10,17780.3,17723.5,557.493686062901,17049,19000,10,13152.8,13126,553.398192985846,12393,14184,10,8261.5,8169,340.313164599902,7897,8957
57,764911.479,6310040.057,22.431,18,9,86.6666666666667,86,8.05536398239638,70,98,9,18655.4444444444,18820,720.985607979508,17367,19514,9,13468.8888888889,13511,421.053030295458,12903,14335,9,23057.3333333333,23125,1981.05998563059,19155,25728,9,17167.4444444444,17219,874.783923937933,15751,18738
58,764907.996,6310043.557,22.428,11,8,104.625,107,8.3357288223646,85,113,8,18273.375,18298.5,506.686031359658,17319,19025,8,11328.375,11290.5,199.319427991854,10981,11652,8,25152.375,25040,1242.27874664867,23120,27848,8,20301.125,20163.5,867.561011903486,19057,21553
59,764906.476,6310046.014,22.465,13,10,100.8,104,9.8772465798926,85,113,10,15321.3,15190.5,799.418169670918,14167,16653,10,12947.5,13341.5,972.173775618331,11280,14417,10,16278.7,15559,1608.43731926364,14705,20173,10,14287.7,13722,1645.16722858195,12681,17887
60,764903.749,6310047.481,22.42,18,10,100,96.5,12.328828005938,84,124,10,16146.6,16020.5,511.049156148408,15455,17210,10,14223.4,14430,583.107743045829,12982,14809,10,15594.3,15310.5,1369.04463404229,13320,17741,10,12170.9,12183,952.661582095132,10785,13829
61,764899.438,6310049.761,22.436,18,9,79.5555555555556,77,9.66219564547096,67,97,9,20782.6666666667,20547,2447.43058010732,17142,25121,9,13120.7777777778,12972,444.457916462484,12483,14011,9,27421.6666666667,28576,3874.52603553002,19948,32014,9,23023.5555555556,22388,2596.89943805262,19032,26994
62,764896.299,6310052.181,22.422,17,9,129,128,6.09188896083235,121,141,9,18867.3333333333,17789,2067.33569816053,16771,22231,9,14252.7777777778,13600,1006.71730311695,13236,15948,9,17798.5555555556,17784,2760.2123151474,14092,23330,9,15560.6666666667,15147,2537.42910136312,12071,20162
63,764892.322,6310055.437,22.431,14,9,103.555555555556,104,5.57994645755099,95,115,9,15807.1111111111,15714,651.077132219191,14651,17014,9,12265.7777777778,12126,585.878974566852,11489,13432,9,17299.1111111111,17104,1586.83685672994,15074,19535,9,15331.5555555556,14330,1802.46819118866,13410,18072
64,764886.263,6310060.44,22.418,18,8,100.25,99.5,8.40758586040012,89,112,8,15141,14839,755.421074633214,14524,16577,8,11690,11491.5,823.212001856144,10868,13396,8,19010.125,18618,3118.97040052883,14933,24407,8,15991,15607.5,3099.20643068512,11720,20736
65,764882.811,6310062.334,22.423,16.5,9,141.555555555556,144,6.2202377787904,125,147,9,18607.2222222222,18488,483.00558491774,17883,19280,9,17243,17234,934.195673055466,15578,18466,9,16194.1111111111,15592,1595.48637268768,14333,18345,9,10798.3333333333,10834,1177.62029345437,9110,12375
66,764883.792,6310062.643,22.464,14,9,123.444444444444,124,4.76354469116134,112,130,9,14790.7777777778,14663,428.110000863687,14227,15774,9,14067.7777777778,14221,723.331455877406,12642,15038,9,14515.5555555556,14672,699.129635270584,13303,15501,9,10781.8888888889,10808,651.926792830205,9942,12093
67,764879.044,6310065.622,22.44,15,10,80.4,82.5,8.99110671719561,67,94,10,17117.1,16261,1829.19837360523,15143,20309,10,12908.7,12987.5,419.287741294687,11968,13374,10,22036.8,20957,4620.16815278405,15656,29681,10,17956.4,17961,3288.76272175419,13311,22992
68,764874.574,6310068.218,22.46,13,9,103.444444444444,101,14.19006781842,77,128,9,16557.7777777778,16488,485.759834984276,16008,17665,9,15005.6666666667,14798,829.966130500382,13837,16390,9,16582.8888888889,16404,1482.96987640376,14747,19785,9,12621.4444444444,12777,1076.95085115453,11067,14389
69,764871.818,6310070.413,22.462,14,9,137.666666666667,138,5.55777733351102,130,147,9,17128.2222222222,17113,807.989930874799,16209,18641,9,12976.8888888889,12821,713.113119348995,12032,14500,9,22793.4444444444,23403,3635.09245216713,17388,28798,9,18829.1111111111,19581,2218.76414271271,14134,21647
70,764867.877,6310072.673,22.458,15,9,109.555555555556,106,5.96491801398647,103,119,9,20230.3333333333,20153,1563.9274635069,17784,22780,9,13172.1111111111,13277,308.499754887151,12594,13580,9,26756.5555555556,28363,4322.56050946944,18788,32613,9,19588.2222222222,20047,3031.86494780496,13820,23829
71,764864.612,6310075.75,22.512,9,9,105.444444444444,103,6.84934889218775,97,118,9,16778.4444444444,16931,369.509919010185,16152,17192,9,13486.7777777778,13297,504.216174489954,12566,14328,9,20510.3333333333,20666,1916.25079546262,16789,23543,9,15573.5555555556,15569,1694.204114104,12719,18542
72,764863.98,6310077.519,22.474,11,9,126.111111111111,124,4.03992421393285,121,133,9,15411.4444444444,15376,357.959063802028,15039,16272,9,15830.2222222222,15924,437.596155218174,14827,16445,9,13616.2222222222,13620,742.616362416285,12662,15202,9,8954.33333333333,8918,441.023305002758,8411,10038
73,764864.652,6310076.988,22.517,9,11,119.909090909091,120,5.24758897805884,108,127,11,15398.0909090909,15438,219.814572494618,14902,15723,11,15898.1818181818,15768,407.997731317627,15422,16785,11,13396.7272727273,13258,627.716509683253,12870,15205,11,8970.18181818182,8880,271.023923191568,8741,9777
74,764857.75,6310081.79,22.476,14,8,84.625,84,11.596739843594,66,99,8,16916.875,17157,806.069078537938,15645,18037,8,11547,11570,270.573003087891,11163,12018,8,22130.625,21914,2446.53259417793,18215,25607,8,17754.25,17546,1472.70072910283,15812,20747
75,764856.202,6310083.032,22.467,13,9,93.8888888888889,90,10.8877550430079,80,114,9,17487.2222222222,16593,2826.24709062813,13525,22070,9,12690.5555555556,12643,191.765546152999,12448,13138,9,21923.8888888889,19769,6118.69180724922,13071,31173,9,16296.8888888889,15893,3332.17237930934,11046,21799
76,764854.479,6310082.833,22.473,13,10,108.7,109,5.95063021872474,100,119,10,14946.1,14704,684.20442120758,14348,16784,10,13161.8,13122.5,814.392264206875,11791,14733,10,15419.6,14659,2261.01739046828,13122,20831,10,12187.3,11385,2106.63632599459,9851,16864
77,764852.09,6310085.215,22.484,10,9,134.666666666667,137,8.19213715162967,114,143,9,16265.4444444444,16334,407.561613913531,15463,16712,9,16512.4444444444,16914,1005.36705415497,14248,17749,9,15036,14664,1413.52655911848,13540,17695,9,9823.77777777778,9572,533.876343938635,9296,11151
78,764851.813,6310086.423,22.506,8,9,137.222222222222,139,5.99588336143646,127,144,9,17114.8888888889,17173,536.156785619125,16389,18064,9,18884.6666666667,19201,833.603689477866,17466,19933,9,14312,14458,503.959433993562,13261,14902,9,9438.88888888889,9371,281.082607250547,9050,9906
79,764851.391,6310087.669,22.567,4,9,123.777777777778,124,6.84393937530422,115,135,9,15558.2222222222,15449,782.617087835961,14461,17393,9,15237.1111111111,15367,379.639432574426,14594,15765,9,15627.6666666667,15057,1405.24881150002,14104,18533,9,12204.2222222222,11947,823.182007385943,11428,14097
80,764849.758,6310088.134,22.49,9,9,105.222222222222,111,12.9938256942611,78,117,9,17480.7777777778,17367,945.144759962171,15608,18603,9,12015.6666666667,11833,685.186916914728,11206,13044,9,25250.1111111111,26324,2922.44906597358,19667,28135,9,19681.4444444444,21164,3390.68783946434,14576,24062
81,764845.076,6310089.15,22.503,10,9,115.666666666667,121,11.2348663642351,92,125,9,13821.5555555556,13764,331.039813352852,13372,14364,9,13776.1111111111,13665,634.13798786567,12588,14535,9,13204,12830,891.20368042328,12469,15174,9,9693.22222222222,9504,576.308902080546,9051,10778
82,764842.976,6310090.465,22.464,13,9,114.666666666667,115,8.84433277428107,98,129,9,14507.6666666667,14308,1027.15042715271,13213,16584,9,13401.1111111111,13534,562.350709955677,12379,14269,9,14718.5555555556,14033,2422.98663779097,11865,19376,9,10096.5555555556,9774,1603.82598883705,8319,13081
83,764839.112,6310091.347,22.461,10,10,109,106.5,11.5238882327103,91,131,10,14983.8,15145.5,667.692114675619,13233,15621,10,13117.7,13341,481.291605993705,12155,13678,10,16531.4,16131.5,1838.96466523966,12935,19519,10,11800.7,12090,1509.50767139488,9254,13955
84,764833.637,6310087.559,22.536,11,9,100.111111111111,102,14.8581772805,80,128,9,16049.6666666667,15061,1706.53638825677,14206,19077,9,13631.4444444444,13544,522.232624009882,12910,14506,9,18517,17743,3634.76638405643,14467,23848,9,14526.7777777778,14054,2749.96180893795,11426,19483
85,764827.218,6310086.913,22.484,11,9,105,108,8.29993306532582,91,116,9,14496.4444444444,14496,694.205558912266,13496,15470,9,12647,12581,426.244061542211,12111,13270,9,16482.8888888889,15903,1815.07021256568,14020,19686,9,12502.1111111111,11810,1306.77154718918,10455,14381
86,764821.496,6310087.038,22.482,8,9,97.6666666666667,103,11.6237305161085,74,112,9,14140.5555555556,13830,1288.37331642235,12884,17085,9,12309,12369,341.781931776519,11698,12705,9,15743.6666666667,14424,2275.01560434209,13462,20155,9,12515,12214,1683.37973533405,10025,15282
87,764817.59,6310087.272,22.475,10,9,121.666666666667,116,7.83156008298049,113,135,9,14938.3333333333,14453,865.717942262695,14043,16342,9,14375.7777777778,14258,462.251441384154,13687,15070,9,15553,14520,1849.29415964278,13940,18979,9,11944.4444444444,11658,1981.32705871097,9767,14935
88,764811.776,6310089.026,22.488,9,10,96.7,98.5,10.0104944932805,74,111,10,13994.1,13470,1210.25959611977,12567,16354,10,12550.2,12552,408.448234174173,11791,13225,10,16539.1,15318,2574.69370799713,13263,20315,10,13759.7,13813.5,1519.0582641887,11449,16128
89,764804.969,6310090.882,22.474,10,9,82.8888888888889,84,13.64994460261,60,105,9,15329.2222222222,14996,1665.81576797661,12840,18353,9,11593.4444444444,11464,565.774810151945,10765,12573,9,20753.3333333333,21427,3465.84387671715,14729,26172,9,16867.1111111111,16806,2542.02086906568,12402,20346
90,764799.167,6310091.431,22.503,11,10,120.3,121,10.8355895086516,96,135,10,19026.3,18907,1269.11717741113,17063,21407,10,16297.7,16148.5,977.776871274832,14312,17654,10,16663.2,16867.5,907.448378697103,14722,17768,10,10949.5,10975,293.124973347547,10539,11368
91,764791.991,6310091.389,22.463,13,9,93.5555555555556,95,8.97045906308418,80,107,9,13360.8888888889,12801,1759.1863930329,11239,16346,9,9587.11111111111,9580,339.227371944752,9163,10168,9,14560.1111111111,13883,2530.65628046887,12064,18738,9,12727.8888888889,12136,1398.40261603846,11409,15342
92,764783.097,6310091.318,22.538,11,10,96.1,96,3.44818792991333,90,101,10,12320.4,12312,227.252810763696,11969,12734,10,10345.5,10341,69.3213531316289,10207,10463,10,12011.3,11988,529.440091039581,11339,13151,10,8589.2,8577.5,259.024632033326,8209,8966
93,764788.865,6310117.377,22.544,6.5,11,51.2727272727273,51,12.173674347026,34,71,11,15132.7272727273,15298,785.025545723205,13739,16407,11,8768.45454545455,8698,371.25667759807,8267,9434,11,20283.0909090909,20706,1545.18092230154,16681,22086,11,18419.7272727273,19080,1744.87468114262,14826,20385
94,764792.797,6310113.241,22.554,7,9,61.4444444444444,61,9.08125188520113,41,73,9,14723.6666666667,14726,1387.85814196633,12771,16893,9,8577.66666666667,8558,303.684046337637,8167,9138,9,19664.1111111111,19257,2395.37064839867,16420,23647,9,19404.3333333333,19447,1922.30544456968,16085,22132
95,764797.4,6310112.306,22.493,11,9,73.3333333333333,72,4.76095228569523,63,79,9,11730,11598,545.066560665352,11063,12903,9,8385,8388,110.898351856303,8149,8532,9,13635.3333333333,13409,1156.49287839475,12233,15924,9,12540.1111111111,12214,1176.42362404445,11278,14967
96,764802.868,6310112.453,22.531,9,9,78.1111111111111,76,4.67723670663315,73,88,9,13034.2222222222,12956,607.763436759508,12076,14398,9,9466.88888888889,9418,363.705144449134,8770,10023,9,15634.3333333333,15176,1414.62982986913,13672,17952,9,13741,13560,1359.87025524905,12097,16139
97,764808.115,6310108.369,22.548,6.5,9,105.666666666667,106,4.57043640026736,97,114,9,13854.1111111111,13782,368.868372923472,13249,14710,9,11778.2222222222,11622,266.890230360215,11436,12252,9,13990.3333333333,13900,372.903323783644,13332,14580,9,10719.6666666667,10796,417.55505292383,10150,11675
98,764814.972,6310107.9,22.51,7,9,70,75,13.589211407093,48,91,9,12888.5555555556,12718,693.127391066688,12002,14275,9,8569.22222222222,8545,517.386547473137,7808,9524,9,16903.5555555556,16214,2715.84875667549,13548,21933,9,16468.1111111111,15979,2657.61197922096,13198,20981
99,764820.398,6310107.15,22.489,9,9,67.1111111111111,71,11.9391461117009,38,83,9,15222.8888888889,15080,336.26525391074,14615,15680,9,8625.66666666667,8683,321.588418807505,7979,9031,9,21971,21744,910.717055706961,20591,23660,9,20020,20255,1393.23125622896,17998,22218
100,764824.233,6310106.706,22.526,7.5,11,60.5454545454545,56,12.942977291065,48,86,11,14400.7272727273,14634,885.84701027877,12786,15605,11,8559.90909090909,8586,313.791318770193,8057,9067,11,20093.9090909091,20585,1950.84389453038,16582,22536,11,19325.0909090909,19695,1475.04116765634,16128,20913
101,764827.373,6310106.962,22.493,9,9,69.8888888888889,69,7.44527358566709,59,82,9,14571.1111111111,14505,407.716798346991,14090,15389,9,9109.22222222222,9062,341.583820127417,8579,9608,9,18611.1111111111,18924,1524.56139007216,15892,21095,9,15851.1111111111,15365,1217.59037487476,14305,17822
102,764832.339,6310106.092,22.537,8,10,87.3,89,8.64927742646748,68,98,10,15786.5,15938,1369.30911411558,13260,17462,10,10777.9,10740,696.978256475767,9773,11691,10,19911.1,21311,3230.6475960711,13451,23522,10,15266.1,15755,3050.58684354339,10525,19678
103,764834.95,6310105.521,22.537,6,9,80.2222222222222,80,5.28683433483125,69,87,9,13622.8888888889,13617,562.855111501361,12993,14952,9,9327.11111111111,9260,244.405148356596,9046,9818,9,17226.7777777778,17136,1333.26897992847,14725,19927,9,14923.7777777778,15250,915.292397455319,13634,16288
104,764839.15,6310105.221,22.546,5,9,85.7777777777778,86,5.11593974809837,76,93,9,13779.1111111111,13683,693.252310080607,12956,15168,9,10063,10129,215.564375535477,9723,10365,9,15877.7777777778,15630,1573.41679000249,14021,18462,9,14561.4444444444,14996,1394.0592296608,12617,16741
