field_1,field_2,field_3,field_4,field_5,B_count,B_mean,B_median,B_stdev,B_min,B_max,G_count,G_mean,G_median,G_stdev,G_min,G_max,R_count,R_mean,R_median,R_stdev,R_min,R_max,RE_count,RE_mean,RE_median,RE_stdev,RE_min,RE_max,NIR_count,NIR_mean,NIR_median,NIR_stdev,NIR_min,NIR_max
249,750106.002,6297168.826,25.765,"2",8,79.625,92,25.1591807299045,26,105,8,21285.375,21924.5,3673.84985190944,14059,26609,8,13272.625,13263,1954.28618282354,10269,16775,8,31557.875,33230,5537.89116987459,23918,38675,8,26347.625,27080.5,3897.81194830831,20653,31592
250,750108.19,6297168.118,25.789,"0",8,101.625,102,2.17586189819115,98,105,8,10662.75,10631,298.511620376829,10257,11200,8,11310.125,11379.5,188.99764383452,11027,11521,8,8286.25,8273,359.095304202102,7632,8817,8,5706.875,5754,185.746761411875,5282,5899
251,750110.585,6297165.408,25.723,"10",9,91.2222222222222,76,30.4768683787039,66,165,9,14626.1111111111,13217,4239.47699721045,9997,22587,9,11980.6666666667,11135,2497.25587172979,8916,16359,9,16242.3333333333,13837,6686.44685580881,9225,31042,9,11290.7777777778,10780,3026.70516780864,7964,17495
252,750114.167,6297162.904,25.771,"8",12,104.666666666667,104,9.70681318570736,91,121,12,12890.0833333333,12880,728.201146471373,11785,14107,12,13931,13803.5,756.801272902383,12913,15052,12,11269.8333333333,11158.5,1048.57179322904,9634,12968,12,7411.58333333333,7474.5,451.052557605233,6560,7989
253,750118.679,6297160.135,25.715,"11",8,96.625,97,1.72753437013566,94,99,8,11801.75,11760.5,573.271041916474,10873,12701,8,12070.375,12178,450.710532797937,11156,12597,8,10580.625,10269,1185.57074203735,9551,13533,8,8105.625,7886.5,855.303738080806,7077,9477
254,750124.097,6297155.442,25.736,"11",9,97.1111111111111,98,22.8883495082078,66,133,9,14673.8888888889,14804,1710.74249276249,11907,17342,9,10874.8888888889,11254,952.674532792862,9279,12180,9,15777.4444444444,15605,1874.39318246443,12608,18932,9,12612.7777777778,12491,1299.56452345287,10404,14732
255,750129.679,6297150.677,25.74,"9",9,94,94,1.76383420737639,92,97,9,9942.66666666667,9990,211.384851764632,9602,10261,9,9229,9228,177.031698354341,8996,9444,9,7865.77777777778,7736,253.80297598193,7636,8477,9,6120,6077,125.263278293716,5990,6344
256,750135.451,6297150.866,25.621,"12",9,79,76,7.97217382873427,73,100,9,11706,11802,2178.72215351619,9164,15967,9,8322.22222222222,8338,491.467593094121,7648,9306,9,11738.7777777778,11563,2854.3332662921,7986,16930,9,8719.22222222222,8744,1482.35066909717,6664,10999
257,750141.114,6297151.936,25.618,"10",10,52,50.5,25.19126832853,15,105,10,14483.5,14557,2922.96634431531,10841,19508,10,8920.5,8314,2221.60564682394,6652,13722,10,21030.5,21309.5,3537.81255156347,16547,26793,10,19211.6,19628.5,2086.41458967292,15653,22120
258,750143.105,6297151.887,25.617,"11",10,33.3,35,10.6023582282434,18,55,10,13771.1,13552.5,773.022955674668,12938,15497,10,8731.3,8501,821.920196856118,7805,10477,10,21823.2,22039.5,1434.77662372928,19378,24292,10,23270.5,22822,1402.48096243764,21263,26214
259,750156.759,6297148.783,25.552,"11",9,42.5555555555556,40,25.1754338420573,11,98,9,18992.3333333333,18723,3155.59897466216,14316,24797,9,11868.2222222222,11251,1682.24200780967,9826,15375,9,29236,28817,4437.26717699081,23709,38575,9,29253.6666666667,28905,3173.13430748422,24696,34651
260,750165.138,6297147.449,25.503,"5",10,46.1,47.5,20.201237585851,15,73,10,14044.5,14044.5,1658.23033683502,11546,17308,10,9719.5,9570,1119.77669648908,7926,11464,10,19752.5,20587.5,2975.37628712739,14855,23253,10,16382.9,16585,1091.91972690304,14427,18329
261,750174.913,6297145.128,25.447,"11",9,40.3333333333333,37,15.0185071014251,24,69,9,17188.4444444444,17497,1424.3235518122,15159,19703,9,10952,10788,884.316057124877,9856,12721,9,29922.6666666667,29224,2582.18185089879,25962,36153,9,29048.3333333333,29124,1690.53955883913,26720,32844
262,750186.551,6297143.426,25.405,"8.5",9,41.7777777777778,44,12.6997618330929,21,63,9,16698,16981,1152.70618787077,14345,17971,9,9591,9590,381.482488312228,8883,10246,9,23540.6666666667,24106,1522.63660215503,19791,25060,9,21152.2222222222,21053,876.543689445183,19220,22213
263,750204.285,6297141.431,25.408,"5.5",9,79.7777777777778,80,2.65739127624476,75,84,9,9808.22222222222,9667,518.072877279673,9123,10720,9,10772.5555555556,10648,381.908980171719,10162,11492,9,8446.77777777778,8325,399.265374789967,7972,9162,9,7357.33333333333,7229,345.824939657175,6874,8045
264,750208.141,6297143.633,25.355,"6",9,86,86,1.24721912892465,84,88,9,9736,9770,271.038332672295,9332,10126,9,11812.5555555556,11876,273.058036611312,11399,12175,9,7972.22222222222,7870,245.847639257315,7617,8513,9,6669.55555555556,6665,216.023204057708,6237,7008
265,750213.937,6297140.591,25.379,"8",9,75.3333333333333,63,23.9907389539288,46,114,9,15570.4444444444,15652,3374.75849707505,10715,20733,9,10266.5555555556,10461,2493.17709453046,7632,16198,9,16125.1111111111,16743,5188.79747242813,8832,25952,9,12268.7777777778,11944,3059.77409397701,8168,17944
266,750220.282,6297139.512,25.402,"6",10,93.4,100.5,35.3700438224213,18,137,10,18542.4,18217,4227.58013998552,13373,26218,10,14111.9,15207,2485.2954934977,10029,17815,10,23451.8,23784.5,4930.0684944532,15020,30020,10,20816.6,20947.5,2450.79277785781,15604,24105
267,750225.004,6297134.34,25.396,"4.5",10,70.5,55,31.196954979613,36,135,10,23433.1,21092,8488.60077339016,13491,41305,10,18687.6,19355,3438.42467417857,12451,24940,10,28491.2,25719,9724.16378718499,16973,50351,10,21787.3,20301,4409.89448966752,16317,32724
268,750228.321,6297133.249,25.337,"6",9,54.7777777777778,54,26.0075962312628,16,97,9,16303,17652,2346.70473453971,12438,19431,9,10266.1111111111,10423,726.380286755949,8873,11171,9,23461.5555555556,23513,4070.83709958505,16248,28285,9,21763.3333333333,21570,2820.02872325797,16756,26415
269,750234.655,6297132.093,25.354,"6",8,59.75,57.5,10.5326872164704,48,77,8,14853.5,15261.5,1362.34916596297,11735,16189,8,9630.625,9714,671.783435621183,8211,10518,8,18412.625,17738.5,2412.93633036079,14170,22637,8,15692.875,15880,1662.04726448287,12781,18608
270,750238.059,6297128.117,25.332,"10",10,42.5,39,12.4277914369368,25,66,10,9455,9430,1168.21778791457,7774,11963,10,6912.2,6864,518.172712519677,6168,8073,10,11144.7,11492.5,1375.56643241975,8746,13046,10,10699.5,10587.5,877.325167768485,9216,12065
271,750245.886,6297126.24,25.317,"7",9,45.2222222222222,45,18.5099239315189,13,76,9,17357.4444444444,17343,1942.23726157411,14352,21016,9,11619,11593,818.344127559495,10681,13474,9,26076.4444444444,24892,4233.39034373977,19877,32963,9,24443.3333333333,24480,2067.94304671198,20731,27296
272,750254.594,6297125.529,25.288,"9",9,38.6666666666667,28,24.6666666666667,11,90,9,18065.7777777778,17930,1817.00961764579,14615,20497,9,11243.7777777778,10907,1148.66538767367,9667,13030,9,28047.7777777778,27065,4215.52355461408,21137,35572,9,25089.1111111111,23900,2805.29901137292,21193,30005
273,750265.015,6297123.396,25.22,"15",9,69,61,30.7209664199839,24,129,9,18874.4444444444,19907,2234.6857154673,13643,21267,9,13284.2222222222,13839,1487.42273582924,9624,14577,9,25879.5555555556,26984,2605.82143632765,20683,29361,9,22854,23118,1780.69237470523,19440,25712
274,750275.191,6297121.146,25.125,"23",10,48.7,42,27.0482901492867,21,113,10,15091.2,14520.5,1819.97378003091,13000,18638,10,9612.8,9182,1834.5019378567,7505,13624,10,23320.3,22902,2472.67397972317,20719,28412,10,21808.4,21455.5,2230.71065806393,19161,27142
275,750278.341,6297122.009,25.147,"25",10,54,51,19.7484176581315,26,90,10,15968,15905.5,1345.84315579491,13752,18114,10,9740.2,9661.5,578.033528439311,8823,10545,10,24273.7,24411,2171.15794220503,20154,27131,10,22845.7,22848.5,2089.83281867235,19330,27332
276,750268.793,6297126.424,25.145,"20",8,71.25,70.5,14.6777893430857,48,99,8,16294,17019,3194.08961990737,11770,20059,8,11396.5,10824,2125.24104515229,9031,14639,8,19157.5,20034,4020.09583219107,13468,25047,8,15448.625,15293.5,2815.90557980466,11582,19887
277,750265.346,6297129.04,25.197,"15",9,57.2222222222222,59,19.5889865756687,34,90,9,14938.8888888889,14734,1629.08477676165,12955,17537,9,10313.4444444444,9411,1308.95862858916,8512,12042,9,23046,22510,2069.86381731316,20035,26459,9,21356.2222222222,21593,1385.60590659648,19020,24279
278,750261.734,6297131.822,25.222,"15",9,38.6666666666667,30,29.2422829326151,1,99,9,15250.3333333333,15927,1414.78549610886,12982,16730,9,11629.3333333333,10875,1684.37789373077,9812,14859,9,23913.1111111111,23383,3024.05715129873,20403,29201,9,22416.5555555556,22349,1123.39377791,21138,25059
279,750251.966,6297134.079,25.247,"12",10,34.3,27.5,17.7822945651004,16,71,10,11537.7,10904.5,1999.08424284721,9234,15518,10,8428.9,7914,1385.25055134441,6594,10721,10,14906.7,14134,2352.13566998164,12362,19333,10,15764.1,14657.5,2479.18298840566,13495,20424
280,750241.065,6297139.539,25.328,"7",9,26.6666666666667,20,20.3087282823038,4,71,9,17752.7777777778,17728,636.927481966315,16839,18890,9,10871.4444444444,10886,873.340090446011,9317,12286,9,26646.2222222222,27110,1911.80512592319,23810,29683,9,24685.7777777778,25123,1225.53569037995,21891,25753
281,750236.54,6297141.82,25.346,"5",9,45.4444444444444,57,26.7004415740061,13,80,9,19774.8888888889,19847,3482.16428371285,15083,25664,9,11423.5555555556,11213,2631.3123937648,7812,15405,9,28173.1111111111,28412,6154.63721188151,18911,36902,9,22643.7777777778,22777,4032.84552911817,17330,28044
282,750227.987,6297145.894,25.362,"9",10,42.9,27,36.4182646483876,8,131,10,11514.7,11177,1595.13780282457,9833,15606,10,9383.7,7959.5,3026.16777624771,6178,15357,10,15662.2,13384.5,5123.98114360309,11025,27920,10,17156.1,15738,4769.47352335664,11716,26054
283,750223.43,6297150.446,25.375,"8",9,75.3333333333333,75,28.7865709431788,35,121,9,18900,20228,3490.3760383215,12558,22499,9,12342.4444444444,12880,2789.65450314436,8032,16682,9,22548.7777777778,24569,6563.58397655457,12087,31003,9,16993.7777777778,17255,3482.01511828289,11892,21986
284,750215.552,6297159.421,25.346,"10",9,48.3333333333333,47,11.6904519445001,21,65,9,12187,12043,1248.30712033004,10343,14991,9,8896.55555555555,8645,970.838939739018,7888,10817,9,13869.1111111111,13466,1865.5414134862,11701,17784,9,12514.3333333333,12025,993.760981770209,11728,14886
285,750206.541,6297165.161,25.326,"10",9,118.222222222222,120,16.2807164582847,92,142,9,28396.2222222222,28755,6435.85578834665,18504,35266,9,19155.1111111111,19590,3484.40728083923,13743,24059,9,37550.1111111111,36736,10413.0323307377,21132,50741,9,29928.2222222222,30648,6068.6611515918,19186,37338
286,750200.833,6297170.24,25.401,"6",9,60,63,19.5049851177704,24,82,9,20065.1111111111,19873,2876.17266690937,15658,25487,9,11944,12082,890.475278838342,9947,12748,9,26563.4444444444,25739,2165.91223332552,23563,29796,9,23672.7777777778,23368,1409.12650467332,21674,26243
287,750192.144,6297179.347,25.37,"7",9,41.5555555555556,34,25.5782507920352,4,88,9,15988.5555555556,16035,3100.88489560681,11971,21710,9,11187.6666666667,10876,2044.98155384237,8695,14906,9,25320.6666666667,24521,6103.28942274392,17305,34596,9,24454.8888888889,25079,2468.10248501621,20986,28331
288,750180.874,6297195.512,25.36,"14",9,42.2222222222222,47,19.6738844256812,13,81,9,13901.5555555556,14083,1221.61542512919,11450,16181,9,10476.6666666667,10286,672.669639900928,9680,11570,9,18557,18084,1334.95942510125,16527,20538,9,17312.1111111111,17222,660.977801685494,16368,18604
289,750176.354,6297205.576,25.33,"13.5",9,51.6666666666667,49,7.498147919468,39,61,9,13639.3333333333,13860,2052.76583066738,10547,16574,9,9865.88888888889,9833,1128.91338556099,8222,12156,9,17888.1111111111,18495,2224.05242966,13861,20857,9,15326.3333333333,15937,1611.90942673588,12777,17279
290,750167.186,6297211.632,25.356,"9",9,38.2222222222222,35,9.88576729757121,22,55,9,15332.8888888889,15315,1338.17624187586,13130,17157,9,10889.3333333333,10824,949.342696583039,9445,12399,9,21336.3333333333,21051,1582.26230442364,18912,23343,9,18762.7777777778,18423,1035.13485732029,17369,20414
291,750165.71,6297220.533,25.341,"12",9,66.4444444444444,66,19.2244700034508,37,91,9,10184.6666666667,9190,2077.40949796188,7366,13057,9,9660.88888888889,8653,1499.0197867232,8096,11854,9,11522.2222222222,10256,2729.30877605699,8572,16045,9,9298.55555555555,8755,1756.84250297143,7258,12276
292,750164.084,6297229.275,25.341,"9",9,38.6666666666667,34,21.1922417670031,5,78,9,16702.4444444444,16829,3829.97528599833,11609,23907,9,12558.4444444444,11761,2720.21817389346,9708,18818,9,24539.2222222222,22803,7302.35850451038,16110,38775,9,18259.6666666667,18359,3441.5103596467,14731,25845
293,750163.948,6297238.971,25.378,"7",9,23.3333333333333,23,10.9036181558641,6,45,9,12062.3333333333,11945,1165.99323420945,10941,14537,9,8349.66666666667,8084,719.031292782171,6980,9394,9,15285.8888888889,15001,1372.31608315969,13771,17590,9,13373,13398,574.011614284357,12344,14444
294,750155.52,6297250.878,25.366,"9",9,62.7777777777778,63,22.3098273203028,25,103,9,23560.2222222222,23426,2058.44460038144,19424,26477,9,16301.4444444444,16079,1777.09432696005,12782,19453,9,33088,34676,4147.27160646343,25729,37979,9,24068,24429,2644.06219459545,19605,28562
295,750145.914,6297266.297,25.296,"10",9,61.2222222222222,58,16.0815821345606,34,93,9,20091.3333333333,19501,3335.62181442814,16268,27930,9,14572,13703,2554.97962592442,11195,19423,9,26397.4444444444,26701,4277.57628962714,19306,35098,9,21480.8888888889,21250,2541.15518107828,16994,25032
296,750136.892,6297280.018,25.434,"7",9,40.8888888888889,39,18.4357409183867,21,80,9,14950.5555555556,15088,840.118524853767,13483,16674,9,11104.3333333333,11170,494.743255526428,10247,11724,9,20919.1111111111,20440,1753.83322686461,18613,25063,9,17579.5555555556,17588,633.423521843554,16661,18939
297,750125.471,6297293.494,25.45,"5",8,52.125,57,23.078331287162,21,81,8,14067.25,14690,2149.52650309318,10207,17135,8,9425.625,9303.5,1123.86898007508,7636,11016,8,19487.625,19723,3305.06047363358,14527,24996,8,17416,17238.5,2134.24090720799,14329,21165
298,750120.288,6297299.537,25.438,"6",9,50.6666666666667,41,25.1440295541948,21,107,9,20151.3333333333,20040,1387.77303619864,18046,22886,9,13345.1111111111,13202,1012.98683159637,12124,15260,9,30223.5555555556,30367,2164.10264241638,26139,33645,9,25198.4444444444,25312,1072.65114046264,22868,26721
299,750113.035,6297301.476,25.517,"2",10,61.4,58,20.4362423160423,35,95,10,18696.5,18191.5,3458.07409550461,14457,26217,10,12150.6,11698.5,1813.89829924392,10076,16161,10,22307.2,21445.5,3924.12336197526,16889,31858,10,17829.7,17334.5,2066.28609103386,14443,22372
300,750111.744,6297301.868,25.509,"1",9,35.7777777777778,37,9.33068745565201,22,50,9,13141.3333333333,13398,1561.11014630259,10555,15711,9,10826.6666666667,10732,776.805710014487,9389,12121,9,16438.6666666667,16966,1519.58166757975,13747,18150,9,14466.5555555556,14984,1106.76295877373,12567,15595
301,750113.119,6297303.087,25.492,"1",9,30.1111111111111,30,18.1808473365942,6,59,9,14301.4444444444,13485,1837.28659296566,11900,17553,9,10794.2222222222,10052,1403.32650653745,9245,13417,9,19034.8888888889,18354,2546.79530410036,15939,24224,9,17853.2222222222,17345,1711.92034976824,15656,20711
302,750108.824,6297303.002,25.513,"0",9,52.2222222222222,46,11.7546943603895,40,74,9,7819,7645,429.565413463939,7091,8439,9,7122.44444444444,7061,340.856799880377,6535,7796,9,7737.44444444444,7621,774.396411709879,6636,8907,9,7202.22222222222,7099,273.989771819549,6919,7831
303,750103.433,6297302.981,25.532,"6",9,42.5555555555556,45,25.3732628791766,6,95,9,14023.2222222222,14476,2291.4334076574,10898,17752,9,10966.5555555556,10725,1363.50464376923,8707,13439,9,17746.3333333333,17493,2477.0787005844,14700,22606,9,15498.2222222222,15278,1156.78959748068,14088,18005
304,750096.129,6297303.893,25.493,"8",9,23.4444444444444,23,13.3175832901979,9,58,9,12993.1111111111,12696,2231.11867528598,10443,17223,9,9289.66666666667,9216,1328.4727237613,7588,11243,9,18842,19755,2985.09408003612,15309,23640,9,17244.5555555556,17440,1391.02209512854,15575,19397
305,750083.588,6297305.258,25.506,"8",8,46.875,48.5,20.5513837733618,17,87,8,16363,15717.5,1813.63157780184,14507,19378,8,11306.125,10650.5,1496.1286239408,9525,13836,8,22534.125,22273,1884.8228323572,20255,26049,8,19632.25,19501,785.29687857523,18795,21296
306,750080.325,6297306.828,25.484,"7",9,41,54,24.0970260959038,8,68,9,19223.2222222222,20733,3169.66443291462,13661,23317,9,13526.7777777778,13752,2481.94044953978,9483,16982,9,28409.2222222222,28461,4122.67245519693,21942,36684,9,23041.3333333333,23199,2231.22343121436,19939,26487
307,750072.719,6297308.411,25.496,"5",9,43.3333333333333,38,20.6988995950134,22,90,9,15860.8888888889,15197,3506.97848564337,11365,21892,9,10942.1111111111,10382,2073.90326809909,8456,14757,9,24370.2222222222,23138,4413.00025877527,17744,30782,9,18212,18831,3055.94026265058,14150,23627
308,750064.108,6297308.687,25.53,"8",9,32.2222222222222,28,11.4869759851734,17,56,9,12521.1111111111,12256,884.30467907396,11267,14312,9,8681.77777777778,8514,496.671314917349,8257,9945,9,17368,16724,1624.67131718661,15322,20632,9,16326.3333333333,16425,777.624730973895,14702,17658
309,750051.448,6297309.58,25.529,"7.5",8,43.125,40.5,12.4542914290617,26,62,8,15828.125,15722.5,1241.47255683523,14021,17890,8,10682,10685,662.599049199439,9642,11955,8,21737,21128,1807.68920171583,20000,25894,8,18593.75,18424,1002.32015219689,17211,20273
310,750042.095,6297311.089,25.569,"4",9,81.8888888888889,75,16.2852656270388,62,113,9,11039.2222222222,10271,1783.51592696236,8940,14584,9,9966,9627,1286.69706354423,8481,12283,9,11122.5555555556,10450,2038.19337819393,8237,14846,9,8952.44444444445,8619,994.107093617306,7773,10797
311,750041.123,6297311.936,25.544,"5",9,148.444444444444,148,20.0727073472144,123,190,9,17905.4444444444,16997,2178.91181357989,15290,22210,9,21189,20849,2694.43488199907,17147,25727,9,17786.6666666667,16068,3109.9301171141,14908,25621,9,15019.3333333333,14288,1867.59423382656,13132,19596
312,750016.435,6297314.09,25.591,"13",9,55.8888888888889,56,13.2618453923229,32,74,9,11563,12164,2044.60906342074,8946,14795,9,9019,8486,1160.1452974137,7618,11204,9,12799.2222222222,11943,3325.76172654151,9211,18533,9,11078.6666666667,11223,1897.23096467808,8673,14235
313,750010.428,6297315.213,25.668,"6",9,26.1111111111111,18,14.5330614993266,7,51,9,15871.7777777778,16033,2976.69831180558,11313,20409,9,10459.3333333333,9925,2302.98776954344,7818,15093,9,21796.2222222222,21864,4786.47626774942,14985,30435,9,18621.7777777778,17500,2379.04933290486,15736,23497
314,750003.295,6297315.886,25.621,"8",9,45.8888888888889,43,27.3513942136795,16,116,9,12885.7777777778,12948,1001.99709223106,11240,14711,9,8565,8483,1076.20330586537,6875,10762,9,18582.8888888889,18661,2597.58381083671,14903,22399,9,19010.3333333333,19136,1465.80360970432,16606,21654
315,750003.313,6297315.877,25.625,"8",10,35.7,37.5,12.6732000694379,11,55,10,11858.9,11963,1155.63865027092,9758,13288,10,7959.4,7750,854.54247407604,6875,9345,10,17413.8,17596,2701.5466236954,13739,22399,10,18201.7,18014,1483.3033438916,15415,20210
316,749993.02,6297317.06,25.681,"6",10,69,64.5,23.8201595292727,42,114,10,14841.3,13925,2916.17146443758,10780,18782,10,10966.3,11359.5,1751.35325106045,7715,13495,10,15968.6,14966,4759.59368433903,10047,22674,10,12654.5,12241.5,3185.39470866642,8800,18484
317,749991.603,6297316.524,25.682,"0",10,42.3,35,20.1447263570395,15,83,10,15863.2,16093,2213.72192472316,12440,18781,10,10076.5,10604.5,1380.87184416223,8121,11739,10,20706.6,20749,3370.60375007208,15520,28158,10,17248.4,17526.5,2139.62572427983,14184,21086
318,749989.882,6297317.044,25.731,"2",9,57.2222222222222,64,31.8600334022904,17,110,9,17022.5555555556,17122,3317.17691589671,11079,21664,9,9997,9836,1976.73541195803,7334,13927,9,21776.6666666667,23264,4898.05850425565,13158,30438,9,16926.5555555556,16915,2800.17023732928,12529,21276
319,749984.798,6297316.326,25.747,"0",10,34.1,26,22.7747667386518,6,82,10,14313.5,13851,3084.6568447722,10616,20825,10,9456.2,9427,1715.33733125587,6953,12872,10,18574.2,18116.5,3441.20716609739,14177,26447,10,16141.3,15316,1904.01554878105,14038,20808
320,749982.553,6297316.505,25.75,"0",9,38.7777777777778,34,23.6538828279736,17,98,9,12712.1111111111,13369,2125.26455579035,8733,15804,9,8741.55555555555,8293,1627.59878424295,6227,11563,9,16592.5555555556,17965,3237.37699418358,10664,20821,9,14747.4444444444,15811,2081.58449857107,11027,17063
321,749982.299,6297317.718,25.691,"3",9,59.6666666666667,53,19.9610732287732,38,101,9,15982.6666666667,16535,1707.4087579331,11907,17809,9,10763.2222222222,10990,851.014267771474,9188,11967,9,20624,19375,3527.85739192754,14859,26059,9,17053.3333333333,16511,2404.93441814024,13619,20622
322,749980.562,6297316.62,25.76,"1",10,40.9,45.5,16.3245214324953,10,71,10,15510.3,14717,1592.80495039412,14340,19476,10,10471.6,10286,846.186409723059,9652,12810,10,22598.5,21778.5,2431.22649088891,19765,28682,10,19763.6,19536.5,1550.66806248146,17280,23288
323,749979.089,6297318.119,25.735,"0",9,47.3333333333333,41,24.589970855344,9,85,9,14488.3333333333,13569,1722.97630086236,12894,18314,9,9576.22222222222,9706,786.229649484421,8588,11200,9,17936.8888888889,17620,2764.30049196475,14912,23653,9,15374.5555555556,14850,1363.1876948381,13958,18106
324,749976.399,6297317.182,25.759,"1",9,45.1111111111111,44,26.0275257903135,4,78,9,17123.2222222222,16812,1536.84747871723,15292,19743,9,10523.6666666667,10687,913.492565195069,8573,12146,9,26097.7777777778,27309,2217.83692305903,21969,28258,9,23157.2222222222,23286,1856.55031219959,19364,25195
325,749974.291,6297319.113,25.745,"0",12,46.25,34,37.8486569554764,5,129,12,13120.1666666667,12188.5,3104.16271140688,10215,20617,12,8101.66666666667,7990,1031.48229370272,6752,10387,12,18122.3333333333,16617.5,4600.144750138,12753,28866,12,16833.0833333333,17054.5,2317.37989470628,13256,20832
326,749968.448,6297318.495,25.679,"13",9,57.6666666666667,65,21.2184406171194,16,97,9,13954.2222222222,13785,877.574660043587,12415,15275,9,8989.11111111111,9044,681.413309794747,7567,10022,9,16575.5555555556,16637,1271.82966287079,13511,17963,9,13335.2222222222,13606,917.444854870523,11459,15030
327,749966.883,6297318.703,25.647,"19",9,38.7777777777778,28,31.1047612567515,9,93,9,11791.2222222222,12003,2018.72984146951,9436,16386,9,9306.88888888889,8738,2251.11322803454,7092,14026,9,15073.7777777778,14452,3656.55660052453,11087,23475,9,14500.4444444444,13507,2781.83493044553,11122,20364
328,749964.542,6297319.235,25.713,"12",9,76.2222222222222,74,27.4014508041607,31,118,9,14451.4444444444,14389,2373.07265006134,10608,18035,9,11543.1111111111,11548,1256.27796326595,9019,13231,9,16334.3333333333,18009,3703.61991090399,11036,21721,9,13602.7777777778,14543,2078.88499910557,10264,17128
329,749954.373,6297320.224,25.794,"10",8,50,43.5,18.8547076349648,29,87,8,15085.375,14874,1320.21929404739,13377,17147,8,9727.875,9985,722.761274125143,8565,10729,8,21126.125,20535.5,2429.80006572043,18222,26514,8,19953.375,19446.5,2196.9976068205,17161,24124
330,749951.061,6297320.768,25.779,"12",11,45.5454545454545,45,11.7191656262384,20,66,11,11006.3636363636,10417,1163.50897740235,9758,13536,11,7941.09090909091,7925,373.06871279003,7321,8567,11,13025.7272727273,13025,1563.4449195699,10384,15827,11,11845.0909090909,11952,979.48515739327,10124,13370
331,749944.556,6297319.897,25.843,"9",10,82,78,19.3700800204852,54,111,10,16947.6,17212,2392.07981472191,12804,21528,10,12145.7,11474.5,1985.04619845484,9341,15754,10,20976.3,21225,3020.6173888793,16106,25778,10,19507.3,19327.5,1663.93557868086,15912,21992
332,749941.487,6297320.294,25.857,"8",9,56.5555555555556,58,20.8279252239824,19,88,9,13849.4444444444,13593,1807.04418633248,11495,16621,9,9961.22222222222,9803,1359.45501971094,8420,12931,9,16892.4444444444,16429,2585.65285592595,13853,21844,9,14988.3333333333,14738,1340.75782882501,12958,17637
333,749931.618,6297321.845,25.891,"6",10,75.7,74,22.9915201759257,46,110,10,18722.8,19097.5,4333.80303659499,12755,24605,10,11930,11164,2492.89370010035,8509,16385,10,21652.3,19096,7865.13497722703,12236,34200,10,18376,17679.5,4805.15256781718,12127,25695
334,749929.001,6297322.917,25.919,"2",9,62.6666666666667,59,21.5715862498179,33,95,9,11841.4444444444,11641,1223.62113881627,10034,13797,9,10542.8888888889,10066,1511.53905705002,8230,12909,9,13410.6666666667,13360,1745.27126194692,10522,16620,9,12371.7777777778,12280,947.354888070261,10947,13978
335,749927.785,6297321.07,25.96,"1",9,60.3333333333333,58,15.0996688705415,37,82,9,8985.77777777778,8857,465.211487815017,8381,9803,9,8083,7862,676.153828651439,7380,9690,9,11086.5555555556,10667,1891.19386814615,9018,14724,9,9791,9457,749.448982771861,9033,11338
336,749925.476,6297322.686,25.97,"1",9,73.6666666666667,76,26.7540235810948,30,106,9,16763.8888888889,16405,1940.76115906703,14369,20267,9,12249.3333333333,13113,1251.70923141119,10298,13840,9,23423.6666666667,22340,3009.52860834458,19515,29707,9,18018.6666666667,17690,1678.11958254867,15565,22035
337,749924.479,6297323.72,25.963,"1",12,68.9166666666667,66.5,14.1977599954672,48,104,12,9572.33333333333,8938.5,1646.43738282255,7829,13763,12,8587.16666666667,8195,1283.22671635045,7090,12002,12,9164.5,8080.5,1976.93611850931,7672,14461,12,8461.41666666667,8125,998.073098386197,7593,11025
338,749922.595,6297325.23,25.951,"1",12,42.1666666666667,41.5,19.2216602358439,15,80,12,11800.9166666667,11820,1372.95383864701,9631,14303,12,8843.41666666667,8381,1006.34648260704,7533,11296,12,14960.6666666667,14712.5,2153.57355471216,11741,18551,12,14021.9166666667,14116,1315.65037518416,12140,16878
339,749922.67,6297326.939,25.962,"2",10,56.4,59.5,16.6865215068929,29,79,10,12377.4,11758.5,1641.46746541014,10651,16311,10,9578.3,9681,931.898390383844,8355,11444,10,15670.7,14167,3266.47856414212,12448,24162,10,13243.3,12222,2241.41156640185,10863,18718
340,749919.755,6297328.669,25.867,"4",10,57,51,12.2392810246354,46,77,10,9068.5,8797,1198.79992075408,7791,11866,10,8208.7,8159.5,895.057769085326,7068,9870,10,9719.4,9436,1362.60670774806,8189,12941,10,10142.8,9931.5,616.515336386695,9470,11559
341,749914.577,6297326.513,25.958,"6",9,58.3333333333333,61,20.7203603572267,29,97,9,16962.8888888889,16805,1854.96285943319,14786,20301,9,12214.7777777778,12380,1244.57219582364,10116,14300,9,24199.5555555556,22627,3140.18290730938,20726,29791,9,20300.6666666667,19408,2198.36130889452,17808,24644
342,749908.568,6297326.332,25.982,"3",10,90.1,87,14.3,67,114,10,12028.1,12180,1867.50648994856,9329,14315,10,9069.4,9072,870.761528778115,7969,10395,10,13588.1,13579.5,3021.63556538508,9084,18168,10,10672.5,10664.5,1458.33550666505,8451,13244
343,749903.923,6297323.972,25.983,"8",9,87.1111111111111,87,28.7032496977237,42,123,9,22663.2222222222,22790,3350.77900653225,16027,27481,9,14596.2222222222,15181,2109.39079029298,9739,16820,9,37713.8888888889,38707,5483.22428350418,28881,47271,9,29435.7777777778,28705,3221.84449510172,23544,35343
