field_1,field_2,field_3,field_4,field_5,NIR_count,NIR_mean,NIR_median,G_count,G_mean,G_median,B_count,B_mean,B_median,RE_count,RE_mean,RE_median,R_count,R_mean,R_median
1124,750004.092,6297665.661,25.528,0,9,17561.8888888889,18023,9,19308.6666666667,19614,9,99.8888888888889,103,9,21711.2222222222,22168,9,14491.2222222222,14590
1125,750005.137,6297665.389,25.525,1,12,10817.75,10086,12,10454.75,9403,12,36.6666666666667,28,12,12088,10734.5,12,8315.33333333333,7886.5
1126,750001.411,6297666.408,25.517,1,9,9985.55555555555,9878,9,11817.8888888889,11674,9,107.777777777778,111,9,11001,10844,9,13040.4444444444,12521
1127,749999.966,6297666.335,25.561,0,9,6548.66666666667,6566,9,6861.66666666667,6552,9,40.8888888888889,40,9,6783.11111111111,6853,9,7187.11111111111,6939
1128,749998.211,6297667.044,25.579,0,12,7199,7195,12,8683.91666666667,8765,12,56.25,54,12,7510.83333333333,7560.5,12,8907.33333333333,9000.5
1129,749996.624,6297667.702,25.572,0,9,7019.44444444444,6998,9,8650.11111111111,8626,9,71.3333333333333,69,9,7580.11111111111,7539,9,8713.55555555555,8813
1130,749994.544,6297668.624,25.574,0,9,22526.7777777778,22786,9,26244,26474,9,116,110,9,27644.3333333333,25252,9,22557.8888888889,23753
1131,749993.333,6297670.314,25.56,1,8,12072.375,11172,8,11944,10877.5,8,64,62.5,8,14318.5,13067,8,9905.875,9606.5
1132,749990.799,6297671.251,25.582,1,9,8135.66666666667,7839,9,7368.66666666667,7180,9,33.7777777777778,32,9,7941.33333333333,7667,9,7269.33333333333,6999
1133,749989.859,6297672.038,25.563,1,9,6987.55555555556,6748,9,7078.33333333333,6969,9,40.5555555555556,39,9,6728.66666666667,6508,9,6152.88888888889,6121
1134,749988.307,6297672.374,25.576,1,12,10507.75,10018.5,12,11354.75,10426,12,65.0833333333333,58,12,10837.75,10236,12,11767.3333333333,10981
1135,749987.112,6297673.602,25.568,1,9,6505,6416,9,7823.77777777778,7769,9,60.7777777777778,62,9,7033.33333333333,6966,9,7200.22222222222,7148
1136,749986.031,6297674.02,25.571,1,9,6862.33333333333,6740,9,6555.66666666667,6621,9,33,34,9,6562.22222222222,6591,9,5662.66666666667,5648
1137,749984.369,6297674.277,25.577,1,10,21471.3,21002.5,10,28477.2,27708.5,10,144.4,142,10,27921.5,27602,10,28846.2,30004
1138,749982.855,6297674.96,25.569,1,9,18816.2222222222,17987,9,24248.1111111111,24331,9,169.888888888889,169,9,24375.6666666667,23205,9,28786.8888888889,27405
1139,749981.409,6297676.115,25.569,1,8,15199.875,15180,8,19340.125,18233.5,8,101.5,106.5,8,19876.25,19795.5,8,17114,17726.5
1140,749979.411,6297677.169,25.575,1,8,14063.375,13912.5,8,14813.125,14079,8,84,86,8,16890.75,15762,8,16676.75,16709.5
1141,749977.332,6297677.884,25.558,2,8,21441.375,21339.5,8,23366.75,23802.5,8,158.25,168,8,27484.875,27255.5,8,21991.25,22773.5
1142,750002.761,6297672.886,25.435,5,10,16152.5,16721,10,15169.4,14697.5,10,56.9,50.5,10,19822.3,18973,10,9348.8,9015
1143,750005.893,6297677.447,25.463,5,8,25263.25,25117,8,18683.5,19012,8,41.625,48,8,27956.375,28348.5,8,9813.875,9856.5
1144,750009.152,6297684.911,25.404,6,10,9053.3,8994.5,10,13813.2,13575,10,107.2,105.5,10,11944.9,11426.5,10,14150.9,13825.5
1145,750012.322,6297689.586,25.467,3,10,12399.4,11348,10,10233.9,9477.5,10,44,38.5,10,13103.9,11385.5,10,8214,8004
1146,750015.844,6297695.25,25.447,4,10,14879.5,13930.5,10,11501,11036,10,39.4,38,10,15021.3,13573,10,7760.1,7774
1147,750012.598,6297698.821,25.522,1,9,12248.2222222222,11900,9,11614.2222222222,11593,9,57.4444444444444,59,9,13344.2222222222,12500,9,8593.77777777778,8651
1148,750011.572,6297699.129,25.483,1,9,14548.3333333333,14093,9,15837.7777777778,15827,9,87.3333333333333,82,9,18403.4444444444,18020,9,11853.3333333333,11752
1149,750011.995,6297700.997,25.485,1,9,14431.4444444444,14087,9,17919.8888888889,18084,9,113,109,9,19388.4444444444,19819,9,14076.5555555556,13836
1150,750021.144,6297700.635,25.515,5,10,7739.5,7708.5,10,10400.3,10304.5,10,85.3,87,10,8855.4,8831,10,9335.1,9317.5
1151,750024.019,6297704.812,25.449,7.5,9,14202.7777777778,13901,9,12865.8888888889,12925,9,56.7777777777778,59,9,15318.4444444444,16461,9,8914,9175
1152,750025.434,6297709.375,25.505,5,10,17754,18077,10,14901.2,15548.5,10,58,53,10,18631.4,18749.5,10,9482,9496
1153,750027.195,6297714.114,25.519,6,10,21144.8,21408.5,10,16909.9,16656.5,10,58.4,59.5,10,22383.8,21590,10,9624.9,9738.5
1154,750033.605,6297718.657,25.517,6,9,18870.8888888889,18036,9,13371.1111111111,13001,9,45.7777777777778,39,9,18478.2222222222,17507,9,7503.22222222222,7460
1155,750044.966,6297721.803,25.561,5,9,7862.33333333333,7779,9,14110.8888888889,14011,9,122.333333333333,121,9,10823.3333333333,10836,9,12821.3333333333,12790
1156,750050.553,6297725.501,25.515,5,9,23672.8888888889,23903,9,17746.3333333333,17902,9,50.7777777777778,45,9,26987.8888888889,27149,9,8878.88888888889,8686
1157,750059.088,6297727.118,25.519,7,9,17064.2222222222,16656,9,15356.5555555556,15644,9,56.2222222222222,54,9,20473.6666666667,19565,9,8777,8960
1158,750067.057,6297726.259,25.563,5,8,6963.875,6978,8,13677,13655.5,8,101,100.5,8,10399,10376.5,8,13156.125,13161.5
1159,750071.87,6297717.508,25.517,6,9,24488.7777777778,22584,9,17668.5555555556,17466,9,61.6666666666667,53,9,27697,24721,9,9410.77777777778,9308
1160,750078.428,6297714.473,25.495,7,9,18658.1111111111,19574,9,20274,20721,9,101.777777777778,89,9,21440.2222222222,22624,9,11389.2222222222,11724
1161,750093.796,6297711.7,25.523,5,8,24012.875,23937.5,8,18630.25,18919,8,66.25,59,8,27612.5,27925.5,8,10425.875,10465.5
1162,750100.78,6297703.977,25.557,-1,9,17411.7777777778,17342,9,13473.3333333333,11886,9,37.2222222222222,31,9,18660.6666666667,17853,9,8881.66666666667,9286
1163,750102.519,6297704.542,25.552,-1,9,19938.8888888889,20213,9,18098.8888888889,18588,9,83,93,9,23083.6666666667,23339,9,13540.6666666667,13037
1164,750104.075,6297703.47,25.542,-1,10,22216.8,22734.5,10,15522.1,15339,10,36.4,34.5,10,23434.9,23832,10,8609.6,8472
1165,750104.988,6297705.104,25.545,-1,10,20681.3,20395.5,10,21798.1,21619.5,10,170.9,172.5,10,24009.6,24312,10,18607.8,17776
1166,750106.67,6297705.261,25.551,-1,9,17383.1111111111,16583,9,15832.4444444444,15335,9,123.888888888889,103,9,18515.3333333333,17637,9,12806.7777777778,12118
1167,750106.649,6297705.29,25.552,-1,9,17013.6666666667,16765,9,16212.6666666667,15973,9,144.222222222222,157,9,18284.8888888889,18167,9,14430.1111111111,13222
1168,750107.031,6297703.664,25.555,-1,9,27613.8888888889,27765,9,20281.2222222222,20488,9,54.2222222222222,42,9,31216.4444444444,32721,9,10820.3333333333,10636
1169,750108.706,6297703.069,25.546,-1,8,19838.5,19349.5,8,13887.5,13985.5,8,55.125,50,8,20314.125,19769.5,8,9962.75,9823
1170,750108.797,6297704.939,25.536,-1,9,24314.1111111111,23638,9,25449.7777777778,25514,9,153.444444444444,148,9,28388.8888888889,28284,9,21974.3333333333,22412
1171,750110.33,6297704.484,25.553,-1,9,24102.4444444444,24354,9,22847.8888888889,21389,9,96.2222222222222,97,9,26782.8888888889,26976,9,15530.5555555556,15668
1172,750112.217,6297704.157,25.536,-1,9,19370.8888888889,19665,9,23164,23429,9,191.333333333333,183,9,22880.2222222222,22487,9,24078.8888888889,23899
1173,750113.634,6297703.274,25.544,-1,9,16997.2222222222,17159,9,12717.6666666667,12085,9,71.3333333333333,67,9,18083.8888888889,18682,9,9283.77777777778,9892
1174,750115.104,6297702.785,25.55,-1,9,24315.1111111111,24728,9,17293.3333333333,17530,9,44.1111111111111,42,9,26032.1111111111,25429,9,9158.44444444445,9043
1175,750115.221,6297702.706,25.548,-1,9,19857,18587,9,12706.8888888889,11339,9,50.1111111111111,45,9,20589.6666666667,18597,9,8454.88888888889,7992
1176,750116.94,6297702.593,25.539,-1,9,20828.8888888889,19825,9,12646.5555555556,12403,9,39.1111111111111,40,9,19708.1111111111,19792,9,7799.22222222222,7673
1177,750118.562,6297702.532,25.53,-1,9,18432.2222222222,17591,9,11444.4444444444,11607,9,25,21,9,16276.6666666667,16441,9,6943.44444444444,6834
1178,750120.237,6297701.925,25.538,-1,9,20818.3333333333,21163,9,12643.2222222222,11766,9,35.7777777777778,38,9,18569.6666666667,18751,9,7320.44444444444,7302
1179,750121.863,6297702.187,25.543,-1,9,14405.4444444444,14057,9,11507.2222222222,11304,9,47.7777777777778,47,9,14092.5555555556,13993,9,8220.22222222222,8346
1180,750123.357,6297702.05,25.535,-1,9,14935.2222222222,14177,9,11518.7777777778,10986,9,70.2222222222222,58,9,14916.6666666667,14113,9,9753,9370
1181,750124.698,6297701.695,25.529,-1,9,27829.1111111111,28108,9,16181.2222222222,15416,9,53.2222222222222,45,9,27178,27711,9,8805.55555555555,8750
1182,750126.041,6297701.439,25.542,-1,10,18093.7,17571.5,10,14262.9,13752.5,10,81.5,82,10,19218.4,17890,10,11552.8,11777.5
1183,750127.088,6297701.594,25.494,1,11,15380.2727272727,15033,11,12569.4545454545,12703,11,61.6363636363636,57,11,15617.2727272727,14154,11,8894.45454545455,8556
1184,750128.386,6297701.108,25.489,1,9,14137.6666666667,13918,9,11400.8888888889,10448,9,59.6666666666667,51,9,13339.7777777778,12619,9,8408.33333333333,8407
1185,750129.74,6297700.577,25.5,2,10,17368.2,16573.5,10,13730.7,13742,10,55.5,51.5,10,17811.1,16971.5,10,9065.3,9063
1186,750129.468,6297699.093,25.463,4,9,7910.55555555556,7825,9,11703.8888888889,11895,9,86.6666666666667,86,9,10186.2222222222,10367,9,11742,11903
1187,750131.319,6297699.655,25.485,1,9,8946.11111111111,8981,9,12942.5555555556,12976,9,104.666666666667,105,9,11085,11063,9,12923.3333333333,12934
1188,750132.171,6297699.58,25.459,3,9,8372.55555555555,8393,9,13109.5555555556,13062,9,104.777777777778,104,9,11180.3333333333,11174,9,13314.3333333333,13334
1189,750138.139,6297693.481,25.395,5,9,18751,18321,9,15211.2222222222,15154,9,70,81,9,22269.2222222222,21953,9,9566.77777777778,9349
1190,750149.164,6297691.458,25.399,5,9,19755.4444444444,18764,9,12174.2222222222,12017,9,42.7777777777778,36,9,18925.1111111111,18201,9,7246.66666666667,7247
1191,750162.87,6297689.614,25.386,7,9,18475.8888888889,18167,9,16462.6666666667,16527,9,99.1111111111111,107,9,24123.1111111111,24282,9,11018.2222222222,11030
1192,750173.748,6297686.4,25.358,6,9,15208.6666666667,14632,9,14149.6666666667,13621,9,102.222222222222,119,9,17500.3333333333,15896,9,12002.1111111111,11975
1193,750180.238,6297685.613,25.33,9,9,10224.4444444444,10125,9,8869.77777777778,8620,9,71.7777777777778,69,9,9576,9504,9,8193.33333333333,8035
1194,750189.915,6297687.842,25.327,6,9,25880.7777777778,26207,9,27059.6666666667,26634,9,86.4444444444444,83,9,36294.6666666667,36239,9,14498.8888888889,14184
1195,750203.457,6297689.079,25.353,9,10,16888.3,17318.5,10,21393.1,21342,10,105.9,111.5,10,24085.1,23992,10,14864,14870.5
1196,750214.869,6297686.343,25.334,9,9,10251.3333333333,10078,9,12929.1111111111,12763,9,89.5555555555556,88,9,12328.3333333333,11848,9,11960.1111111111,11959
1197,750226.059,6297680.635,25.31,11,9,7098.55555555556,7127,9,12986.4444444444,12914,9,103.444444444444,103,9,10675.7777777778,10600,9,13298.3333333333,13305
1198,750238.144,6297678.359,25.336,9,9,22620.6666666667,23558,9,22881.5555555556,23731,9,113.666666666667,122,9,31543.2222222222,33344,9,14790.1111111111,14706
1199,750260.715,6297671.71,25.35,7,9,17754.1111111111,16938,9,17531.2222222222,15743,9,64.6666666666667,62,9,20523.3333333333,18162,9,10646.4444444444,10362
1200,750268.365,6297668.362,25.319,3,9,31054.5555555556,31099,9,25873.4444444444,25860,9,96.7777777777778,100,9,38237.8888888889,38607,9,13672.8888888889,13953
1201,750274.572,6297668.001,25.241,6,9,24082.5555555556,24118,9,14699.2222222222,14279,9,39.3333333333333,41,9,23848.1111111111,23944,9,7652.22222222222,7615
1202,750284.798,6297670.364,25.283,6,9,19554.7777777778,19294,9,14735.7777777778,15055,9,40.3333333333333,40,9,21009.5555555556,20432,9,7829,7762
1203,750293.062,6297670.697,25.283,4,9,12720,12581,9,13492.4444444444,13271,9,66.5555555555556,71,9,16784.6666666667,16764,9,9873.44444444445,9994
1204,750302.957,6297669.751,25.3,3,8,16094.125,15220.5,8,12782.125,12011,8,52.875,55,8,16817.875,15413.5,8,8352.625,8313
1205,750318.448,6297669.729,25.302,5,9,27129.4444444444,25340,9,17308.5555555556,18418,9,45.2222222222222,42,9,29165.3333333333,28174,9,8611.55555555555,8799
1206,750327.775,6297668.265,25.311,3,9,17696.1111111111,16915,9,13047.7777777778,12196,9,65.4444444444444,68,9,20131.1111111111,19636,9,7765.11111111111,7525
1207,750335.31,6297666.934,25.328,1,9,26109.8888888889,26879,9,21632.8888888889,21189,9,107,110,9,30314.8888888889,28123,9,11858.7777777778,12112
1208,750336.691,6297666.995,25.325,1,10,26734.3,26592,10,20326.8,20311.5,10,78.3,86,10,31551.7,31329.5,10,9345.5,8986.5
1209,750338.789,6297666.84,25.323,0,10,23438.3,22700,10,16264.7,15048.5,10,39.2,39.5,10,25361.6,23356,10,8867.4,8432
1210,750339.931,6297666.31,25.317,1,9,22751.6666666667,22218,9,18985.8888888889,18801,9,79.1111111111111,81,9,26472.5555555556,25761,9,10902.8888888889,10836
1211,750346.384,6297663.248,25.261,5,8,12576.5,11994.5,8,10106,9383,8,31.75,31,8,12521.25,11883,8,7345.875,7283
1212,750356.044,6297664.767,25.248,7,9,21931.3333333333,20952,9,16081.7777777778,16322,9,61.5555555555556,65,9,22138.1111111111,20489,9,8291.55555555555,7821
1213,750371.365,6297666.204,25.207,12.5,12,18627.8333333333,18972,12,13075.0833333333,13089.5,12,41.0833333333333,39,12,18515.6666666667,18440,12,7740.33333333333,7640
1214,750373.868,6297662.26,25.185,11,10,13555,13440.5,10,13734.6,14097.5,10,67.8,62,10,16974.7,15791,10,10143.2,10629
1215,750380.551,6297656.874,25.145,10,9,23579.6666666667,23698,9,16126,16385,9,46.5555555555556,51,9,24247.6666666667,23736,9,8443.88888888889,8341
1216,750386.889,6297653.041,25.136,4,10,25638,25569,10,18076.3,17312.5,10,64.4,77,10,25981.4,26060,10,9471.8,9160
1217,750396.822,6297649.653,25.076,4,10,15922.1,15926.5,10,10963.8,10782,10,21.4,19.5,10,14699.8,15135,10,7505.3,7446
1218,750404.049,6297646.88,24.979,7,9,13045.1111111111,13302,9,12175.8888888889,13896,9,54.2222222222222,30,9,13486.8888888889,14523,9,8341.22222222222,7751
1219,750419.683,6297644.779,25,5,9,14643.2222222222,14580,9,12321,12957,9,58,51,9,17802.6666666667,17479,9,8933.55555555555,8605
1220,750430.361,6297639.312,25.036,9,9,22887.7777777778,23731,9,19492.2222222222,19683,9,62.5555555555556,71,9,28417.4444444444,28697,9,11222,11242
1221,750430.364,6297639.367,25.039,9,9,20897.4444444444,20626,9,16249.2222222222,15516,9,47.6666666666667,51,9,24701.4444444444,24478,9,9932.55555555555,9767
1222,750444.836,6297637.444,25.039,9,12,16597.4166666667,16417,12,15497.5,15184,12,31.5,28,12,19784.6666666667,20521.5,12,10125.5,10105.5
1223,750448.778,6297634.403,25.006,0,10,18209.9,17641,10,16409.6,16143.5,10,67.8,69.5,10,19208.1,18252,10,12429.9,12788.5
1224,750449.014,6297633.441,25.073,0,9,19332.3333333333,19018,9,15940.8888888889,15435,9,32.3333333333333,26,9,22023.1111111111,21513,9,10467.7777777778,10694
1225,750447.336,6297633.195,25.087,0,9,22011.7777777778,21572,9,18804.1111111111,18964,9,56.8888888888889,64,9,28122.8888888889,27918,9,11951.3333333333,11759
1226,750445.84,6297632.43,25.059,0,9,15330.8888888889,15789,9,14593.5555555556,15474,9,65.6666666666667,66,9,17493.6666666667,18253,9,10540,10766
1227,750444.574,6297631.569,25.009,0,12,14285.5,14029,12,11988.6666666667,11568,12,49,42.5,12,14735.4166666667,13946,12,8907.66666666667,9235
1228,750442.911,6297630.508,25.026,0,9,21263.1111111111,21829,9,17713.7777777778,17292,9,73.4444444444444,74,9,25115.6666666667,24955,9,10829.1111111111,10812
1229,750443.316,6297629.146,25.028,0,9,25100.7777777778,25552,9,20225.2222222222,20715,9,72.6666666666667,81,9,29320,30132,9,12073.1111111111,11784
1230,750441.932,6297628.094,25.019,0,9,13029,12356,9,11184.3333333333,10380,9,35.6666666666667,32,9,14044.7777777778,13137,9,8179.33333333333,7966
1231,750444.694,6297628.982,24.994,0,9,20676.5555555556,20589,9,16186.4444444444,16340,9,50.6666666666667,50,9,23550.1111111111,23174,9,9514.77777777778,9155
1232,750445.742,6297628.924,25.017,1,9,22492.7777777778,21828,9,16464.7777777778,17035,9,58.4444444444444,57,9,23707.2222222222,23742,9,10339.5555555556,9857
1233,750446.757,6297628.726,25.006,1,9,16253.7777777778,16318,9,12575.8888888889,12609,9,38.3333333333333,43,9,17705.1111111111,18007,9,8231,8200
1234,750447.976,6297629.025,24.991,1,9,18392.7777777778,18731,9,14001.5555555556,14104,9,45.7777777777778,42,9,20295.6666666667,20862,9,8944,8863
1235,750449.207,6297630.681,25.039,0,8,21657,22216.5,8,18268.375,17813,8,56.75,52.5,8,25825.875,26195,8,11582.625,11627.5
1236,750451.976,6297631.253,25.016,0,9,10797.8888888889,10779,9,7148.22222222222,7070,9,24.3333333333333,26,9,9240.33333333333,9242,9,6175.22222222222,6203
1237,750453.406,6297631.671,25.003,1,8,14502.75,14277.5,8,13051.25,12693.5,8,46.375,46.5,8,16440.625,16630.5,8,9548.875,9413
1238,750454.958,6297631.62,24.997,0,9,18116.8888888889,18101,9,15036.5555555556,14426,9,45.8888888888889,45,9,20562.8888888889,19648,9,10006,9807
1239,750458.752,6297633.112,24.969,7,9,19859.6666666667,19819,9,19560.1111111111,19724,9,72,77,9,24800.5555555556,26026,9,12551.8888888889,12485
1240,750466.559,6297628.706,24.943,7,9,21081.8888888889,20742,9,19368.5555555556,18223,9,68.6666666666667,67,9,26889.8888888889,26579,9,12305.6666666667,11957
1241,750476.991,6297626.414,24.966,5,9,19084.7777777778,18868,9,15311.1111111111,15074,9,51.7777777777778,48,9,21973.7777777778,22405,9,10428.7777777778,10380
1242,750488.644,6297625.446,24.975,7,9,20117.4444444444,19434,9,17494,16074,9,45.3333333333333,48,9,21492.5555555556,20715,9,10996.1111111111,11103
1243,750505.815,6297622.798,24.957,4,8,21513,20989,8,14685.875,13998.5,8,39.875,36.5,8,23710.25,23033,8,9399.875,9089.5
1244,750518.375,6297630.147,24.942,5,8,19127.5,18333.5,8,24062.625,24128.5,8,99.375,91.5,8,23037.375,21325.5,8,17614.875,17226.5
1245,750519.288,6297632.727,24.955,5,12,7138.58333333333,7157,12,8268.25,8284.5,12,53.8333333333333,53.5,12,8157.83333333333,8146.5,12,8551.08333333333,8567
1246,750521.836,6297634.786,24.952,4.5,10,9430.5,9348,10,8841.4,8574.5,10,52.2,52.5,10,9289.1,9132.5,10,8003.9,8027
1247,750523.354,6297637.334,24.949,5,9,29103.2222222222,29766,9,21900.5555555556,22107,9,81.2222222222222,79,9,30568.2222222222,31779,9,10317.7777777778,10281
1248,750527.086,6297640.928,24.916,8,8,8634.5,8551.5,8,7310.125,7050,8,33.125,33,8,8884.5,8316.5,8,5836.25,5714.5
1249,750529.891,6297640.836,24.972,4,12,7540.08333333333,7496,12,8079.25,8032,12,51.3333333333333,52,12,8814.33333333333,8828,12,7787.75,7795
1250,750532.489,6297639.368,24.939,7,10,7463.3,7422,10,8274.2,8286.5,10,48.8,49,10,8800.2,8783,10,8118.6,8055
1251,750534.252,6297633.609,24.907,7,9,13267.2222222222,13218,9,11855.4444444444,11666,9,45.3333333333333,47,9,14776.4444444444,14447,9,7507.22222222222,7429
1252,750532.542,6297628.454,24.937,7,9,18920,19826,9,14432.5555555556,14581,9,56.7777777777778,53,9,21002.6666666667,22457,9,7537.44444444444,7557
1253,750529.473,6297620.997,24.93,7,9,22201.7777777778,22464,9,16232.6666666667,15524,9,65.8888888888889,67,9,23490.7777777778,23306,9,8257.77777777778,7957
1254,750527.089,6297615.72,24.972,4,9,17403.8888888889,17034,9,14290.7777777778,13333,9,64.2222222222222,63,9,19508.1111111111,19627,9,7815.88888888889,7678
1255,750526.345,6297608.193,24.966,6,9,29170.8888888889,29344,9,19663.6666666667,19863,9,66.5555555555556,81,9,30791.1111111111,31216,9,9190.66666666667,9307
1256,750522.635,6297601.477,24.903,7,8,19993,19874,8,15524.25,15514.5,8,50.625,57,8,20920.5,21315.5,8,7904.75,7873.5
1257,750516.47,6297596.818,24.904,7,9,27258.2222222222,26821,9,17874.1111111111,17563,9,53.8888888888889,58,9,29064.2222222222,28777,9,9112.33333333333,8891
1258,750512.904,6297593.45,24.933,7.5,10,21825,21918.5,10,16363.6,15753,10,67.1,65.5,10,23933.8,24133.5,10,8932.7,8597.5
1259,750505.445,6297583.666,24.956,6,12,19760.3333333333,20046,12,16850.0833333333,16923.5,12,55.5,58,12,22429.25,23004,12,9851.91666666667,9823.5
1260,750503.479,6297580.342,24.902,7,10,25176.6,25090.5,10,19902.8,19336,10,71.6,68,10,29674.7,28939,10,10371.5,10319.5
1261,750501.233,6297572.21,24.919,8,9,24996.5555555556,25004,9,18870.4444444444,18441,9,61.6666666666667,60,9,27880.7777777778,28221,9,10218.5555555556,10111
