field_1,field_2,field_3,field_4,field_5,R_count,R_mean,R_median,G_count,G_mean,G_median,B_count,B_mean,B_median,RE_count,RE_mean,RE_median,NIR_count,NIR_mean,NIR_median
4,765190.375,6309180.024,20.766,11,9,8322,8030,9,15129.3333333333,14978,9,52.4444444444444,53,9,21769.7777777778,21586,9,21693.8888888889,21800
5,765181.475,6309203.732,20.758,17,9,12703.7777777778,12613,9,21457.1111111111,21949,9,80.2222222222222,78,9,29180.5555555556,28680,9,22212.4444444444,22007
6,765175.18,6309203.224,20.785,13,8,13980.875,14258.5,8,19670.5,20674,8,89.25,88.5,8,27035.625,28181,8,23377.125,23665
7,765167.474,6309199.449,20.858,8,12,11793.0833333333,12032,12,15350.8333333333,15369.5,12,73.3333333333333,69,12,20915.5833333333,20599,12,17614.25,17373
8,765159.726,6309196.969,20.803,7,9,9625.66666666667,9154,9,12217.1111111111,12041,9,41.3333333333333,35,9,15663.8888888889,15464,9,14071.5555555556,14197
9,765154.164,6309195.225,20.781,8,10,13270.8,13304.5,10,18031.9,18444,10,100,100.5,10,25007.5,25341,10,18784.1,19295
10,765143.428,6309196.661,20.788,7,11,8056.90909090909,7949,11,9591.72727272727,9470,11,32.2727272727273,30,11,13791.4545454545,13421,11,14104.0909090909,14272
11,765137.009,6309196.099,20.78,10,12,10894.0833333333,10973,12,12265.1666666667,11592,12,64.4166666666667,68,12,14807.1666666667,13647,12,12562.9166666667,11738.5
13,765117.846,6309203.26,20.801,10,10,6386.7,6214.5,10,6213.5,6111,10,33.7,33,10,6722.1,6632,10,6471.7,6419.5
14,765110.436,6309206.662,20.783,10,12,9009.41666666667,8427.5,12,11224.8333333333,9974.5,12,43.5833333333333,29.5,12,14466.5,13401,12,14173.8333333333,13736
15,765109.489,6309208.111,20.782,13,9,9737.11111111111,9723,9,11492.8888888889,11859,9,42.6666666666667,39,9,14522.3333333333,15398,9,13842,13693
16,765107.288,6309213.308,20.827,10,11,10276.0909090909,10369,11,12981.8181818182,12414,11,56.4545454545455,37,11,16648.6363636364,15327,11,14959,15051
17,765097.032,6309214.856,20.803,14,9,7455.11111111111,7182,9,7528.22222222222,7013,9,45.2222222222222,23,9,8117.22222222222,7361,9,8470.55555555555,8016
18,765093.422,6309215.799,20.885,6,9,12794.8888888889,13423,9,17315.1111111111,16854,9,72.3333333333333,60,9,25355.4444444444,25335,9,21392.1111111111,21008
19,765086.371,6309217.254,20.788,11,9,11523.5555555556,12555,9,13830.1111111111,16408,9,69.3333333333333,64,9,17752.2222222222,17359,9,13065.5555555556,14507
20,765077.992,6309218.201,20.748,18,10,8403.3,8361.5,10,9099.3,9162.5,10,52.9,55,10,9759.5,9537.5,10,8324.1,8301.5
22,765075.048,6309218.716,20.821,12,9,9304.77777777778,8220,9,10199.7777777778,8262,9,58,46,9,11522.6666666667,9923,9,11275.3333333333,11706
23,765066.002,6309220.382,20.787,15,9,9679,8846,9,12137.6666666667,11410,9,34.7777777777778,16,9,16106.8888888889,15304,9,12718.6666666667,12809
24,765064.79,6309219.87,20.827,14,9,6491.55555555556,6316,9,8461.44444444445,7410,9,20.8888888888889,22,9,11403,10326,9,9259.77777777778,9090
25,765062.743,6309219.497,20.784,20,11,9438.27272727273,9320,11,7577.72727272727,7622,11,63.7272727272727,64,11,6091.54545454545,6134,11,5183.90909090909,5203
26,765059.322,6309219.605,20.795,11,8,8224.125,8108.5,8,10239.125,10038.5,8,52.75,47,8,12351.25,12225.5,8,11731.375,11588
27,765052.202,6309219.954,20.822,10,10,9944.7,10389.5,10,11552.2,11212,10,22.5,17.5,10,13380.9,13028,10,11895.3,11633.5
28,765044.003,6309219.405,20.815,9,12,9234.33333333333,9038.5,12,10720.5,11003,12,51.6666666666667,43,12,13146.5,13466,12,12151.1666666667,12157.5
29,765037.267,6309221.454,20.8,8,9,13472.8888888889,13209,9,19483,19514,9,48.4444444444444,52,9,27167.1111111111,26929,9,20062.1111111111,20174
30,765036.419,6309217.453,20.767,9,10,5576.6,5544.5,10,6525,6486.5,10,30.1,34,10,7772.1,7883.5,10,7969.6,8065
31,765033.723,6309216.46,20.684,20,10,14358.2,14436,10,10562.5,10399,10,76.5,79.5,10,9377.3,9503.5,10,6806,6815
32,765026.383,6309215.702,20.784,7,9,15513.2222222222,15790,9,23212.5555555556,24870,9,131,129,9,34338.7777777778,33477,9,27081.6666666667,26524
33,765011.712,6309214.496,20.666,10,9,8462.66666666667,8776,9,14111.1111111111,14973,9,59.6666666666667,66,9,16994.4444444444,15530,9,16872.3333333333,17400
34,765003.782,6309215.659,20.561,20,10,10501.6,10501.5,10,9031,9038,10,51.7,52,10,7626.5,7617.5,10,5518.7,5514
35,765008.563,6309207.333,20.598,14,9,8216.44444444445,7697,9,10764.5555555556,9950,9,40.2222222222222,44,9,11608.7777777778,11428,9,10064.4444444444,9770
36,765014.479,6309201.538,20.637,11,9,10750,10623,9,14230.1111111111,13845,9,54,57,9,18174,18504,9,14861.2222222222,14346
37,765021.972,6309198.5,20.741,5,9,8417.66666666667,8923,9,12711,12548,9,34.4444444444444,32,9,19147.4444444444,18604,9,20185.4444444444,19926
38,765026.557,6309195.629,20.808,9,9,11171.8888888889,10853,9,15961,15616,9,71.7777777777778,70,9,23719.2222222222,23178,9,19548.6666666667,20221
39,765054.155,6309194.304,20.867,8,10,14332.1,14625,10,22113.3,22476,10,26.8,12,10,34541.7,35493,10,26785.2,26828
40,765060.217,6309192.169,20.84,10,9,12472.3333333333,12628,9,19919.6666666667,20646,9,42.2222222222222,23,9,26072.2222222222,25716,9,19702.3333333333,20682
41,765064.436,6309190.78,20.717,25,9,5773.66666666667,5668,9,5822.11111111111,5751,9,37.7777777777778,38,9,5536.55555555556,5507,9,5459.44444444444,5488
42,765067.525,6309190.532,20.845,9,10,12600.9,12895.5,10,19583.2,20490.5,10,41,42.5,10,24608.7,25404,10,20017.5,20789.5
43,765075.641,6309188.415,20.868,9,9,10360.3333333333,10781,9,14259.4444444444,15273,9,95.3333333333333,98,9,17522.1111111111,17798,9,14500.2222222222,14876
44,765084.629,6309186.009,20.849,12,9,9676.66666666667,8848,9,10381.3333333333,9454,9,63.7777777777778,64,9,11503.7777777778,10575,9,12198.1111111111,11466
45,765093.446,6309182.804,20.799,12,9,13407.1111111111,13397,9,18386.1111111111,19055,9,51,60,9,21325.8888888889,20709,9,17891.7777777778,18178
46,765099.457,6309180.681,20.827,9,10,12280,12319,10,16329.6,16577.5,10,69.1,69.5,10,21505.8,21796,10,17564.2,18107
47,765107.406,6309178.661,20.815,7,9,9450.22222222222,9358,9,11649.5555555556,10648,9,71.2222222222222,64,9,17054,17042,9,14153.8888888889,14281
48,765114.867,6309177.127,20.827,12,10,5727.6,5694.5,10,5928.8,5905,10,30.4,29.5,10,6949.5,6839.5,10,7697.4,7576.5
49,765121.219,6309175.785,20.774,14,10,11176.8,11637.5,10,13484.6,13962,10,71.7,72.5,10,15513.2,15990,10,13575.5,13914.5
50,765123.892,6309175.085,20.767,15,11,12668.6363636364,13642,11,18291.6363636364,18532,11,76.1818181818182,77,11,23289.6363636364,24952,11,19403.3636363636,18917
51,765125.132,6309175.06,20.732,21,9,9047.22222222222,8864,9,7354,7329,9,51.7777777777778,50,9,6749.66666666667,6784,9,6039.44444444444,5987
52,765129.966,6309173.729,20.782,10,12,9703,9395.5,12,14186.3333333333,14192.5,12,59.5,58.5,12,19257.25,18744.5,12,14703.0833333333,14863.5
53,765138,6309171.419,20.762,12,9,8212.77777777778,7954,9,10605,9255,9,36.3333333333333,19,9,13504.2222222222,11966,9,11878.1111111111,11062
54,765143.979,6309170.107,20.776,10,9,12908.3333333333,12633,9,17775.2222222222,19126,9,85.4444444444444,98,9,24597.3333333333,25637,9,18077,18357
55,765156.953,6309168.49,20.731,14,9,10122.5555555556,9771,9,13403.4444444444,12477,9,58.3333333333333,54,9,15186,15035,9,11702.2222222222,11237
56,765165.05,6309167.899,20.779,10,9,11713.3333333333,11546,9,16376.4444444444,17510,9,56.6666666666667,55,9,20181.8888888889,21933,9,15071.8888888889,15104
57,765172.544,6309166.217,20.796,10,9,6057.77777777778,5907,9,7572.55555555556,7594,9,19.7777777777778,18,9,10804.2222222222,10586,9,11536.5555555556,11615
58,765182.515,6309164.889,20.763,12,9,9895.33333333333,10548,9,14243.2222222222,14404,9,38.4444444444444,28,9,17283.2222222222,18251,9,13861.3333333333,13589
59,765189.412,6309164.297,20.76,13,10,9033.8,8710.5,10,14344.1,13865.5,10,42.1,41,10,18340.7,17983,10,16324.7,16198.5
60,765157.259,6309311.591,20.79,12,10,13651.6,13786,10,25294,25372.5,10,95.2,105,10,40165.1,41232,10,34789,35247.5
61,765148.585,6309308.534,20.847,11,9,9377.77777777778,9101,9,15308.5555555556,14997,9,63.4444444444444,68,9,20694.5555555556,20827,9,18064.7777777778,18056
62,765140.7,6309311.702,20.829,8,12,9890.41666666667,9282,12,15853.8333333333,15159,12,78.5,82,12,24012.75,23136,12,24357.8333333333,23914
63,765133.07,6309313.525,20.811,10,10,11140.3,11373.5,10,14229.9,14506,10,67.1,66,10,19283.6,19249,10,17135.8,16963.5
64,765131.414,6309313.969,20.83,9,11,7066.72727272727,6777,11,9598.09090909091,9076,11,25.1818181818182,14,11,12918.6363636364,12058,11,12011.0909090909,12110
65,765125.786,6309314.726,20.791,5,9,9298.44444444445,8795,9,12765.7777777778,12702,9,49.7777777777778,55,9,18698.4444444444,19211,9,15847.8888888889,15714
66,765124.108,6309315.302,20.815,5,10,9400.8,9310.5,10,12534.4,12941.5,10,53.6,57,10,16734.1,17321.5,10,15187.9,15127.5
67,765120.096,6309315.412,20.806,8,10,7035.9,6790,10,9344.3,8903,10,29,25,10,13036.3,12510.5,10,12297.6,12153
68,765119.189,6309315.463,20.819,8,9,12074.4444444444,11751,9,18510.5555555556,18594,9,80.2222222222222,81,9,25469.3333333333,26072,9,20329.4444444444,20384
69,765111.616,6309314.494,20.797,8,9,6683,6496,9,8558.77777777778,7962,9,10.1111111111111,4,9,12571.5555555556,11618,9,12217.3333333333,12276
70,765106.281,6309315.058,20.786,11,10,9877.1,9799.5,10,14227.8,14676.5,10,53.3,55,10,17973.2,17609,10,13911,13816.5
71,765099.493,6309312.281,20.768,10,9,10253,10322,9,14028.6666666667,14160,9,41.3333333333333,28,9,20586.2222222222,21626,9,16935.8888888889,17399
72,765094.336,6309311.087,20.822,7,9,9842.55555555555,9164,9,13831.5555555556,13424,9,55.6666666666667,54,9,17223.2222222222,17678,9,15034.8888888889,15553
73,765084.303,6309304.414,20.834,10,9,13375.1111111111,14141,9,19523.1111111111,20475,9,73.7777777777778,71,9,30060,29530,9,24300.6666666667,24715
74,765078.938,6309303.079,20.871,6,10,7647,7436.5,10,10599.4,10687,10,34.3,34,10,13789.8,14138.5,10,12568.8,12661
75,765076.355,6309303.459,20.85,9,9,10429.4444444444,9592,9,12847.7777777778,11523,9,42.3333333333333,26,9,14931.2222222222,12602,9,11499.8888888889,10452
76,765071.409,6309303.126,20.852,8,9,8855.66666666667,8901,9,10468.3333333333,10575,9,68.5555555555556,69,9,13247.1111111111,13628,9,10472.8888888889,10710
77,765061.675,6309301.237,20.849,8,9,11087.5555555556,11242,9,14014.8888888889,14886,9,65.1111111111111,74,9,19568.2222222222,20892,9,15267.2222222222,16504
78,765057.373,6309300.339,20.857,8,9,9469.22222222222,9813,9,13159.3333333333,13673,9,41.7777777777778,33,9,17745.6666666667,18290,9,15316.6666666667,15610
79,765052.99,6309299.873,20.772,13,9,6191.77777777778,6121,9,5994.88888888889,5995,9,40.2222222222222,36,9,6192.33333333333,6223,9,6421.66666666667,6431
80,765045.29,6309297.864,20.837,9,9,12352.2222222222,12119,9,18042.6666666667,17074,9,51.5555555555556,39,9,24006.8888888889,22251,9,20005.4444444444,19040
81,765038.413,6309296.032,20.808,10,12,7854.66666666667,7378,12,10382.6666666667,9475.5,12,23.3333333333333,22.5,12,13241.5,12216,12,12681.5,12011
82,765037.956,6309291.359,20.826,6,9,6260.88888888889,5983,9,7176.77777777778,6750,9,25.7777777777778,22,9,8757.55555555555,8573,9,9966,9831
83,765038.126,6309280.267,20.816,5,10,8173.3,7886.5,10,10075.4,9831.5,10,47.7,42.5,10,12343.2,11498.5,10,10930.3,10721.5
84,765038.722,6309278.497,20.846,6,9,8207.11111111111,8191,9,9471.33333333333,9467,9,55.8888888888889,73,9,11647.2222222222,11867,9,10276.4444444444,10340
85,765037.711,6309276.011,20.835,4,9,14169.6666666667,14698,9,19675.6666666667,19740,9,31.4444444444444,28,9,25264.4444444444,25519,9,18682.1111111111,17709
86,765037.163,6309273.715,20.798,5,12,11465.4166666667,11939,12,13135.6666666667,12160.5,12,30.8333333333333,19.5,12,15314.1666666667,14192,12,12730.9166666667,11460
87,765040.565,6309273.172,20.841,4,10,6094.6,6049,10,6029.1,5971,10,24.4,25,10,6943,6916.5,10,6885.7,6824.5
88,765040.423,6309268.322,20.826,3,12,11544.6666666667,11878.5,12,16160.8333333333,16178,12,27.9166666666667,23.5,12,19647.0833333333,20227,12,15359.75,15658
89,765039.845,6309259.84,20.814,5,10,7693.5,7828.5,10,8594.9,8740.5,10,52.6,58.5,10,10557.9,10725.5,10,9579.1,9671.5
90,765043.306,6309244.274,20.781,10,9,5878.33333333333,5798,9,6218.33333333333,6201,9,23.2222222222222,18,9,7776.44444444444,7602,9,8830,8709
91,765044.914,6309233.443,20.797,9,9,9283,9050,9,13511.4444444444,12385,9,23.8888888888889,25,9,18592.8888888889,16313,9,14780.7777777778,13437
92,765051.593,6309197.24,20.912,6,10,19405.1,19402.5,10,12420.9,12482,10,84,85.5,10,10883.7,10869,10,7558.7,7520
93,765039.325,6309170.549,20.81,11,11,13931.3636363636,13728,11,10789.0909090909,10644,11,78.0909090909091,74,11,9041,8942,11,6348,6317
94,765036.932,6309169.839,20.839,9,12,14207.3333333333,13751.5,12,11521.75,10688,12,75.75,69,12,11693.5,10162.5,12,7849,7416.5
95,765035.628,6309170.206,20.823,12,12,15503.1666666667,15453.5,12,14421.5833333333,14033,12,83.1666666666667,82,12,13988.8333333333,14225,12,8717.91666666667,8875
96,765016.396,6309141.125,20.796,14,9,12504.1111111111,12638,9,12520.7777777778,13193,9,44.7777777777778,48,9,12033.1111111111,12163,9,9559.88888888889,9227
97,765003.797,6309131.21,20.782,8,10,10078.3,9632.5,10,14044.4,13643.5,10,40.1,36,10,19199.4,18298.5,10,15865.8,15666.5
98,765003.034,6309131.955,20.753,12,9,7810.33333333333,7781,9,8092.11111111111,8243,9,36.4444444444444,34,9,9269.77777777778,9649,9,8002.44444444444,8341
99,764996.871,6309129.561,20.731,10,9,15257.1111111111,15754,9,14656.4444444444,15119,9,79.6666666666667,76,9,17470.4444444444,17675,9,13757.3333333333,13773
100,764996.27,6309128.692,20.74,13,9,12568.3333333333,12559,9,12231.6666666667,12015,9,63.5555555555556,64,9,12148.5555555556,12334,9,9565.11111111111,9761
101,764989.811,6309128.644,20.738,1,12,6893.5,6930,12,9226.83333333333,9230,12,13.5833333333333,9,12,12507.1666666667,11991.5,12,12501.75,12158
102,764990.333,6309128.165,20.787,0,10,8852.5,8850,10,13948.4,14289.5,10,46.5,43.5,10,21797.9,22604,10,19013,19660
103,764989.765,6309129.607,20.764,1,10,7426.6,7289,10,10093.2,9557.5,10,25.4,18,10,12491.1,12505,10,11536.9,11450.5
104,764988.236,6309127.776,20.698,4,9,10036.4444444444,8951,9,15355.4444444444,13305,9,31.4444444444444,22,9,19111.8888888889,18784,9,16533.1111111111,15966
105,764979.014,6309120.463,20.72,3,10,9624.1,9936,10,15585.2,15905.5,10,59.9,65,10,22143.8,23419.5,10,17385.7,17849
106,764967.397,6309104.016,20.712,4,9,10745.8888888889,10886,9,17029,16796,9,42.3333333333333,41,9,25049.4444444444,25316,9,19754.8888888889,19450
107,764971.551,6309101.069,20.776,3,10,6717.8,6311.5,10,10167.8,8905,10,34.8,22.5,10,15209.2,14335.5,10,15574.7,15119.5
108,764981.255,6309094.564,20.767,19,9,12353.8888888889,12352,9,15024.8888888889,14732,9,58.5555555555556,50,9,18910.8888888889,17980,9,17067.5555555556,16998
109,764984.168,6309092.119,20.8,10,9,7626.44444444444,7540,9,10437.4444444444,10767,9,33.8888888888889,17,9,15296.1111111111,14720,9,14716.5555555556,14787
110,764990.951,6309088.328,20.787,10,10,13549.9,13327.5,10,17634.6,18022.5,10,66.2,60,10,25557.4,25992.5,10,19998.6,19763
111,764997.084,6309085.097,20.831,6,9,7611,7425,9,8418.77777777778,8150,9,39.6666666666667,33,9,10450.7777777778,10257,9,9150,9320
112,765005.991,6309081.77,20.819,9,12,9538.5,9481.5,12,12854.1666666667,12479.5,12,41.5,43.5,12,18531.9166666667,17163.5,12,14878.3333333333,14725
113,765014.039,6309079.888,20.844,5,9,9949.88888888889,9558,9,12398.1111111111,12310,9,47.8888888888889,45,9,14600.5555555556,13362,9,12458.2222222222,12904
114,765015.649,6309079.31,20.839,3,9,13457.3333333333,14062,9,18387.3333333333,18234,9,76.2222222222222,85,9,23555.1111111111,24041,9,18125.2222222222,18356
115,765017.823,6309078.37,20.836,4,10,11017.2,11359.5,10,13978.4,14435.5,10,58.9,57,10,17876.7,17531.5,10,13543.9,13565
116,765019.394,6309078.416,20.91,1,10,11439.9,10916,10,13493.1,12605.5,10,59.2,52,10,18378.2,17089,10,14131.2,13912
117,765024.981,6309074.493,20.859,5,9,12490.5555555556,11797,9,18393.8888888889,16849,9,55.7777777777778,46,9,25366.3333333333,24696,9,20990,20510
118,765029.237,6309072.106,20.86,9,10,10188.7,10133.5,10,14098.1,13452.5,10,54.4,53,10,19582.1,19560,10,17128,18174.5
119,765029.228,6309072.121,20.856,9,9,10286.7777777778,9944,9,14622.2222222222,13429,9,68.8888888888889,62,9,20324.2222222222,19421,9,17215.7777777778,18218
120,765033.91,6309068.706,20.855,8,10,8718.2,8542.5,10,10785.6,10931.5,10,26.2,21.5,10,14799.5,14821,10,13524.1,13825
121,765040.757,6309066.858,20.87,5,9,9979.11111111111,9746,9,13516.7777777778,13109,9,53.8888888888889,56,9,17988.7777777778,18062,9,16207.4444444444,16204
122,765045.638,6309065.696,20.83,9,10,13174.6,13077,10,19580.2,20472,10,87.4,73.5,10,27443.5,29071,10,21673,21303.5
123,765048.839,6309065.769,20.822,7,9,9935.44444444445,9990,9,14482.1111111111,13988,9,45.4444444444444,42,9,21317.5555555556,20902,9,18368.3333333333,18440
124,765051.299,6309065.046,20.851,5,12,9608.66666666667,8935.5,12,12988.5833333333,12068.5,12,46.75,38,12,16806.5,15954,12,15589.9166666667,15343
125,765055.247,6309064.665,20.884,7,9,12202.2222222222,12822,9,18434.3333333333,19110,9,62,46,9,26100.4444444444,28324,9,20783.4444444444,21448
126,765060.843,6309063.835,20.858,10,10,9674.5,9809,10,13460.3,13297.5,10,58.7,69.5,10,17905.7,17681.5,10,16040.8,15764
127,765065.689,6309062.658,20.846,5,9,11025.6666666667,10812,9,11694.4444444444,10898,9,50.2222222222222,49,9,15950.3333333333,15233,9,15196.7777777778,14689
128,765067.229,6309062.526,20.828,5,12,15496.75,15081.5,12,21045.5833333333,20434.5,12,97.8333333333333,91,12,24531.25,23604,12,17673.3333333333,17200
129,765070.198,6309061.5,20.827,7,9,7989.55555555556,7611,9,9963.11111111111,9722,9,40,26,9,16047.5555555556,14519,9,13933.5555555556,13149
130,765076.937,6309060.535,20.882,3,12,9015.58333333333,9171.5,12,12898.0833333333,13494,12,61.8333333333333,63,12,22292.8333333333,23029.5,12,19405.8333333333,19771
131,765081.384,6309059.642,20.826,9,9,18359.8888888889,18426,9,12796.1111111111,12775,9,100.888888888889,100,9,10827.4444444444,10892,9,7060.77777777778,7068
132,765086.609,6309059.343,20.9,3,10,10725,10922,10,10857.3,10641.5,10,44.3,42.5,10,13421.5,12919,10,12465.7,12098.5
133,765092.889,6309059.447,20.815,11,9,14522.1111111111,14887,9,18818.7777777778,19135,9,43.3333333333333,38,9,23798.7777777778,22665,9,14862.6666666667,15807
134,765096.896,6309059.874,20.831,8,10,18725.5,18816.5,10,17203.7,16298.5,10,97.2,83.5,10,16888.7,14732.5,10,10560.7,9808
135,765097.965,6309061.147,20.852,7,9,13835.5555555556,13964,9,15942.7777777778,16567,9,47,54,9,20371.2222222222,20114,9,13308.2222222222,13491
136,765099.256,6309062.447,20.834,9,9,13443.5555555556,13720,9,16907.5555555556,16193,9,69.4444444444444,62,9,24987.6666666667,24362,9,18295,18307
137,765102.373,6309062.294,20.854,8,12,10883.8333333333,10958,12,10703.1666666667,10171.5,12,52.75,45.5,12,12120.5,10934,12,9658.91666666667,9323.5
138,765106.042,6309062.558,20.843,6,10,10144.4,10049,10,9636.8,9596,10,54.8,54.5,10,11021.6,10583,10,10317.7,9916.5
139,765108.105,6309062.416,20.809,10,10,10817.8,10612,10,9356,9367,10,57.4,58,10,9997.4,9781.5,10,8653.8,8336.5
140,765110.245,6309062.803,20.807,9,9,13820.7777777778,14319,9,13527.6666666667,13494,9,70,62,9,15293.1111111111,15179,9,10746.4444444444,11105
141,765111.516,6309062.248,20.789,9,10,7257,6846.5,10,7572.9,7024,10,33.1,35.5,10,9367.6,8616.5,10,9109.1,8148.5
142,765115.888,6309062.395,20.8,9,8,16906.75,17500,8,15866.5,16130,8,122,125.5,8,16193.375,16337,8,11408.75,11253
143,765119.228,6309062.198,20.793,10,9,12910.7777777778,13065,9,17008.6666666667,17903,9,41.1111111111111,25,9,22712.6666666667,24383,9,16498.5555555556,16983
144,765122.235,6309061.963,20.807,10,9,15326.5555555556,16211,9,21096.1111111111,21432,9,39.6666666666667,35,9,28534.8888888889,27844,9,21368.8888888889,22791
145,765124.84,6309062.668,20.811,11,9,11825.6666666667,11833,9,14208,13775,9,37.5555555555556,37,9,17940.2222222222,17636,9,15086.6666666667,14156
146,765130.569,6309062.178,20.758,12,10,11389,11496,10,15288.8,15590,10,52.5,53,10,21050.3,21877,10,17491.3,17597
147,765137.139,6309061.899,20.797,9,8,13683.25,12992.5,8,14546,13578.5,8,55.75,49.5,8,16553.75,15352.5,8,11194.375,10936.5
148,765143.43,6309061.765,20.775,10,9,10263.4444444444,10538,9,15157.2222222222,16489,9,72.6666666666667,59,9,19993,20486,9,15873,16360
149,765146.996,6309061.526,20.775,9,9,6928.55555555556,6819,9,8224.22222222222,8404,9,20.6666666666667,22,9,10523.8888888889,10618,9,10963.4444444444,11086
150,765149.178,6309061.106,20.744,13,9,10905.6666666667,10348,9,14324.4444444444,14483,9,42.7777777777778,45,9,19441.5555555556,19521,9,17300.5555555556,17135
151,765158.545,6309060.926,20.784,8,9,12337.4444444444,12203,9,14019.6666666667,13633,9,63.3333333333333,63,9,19190.3333333333,18115,9,15638.7777777778,15207
152,765166.999,6309060.717,20.78,7,9,11096,11057,9,15019.2222222222,15051,9,65.8888888888889,68,9,21910.7777777778,22324,9,19026,19149
153,765170.421,6309060.589,20.745,7,12,8386.33333333333,8251,12,11637.0833333333,10876.5,12,39.75,31,12,14485.1666666667,13683.5,12,14273.75,13796
154,765173.904,6309060.352,20.775,9,9,11710.5555555556,12114,9,16714.4444444444,17483,9,57.6666666666667,75,9,22717.6666666667,23796,9,17907.6666666667,18260
155,765177.974,6309060.212,20.759,7,9,14349.4444444444,14049,9,18035.8888888889,16729,9,62.4444444444444,58,9,23872.1111111111,23689,9,16669.2222222222,15832
156,765189.07,6309058.695,20.688,10,9,9276,8949,9,10527.8888888889,10399,9,46,46,9,13573,13275,9,11059.4444444444,10600
157,765198.473,6309058.545,20.746,10,12,12614.4166666667,12634.5,12,18228.0833333333,18104,12,52.4166666666667,49.5,12,26531.0833333333,26988.5,12,23672.9166666667,23298.5
158,765207.405,6309058.316,20.71,12,10,8804.6,8675,10,11433,10887,10,46.2,47,10,14810,14234.5,10,13275.7,12971.5
159,765213.344,6309057.926,20.679,18,10,10089.7,10025.5,10,7893.3,7999.5,10,63.8,63,10,6883.8,6926.5,10,5681.2,5647
160,765215.195,6309057.402,20.649,22,9,13808,14038,9,9680.33333333333,9587,9,81.6666666666667,82,9,7903,7798,9,5884.55555555556,5836
161,765225.451,6309054.979,20.725,12,9,8726.22222222222,9192,9,12148.4444444444,12095,9,47.1111111111111,45,9,16171.4444444444,16908,9,14640.5555555556,14890
162,765238.976,6309011.72,20.661,20,9,11182,11512,9,16840.2222222222,16826,9,75,74,9,21983.7777777778,22834,9,18192.6666666667,18320
163,765238.906,6309011.675,20.662,17,12,9239.16666666667,9267,12,14554.6666666667,14050.5,12,56.5,54,12,19275.5,19212.5,12,16849.1666666667,16901.5
164,765239.339,6309009.475,20.663,16,9,10679.1111111111,10663,9,15539.3333333333,15162,9,64.3333333333333,62,9,21330.1111111111,21954,9,18253.6666666667,18237
165,765239.375,6309008.28,20.692,14,9,7558.22222222222,7616,9,10736.5555555556,10136,9,31.1111111111111,32,9,15412,14870,9,16582.2222222222,16485
166,765235.415,6309005.365,20.655,20,10,7952.6,8244.5,10,10849.9,11397.5,10,53.5,41.5,10,13585.8,14467,10,11600.7,11413.5
167,765232.658,6309001.865,20.68,11,9,9433.66666666667,9367,9,12461.5555555556,12540,9,47.5555555555556,47,9,18190.8888888889,18814,9,16473.3333333333,16315
168,765231.676,6308999.682,20.681,10,9,12216.6666666667,12353,9,19478.4444444444,19407,9,58.7777777777778,72,9,28161.8888888889,28749,9,24230.7777777778,25068
169,765227.416,6308995.543,20.672,10,9,11376.4444444444,11883,9,15151.1111111111,15794,9,73,84,9,19078.2222222222,20071,9,13054.6666666667,12737
170,765226.469,6308993.779,20.7,10,9,13620.5555555556,13273,9,20478.8888888889,20025,9,97.6666666666667,107,9,27067.2222222222,27500,9,17851.2222222222,19231
171,765224.266,6308989.907,20.698,8,10,12033.4,12347,10,16739.3,17400.5,10,77.8,75.5,10,21884,21696.5,10,17148.2,17046
172,765219.891,6308984.478,20.741,8,9,10646.6666666667,10525,9,14707.8888888889,14446,9,52.6666666666667,45,9,19730.2222222222,19830,9,18253,18050
173,765218.326,6308980.804,20.726,8,10,8087.8,7664.5,10,10563.2,10154.5,10,39.9,37,10,14696.7,14845,10,15400,15383.5
174,765218.013,6308973.762,20.717,10,10,7401.3,7291.5,10,9539.8,9421,10,29.1,26,10,14591.6,14368.5,10,15506.7,15448.5
175,765213.061,6308972.338,20.723,9,10,14029.3,13987.5,10,12066.8,11461.5,10,49.5,49.5,10,13596.9,12539.5,10,11222.2,10756
176,765204.478,6308971.398,20.742,9,10,12288.1,11730.5,10,16491.8,16475.5,10,61.5,55.5,10,22881.9,22700.5,10,19258.2,18486.5
177,765202.912,6308970.365,20.694,10,9,12151.2222222222,12132,9,16326.1111111111,15511,9,53,39,9,23307.1111111111,22536,9,19691.7777777778,19207
178,765198.146,6308965.348,20.739,8,10,9992.1,9352,10,12102.4,11335.5,10,51,41,10,14713.7,13884,10,12055.6,11808.5
179,765198.122,6308958.872,20.713,10,9,13249.5555555556,12899,9,18467.1111111111,19443,9,82.3333333333333,85,9,27304.8888888889,28042,9,22206.7777777778,22827
180,765196.308,6308953.99,20.687,9,10,6188.8,6162.5,10,6173.7,6164,10,26.4,26.5,10,7367,7388.5,10,7934.2,7910.5
181,765194.578,6308953.503,20.713,10,9,11237,11174,9,14591.1111111111,14976,9,78.5555555555556,85,9,20158.4444444444,21081,9,16597,16845
182,765191.757,6308949.25,20.717,11,9,11016.1111111111,10646,9,14930,14345,9,50.1111111111111,44,9,20977.6666666667,21119,9,16541.5555555556,16292
183,765189.915,6308948.15,20.688,11,9,16015.3333333333,15998,9,23800.5555555556,24107,9,90.6666666666667,83,9,33241.5555555556,33660,9,27189.1111111111,27158
