1,765203.614,6309182.434,20.798,base
2,765207.962,6309173.674,20.877,llanta cerca base
3,765183.644,6309290.302,21.166,valija amarilla
4,765190.375,6309180.024,20.766,11
5,765181.475,6309203.732,20.758,17
6,765175.180,6309203.224,20.785,13
7,765167.474,6309199.449,20.858,8
8,765159.726,6309196.969,20.803,7
9,765154.164,6309195.225,20.781,8
10,765143.428,6309196.661,20.788,7
11,765137.009,6309196.099,20.780,10
12,765132.958,6309197.686,21.003,plataforma2
13,765117.846,6309203.260,20.801,10
14,765110.436,6309206.662,20.783,10
15,765109.489,6309208.111,20.782,13
16,765107.288,6309213.308,20.827,10
17,765097.032,6309214.856,20.803,14
18,765093.422,6309215.799,20.885,6
19,765086.371,6309217.254,20.788,11
20,765077.992,6309218.201,20.748,18
21,765077.310,6309218.486,21.015,plataforma3
22,765075.048,6309218.716,20.821,12
23,765066.002,6309220.382,20.787,15
24,765064.790,6309219.870,20.827,14
25,765062.743,6309219.497,20.784,20
26,765059.322,6309219.605,20.795,11
27,765052.202,6309219.954,20.822,10
28,765044.003,6309219.405,20.815,9
29,765037.267,6309221.454,20.800,8
30,765036.419,6309217.453,20.767,9
31,765033.723,6309216.460,20.684,20
32,765026.383,6309215.702,20.784,7
33,765011.712,6309214.496,20.666,10
34,765003.782,6309215.659,20.561,20
35,765008.563,6309207.333,20.598,14
36,765014.479,6309201.538,20.637,11
37,765021.972,6309198.500,20.741,5
38,765026.557,6309195.629,20.808,9
39,765054.155,6309194.304,20.867,8
40,765060.217,6309192.169,20.840,10
41,765064.436,6309190.780,20.717,25
42,765067.525,6309190.532,20.845,9
43,765075.641,6309188.415,20.868,9
44,765084.629,6309186.009,20.849,12
45,765093.446,6309182.804,20.799,12
46,765099.457,6309180.681,20.827,9
47,765107.406,6309178.661,20.815,7
48,765114.867,6309177.127,20.827,12
49,765121.219,6309175.785,20.774,14
50,765123.892,6309175.085,20.767,15
51,765125.132,6309175.060,20.732,21
52,765129.966,6309173.729,20.782,10
53,765138.000,6309171.419,20.762,12
54,765143.979,6309170.107,20.776,10
55,765156.953,6309168.490,20.731,14
56,765165.050,6309167.899,20.779,10
57,765172.544,6309166.217,20.796,10
58,765182.515,6309164.889,20.763,12
59,765189.412,6309164.297,20.760,13
60,765157.259,6309311.591,20.790,12
61,765148.585,6309308.534,20.847,11
62,765140.700,6309311.702,20.829,8
63,765133.070,6309313.525,20.811,10
64,765131.414,6309313.969,20.830,9
65,765125.786,6309314.726,20.791,5
66,765124.108,6309315.302,20.815,5
67,765120.096,6309315.412,20.806,8
68,765119.189,6309315.463,20.819,8
69,765111.616,6309314.494,20.797,8
70,765106.281,6309315.058,20.786,11
71,765099.493,6309312.281,20.768,10
72,765094.336,6309311.087,20.822,7
73,765084.303,6309304.414,20.834,10
74,765078.938,6309303.079,20.871,6
75,765076.355,6309303.459,20.850,9
76,765071.409,6309303.126,20.852,8
77,765061.675,6309301.237,20.849,8
78,765057.373,6309300.339,20.857,8
79,765052.990,6309299.873,20.772,13
80,765045.290,6309297.864,20.837,9
81,765038.413,6309296.032,20.808,10
82,765037.956,6309291.359,20.826,6
83,765038.126,6309280.267,20.816,5
84,765038.722,6309278.497,20.846,6
85,765037.711,6309276.011,20.835,4
86,765037.163,6309273.715,20.798,5
87,765040.565,6309273.172,20.841,4
88,765040.423,6309268.322,20.826,3
89,765039.845,6309259.840,20.814,5
90,765043.306,6309244.274,20.781,10
91,765044.914,6309233.443,20.797,9
92,765051.593,6309197.240,20.912,6
93,765039.325,6309170.549,20.810,11
94,765036.932,6309169.839,20.839,9
95,765035.628,6309170.206,20.823,12
96,765016.396,6309141.125,20.796,14
97,765003.797,6309131.210,20.782,8
98,765003.034,6309131.955,20.753,12
99,764996.871,6309129.561,20.731,10
100,764996.270,6309128.692,20.740,13
101,764989.811,6309128.644,20.738,1
102,764990.333,6309128.165,20.787,0
103,764989.765,6309129.607,20.764,1
104,764988.236,6309127.776,20.698,4
105,764979.014,6309120.463,20.720,3
106,764967.397,6309104.016,20.712,4
107,764971.551,6309101.069,20.776,3
108,764981.255,6309094.564,20.767,19
109,764984.168,6309092.119,20.800,10
110,764990.951,6309088.328,20.787,10
111,764997.084,6309085.097,20.831,6
112,765005.991,6309081.770,20.819,9
113,765014.039,6309079.888,20.844,5
114,765015.649,6309079.310,20.839,3
115,765017.823,6309078.370,20.836,4
116,765019.394,6309078.416,20.910,1
117,765024.981,6309074.493,20.859,5
118,765029.237,6309072.106,20.860,9
119,765029.228,6309072.121,20.856,9
120,765033.910,6309068.706,20.855,8
121,765040.757,6309066.858,20.870,5
122,765045.638,6309065.696,20.830,9
123,765048.839,6309065.769,20.822,7
124,765051.299,6309065.046,20.851,5
125,765055.247,6309064.665,20.884,7
126,765060.843,6309063.835,20.858,10
127,765065.689,6309062.658,20.846,5
128,765067.229,6309062.526,20.828,5
129,765070.198,6309061.500,20.827,7
130,765076.937,6309060.535,20.882,3
131,765081.384,6309059.642,20.826,9
132,765086.609,6309059.343,20.900,3
133,765092.889,6309059.447,20.815,11
134,765096.896,6309059.874,20.831,8
135,765097.965,6309061.147,20.852,7
136,765099.256,6309062.447,20.834,9
137,765102.373,6309062.294,20.854,8
138,765106.042,6309062.558,20.843,6
139,765108.105,6309062.416,20.809,10
140,765110.245,6309062.803,20.807,9
141,765111.516,6309062.248,20.789,9
142,765115.888,6309062.395,20.800,9
143,765119.228,6309062.198,20.793,10
144,765122.235,6309061.963,20.807,10
145,765124.840,6309062.668,20.811,11
146,765130.569,6309062.178,20.758,12
147,765137.139,6309061.899,20.797,9
148,765143.430,6309061.765,20.775,10
149,765146.996,6309061.526,20.775,9
150,765149.178,6309061.106,20.744,13
151,765158.545,6309060.926,20.784,8
152,765166.999,6309060.717,20.780,7
153,765170.421,6309060.589,20.745,7
154,765173.904,6309060.352,20.775,9
155,765177.974,6309060.212,20.759,7
156,765189.070,6309058.695,20.688,10
157,765198.473,6309058.545,20.746,10
158,765207.405,6309058.316,20.710,12
159,765213.344,6309057.926,20.679,18
160,765215.195,6309057.402,20.649,22
161,765225.451,6309054.979,20.725,12
162,765238.976,6309011.720,20.661,20
163,765238.906,6309011.675,20.662,17
164,765239.339,6309009.475,20.663,16
165,765239.375,6309008.280,20.692,14
166,765235.415,6309005.365,20.655,20
167,765232.658,6309001.865,20.680,11
168,765231.676,6308999.682,20.681,10
169,765227.416,6308995.543,20.672,10
170,765226.469,6308993.779,20.700,10
171,765224.266,6308989.907,20.698,8
172,765219.891,6308984.478,20.741,8
173,765218.326,6308980.804,20.726,8
174,765218.013,6308973.762,20.717,10
175,765213.061,6308972.338,20.723,9
176,765204.478,6308971.398,20.742,9
177,765202.912,6308970.365,20.694,10
178,765198.146,6308965.348,20.739,8
179,765198.122,6308958.872,20.713,10
180,765196.308,6308953.990,20.687,9
181,765194.578,6308953.503,20.713,10
182,765191.757,6308949.250,20.717,11
183,765189.915,6308948.150,20.688,11
184,765186.403,6308946.374,20.675,11
185,765183.770,6308946.214,20.680,12
186,765180.866,6308941.556,20.700,9
187,765177.849,6308938.194,20.694,9
188,765174.561,6308935.552,20.741,7
189,765171.710,6308934.437,20.752,9
190,765170.155,6308933.293,20.725,9
191,765168.778,6308932.056,20.753,8
192,765165.248,6308930.086,20.742,8
193,765162.984,6308929.243,20.722,9
194,765159.826,6308927.355,20.710,14
195,765156.422,6308924.895,20.680,10
196,765147.758,6308917.355,20.708,9
197,765138.197,6308918.615,20.750,10
198,765135.239,6308918.289,20.766,6
199,765131.398,6308915.440,20.779,9
200,765130.702,6308914.037,20.788,6
201,765128.708,6308912.476,20.775,9
202,765127.334,6308911.073,20.728,9
203,765124.923,6308909.748,20.747,9
204,765121.132,6308908.916,20.778,4.5
205,765117.345,6308910.118,20.796,2
206,765116.961,6308914.046,20.775,0
207,765117.345,6308914.614,20.803,0
208,765116.366,6308914.900,20.821,0
209,765115.544,6308913.885,20.799,0
210,765114.598,6308913.610,20.818,1
211,765113.937,6308912.487,20.779,0
212,765117.134,6308916.189,20.834,0
213,765116.439,6308917.692,20.794,0
214,765117.023,6308918.069,20.835,0
215,765115.990,6308919.017,20.805,0
216,765114.884,6308918.719,20.779,0
217,765113.516,6308917.232,20.797,0
218,765112.293,6308918.356,20.845,0
219,765111.919,6308919.567,20.801,0
220,765113.482,6308921.467,20.829,0
221,765113.194,6308922.954,20.828,0
222,765115.015,6308923.489,20.840,0
223,765114.679,6308925.880,20.843,0
224,765113.544,6308926.438,20.834,0
225,765113.634,6308929.575,20.829,0
226,765116.102,6308931.236,20.826,0
227,765116.044,6308932.105,20.802,0
228,765116.140,6308934.714,20.776,0
229,765115.171,6308936.238,20.841,0
230,765114.625,6308938.129,20.823,0
231,765114.545,6308939.693,20.813,0
232,765114.598,6308941.545,20.841,0
233,765104.509,6308925.630,20.784,5
234,765099.112,6308920.650,20.756,0
235,765095.814,6308918.396,20.792,2
236,765089.508,6308916.060,20.796,6
237,765072.019,6308916.311,20.793,6
238,765061.245,6308915.334,20.763,9
239,765053.423,6308912.840,20.826,8
240,765049.694,6308911.878,20.836,7
241,765045.120,6308911.582,20.828,7.5
242,765035.326,6308911.019,20.843,9.5
243,765026.021,6308912.020,20.812,6
244,765018.587,6308911.978,20.829,10
245,765014.713,6308911.605,20.840,7
246,765008.574,6308910.918,20.855,6
247,765004.757,6308910.098,20.899,5
248,765004.647,6308907.381,20.875,1
249,765004.673,6308906.789,20.879,3
250,765007.674,6308892.844,20.864,0
251,765007.547,6308890.887,20.843,0
252,765007.953,6308889.221,20.766,0
253,765008.125,6308887.157,20.868,0
254,765015.197,6308889.591,20.859,6
255,765023.129,6308890.020,20.832,5
256,765029.560,6308890.392,20.831,6
257,765039.274,6308887.809,20.840,3
258,765043.052,6308887.436,20.851,2
259,765044.705,6308887.485,20.809,3
260,765048.510,6308887.519,20.778,5
261,765058.171,6308887.623,20.781,6
262,765066.205,6308886.989,20.786,6
263,765072.786,6308886.669,20.760,7
264,765078.392,6308886.014,20.790,10
265,765087.396,6308885.034,20.746,10
266,765087.392,6308885.015,20.738,10
267,765090.304,6308884.709,20.745,16
268,765096.867,6308884.283,20.756,7
269,765102.710,6308884.375,20.756,6
270,765108.407,6308884.676,20.757,8
271,765114.299,6308884.242,20.722,10
272,765127.279,6308886.018,20.683,7.5
273,765137.738,6308886.314,20.715,6
274,765150.865,6308885.606,20.665,8
275,765150.830,6308885.607,20.664,8
276,765150.828,6308885.562,20.667,8
